run_tag,symbol,time,dir,entry,exit,vol,pnl,risk_money,atr_at_entry,exit_reason
BS75tr2,BTCUSDm,2018.06.23 21:58:40,-1,0.00,6224.43,0.02,-3.25,3.24,108.16,sl
BS75tr2,BTCUSDm,2018.06.24 16:41:40,-1,0.00,5979.74,0.05,-3.56,4.43,59.04,sl
BS75tr2,BTCUSDm,2018.06.24 16:43:40,-1,0.00,6104.28,0.04,-4.15,4.15,69.14,sl
BS75tr2,BTCUSDm,2018.06.27 23:08:40,-1,0.00,6155.90,0.04,-3.41,3.41,56.75,sl
BS75tr2,BTCUSDm,2018.06.29 05:43:20,-1,0.00,5933.04,0.18,-2.95,10.35,38.32,sl
BS75tr2,BTCUSDm,2018.07.08 23:07:40,1,0.00,6674.20,0.05,-3.72,3.72,49.58,sl
BS75tr2,BTCUSDm,2018.07.12 23:50:40,-1,0.00,6216.27,0.10,38.02,6.31,42.08,sl
BS75tr2,BTCUSDm,2018.07.18 08:14:40,1,0.00,7350.60,0.07,43.04,5.37,51.12,sl
BS75tr2,BTCUSDm,2018.07.25 10:01:40,1,0.00,8216.42,0.03,16.74,3.23,71.74,sl
BS75tr2,BTCUSDm,2018.08.05 09:53:40,-1,0.00,7039.22,0.03,-3.68,3.67,81.63,sl
BS75tr2,BTCUSDm,2018.08.09 05:03:40,-1,0.00,6369.78,0.06,22.67,6.17,68.58,sl
BS75tr2,BTCUSDm,2018.08.11 17:16:40,-1,0.00,6212.71,0.04,-5.90,5.90,98.37,sl
BS75tr2,BTCUSDm,2018.08.14 12:50:20,-1,0.00,6148.21,0.07,-8.66,8.66,82.51,sl
BS75tr2,BTCUSDm,2018.08.21 06:39:40,-1,0.00,6382.41,0.12,-9.61,9.61,53.39,sl
BS75tr2,BTCUSDm,2018.08.29 15:51:40,1,0.00,6973.01,0.20,11.01,12.44,41.47,sl
BS75tr2,BTCUSDm,2018.09.01 21:31:40,1,0.00,7159.78,0.22,9.52,9.96,30.17,sl
BS75tr2,BTCUSDm,2018.09.02 13:23:40,1,0.00,7209.54,0.08,-5.16,5.16,42.98,sl
BS75tr2,BTCUSDm,2018.09.05 09:52:40,1,0.00,7291.36,0.24,-11.87,10.78,29.95,sl
BS75tr2,BTCUSDm,2018.09.10 00:00:00,-1,6682.65,6232.95,0.03,13.49,4.30,95.59,time_exit
BS75tr2,BTCUSDm,2018.09.10 00:00:00,-1,0.00,6232.95,0.03,13.49,4.30,95.59,time_exit
BS75tr2,BTCUSDm,2018.09.18 12:27:40,-1,0.00,6329.64,0.09,-6.35,6.35,47.04,sl
BS75tr2,BTCUSDm,2018.09.19 19:14:40,-1,0.00,6217.40,0.10,-6.88,6.88,45.85,sl
BS75tr2,BTCUSDm,2018.09.22 03:10:40,1,0.00,6717.58,0.07,-5.12,5.12,48.74,sl
BS75tr2,BTCUSDm,2018.10.03 14:33:40,-1,0.00,6491.34,0.09,-5.33,5.33,39.50,sl
BS75tr2,BTCUSDm,2018.10.14 04:16:40,-1,0.00,6315.02,0.05,-3.23,3.73,49.75,sl
BS75tr2,BTCUSDm,2018.10.29 13:13:40,-1,0.00,6306.18,0.33,37.43,8.31,16.80,sl
BS75tr2,BTCUSDm,2018.10.31 15:50:20,-1,0.00,6312.28,0.10,-0.82,4.70,31.34,sl
BS75tr2,BTCUSDm,2018.10.31 15:55:40,-1,0.00,6330.73,0.37,-7.76,7.76,13.99,sl
BS75tr2,BTCUSDm,2018.11.08 02:41:40,1,0.00,6468.01,0.22,-11.31,7.76,23.53,sl
BS75tr2,BTCUSDm,2018.11.11 23:48:40,-1,0.00,6368.03,0.14,-0.03,4.52,21.53,sl
BS75tr2,BTCUSDm,2018.11.14 16:34:40,-1,0.00,5793.60,0.12,55.79,5.03,27.94,sl
BS75tr2,BTCUSDm,2018.11.14 16:36:40,-1,0.00,5891.34,0.08,-4.80,4.80,40.01,sl
BS75tr2,BTCUSDm,2018.11.14 21:43:40,-1,0.00,5725.40,0.04,4.52,4.33,72.13,sl
BS75tr2,BTCUSDm,2018.11.15 15:08:40,-1,0.00,5433.10,0.03,-4.06,4.07,90.40,sl
BS75tr2,BTCUSDm,2018.11.20 02:30:40,-1,0.00,4942.66,0.06,30.13,4.78,53.07,sl
BS75tr2,BTCUSDm,2018.11.20 14:55:40,-1,0.00,4708.21,0.03,0.04,5.04,111.89,sl
BS75tr2,BTCUSDm,2018.11.23 09:00:40,-1,0.00,4341.57,0.04,-4.33,4.33,72.16,sl
BS75tr2,BTCUSDm,2018.11.25 11:01:40,-1,0.00,3789.55,0.04,3.85,4.14,68.92,sl
BS75tr2,BTCUSDm,2018.12.01 10:16:40,-1,0.00,4073.19,0.05,-5.15,5.15,68.69,sl
BS75tr2,BTCUSDm,2018.12.04 06:43:40,-1,0.00,3930.39,0.11,-10.14,10.14,61.48,sl
BS75tr2,BTCUSDm,2018.12.06 05:07:40,-1,0.00,3789.62,0.19,-14.20,14.20,49.82,sl
BS75tr2,BTCUSDm,2018.12.07 19:16:40,-1,0.00,3523.50,0.04,-2.36,5.01,83.49,sl
BS75tr2,BTCUSDm,2018.12.12 09:18:40,-1,0.00,3428.54,0.21,-10.58,10.58,33.59,sl
BS75tr2,BTCUSDm,2018.12.16 02:22:40,-1,0.00,3263.17,0.31,27.40,14.13,30.38,sl
BS75tr2,BTCUSDm,2018.12.28 15:37:40,-1,0.00,3888.74,0.05,-1.46,5.79,77.20,sl
BS75tr2,BTCUSDm,2019.01.01 20:17:40,-1,0.00,3806.66,0.17,-10.51,10.51,41.21,sl
BS75tr2,BTCUSDm,2019.01.04 20:53:40,-1,0.00,3839.34,0.28,-10.96,10.95,26.08,sl
BS75tr2,BTCUSDm,2019.01.07 09:14:40,1,0.00,4056.52,0.18,-9.56,9.55,35.38,sl
BS75tr2,BTCUSDm,2019.01.14 05:01:40,-1,0.00,3563.49,0.29,-10.38,10.38,23.86,sl
BS75tr2,BTCUSDm,2019.01.22 12:07:40,-1,0.00,3549.67,0.17,-2.66,6.99,27.41,sl
BS75tr2,BTCUSDm,2019.01.28 07:25:40,-1,0.00,3473.00,0.23,-6.55,6.74,19.54,sl
BS75tr2,BTCUSDm,2019.01.29 08:23:20,-1,0.00,3408.66,0.24,-6.36,6.36,17.65,sl
BS75tr2,BTCUSDm,2019.02.04 08:47:40,-1,0.00,3457.90,0.44,-9.32,9.32,14.12,sl
BS75tr2,BTCUSDm,2019.02.08 09:10:40,-1,0.00,3424.92,0.32,-4.24,6.68,13.93,sl
BS75tr2,BTCUSDm,2019.02.11 00:05:40,1,0.00,3657.69,0.15,-4.27,4.27,18.97,sl
BS75tr2,BTCUSDm,2019.02.22 13:00:00,1,3780.40,3973.45,0.07,13.51,4.30,40.92,time_exit
BS75tr2,BTCUSDm,2019.02.22 13:00:00,1,0.00,3973.45,0.07,8.99,4.30,40.92,time_exit
BS75tr2,BTCUSDm,2019.02.24 13:57:40,1,0.00,4116.70,0.12,-0.85,5.25,29.16,sl
BS75tr2,BTCUSDm,2019.02.28 16:39:40,1,0.00,3843.59,0.20,-6.91,6.91,23.03,sl
BS75tr2,BTCUSDm,2019.03.08 22:01:40,1,0.00,3878.99,0.19,-8.12,6.00,21.04,sl
BS75tr2,BTCUSDm,2019.03.16 05:28:40,1,0.00,4022.26,0.50,17.28,11.75,15.66,sl
BS75tr2,BTCUSDm,2019.03.16 12:25:20,1,0.00,4002.03,0.17,-6.09,6.10,23.92,sl
BS75tr2,BTCUSDm,2019.03.21 13:34:40,1,0.00,4047.76,0.46,-17.39,9.99,14.48,sl
BS75tr2,BTCUSDm,2019.03.30 04:10:40,1,0.00,4097.64,0.24,0.72,5.86,16.27,sl
BS75tr2,BTCUSDm,2019.04.02 04:56:40,1,0.00,4718.02,0.31,164.63,7.24,15.57,sl
BS75tr2,BTCUSDm,2019.04.02 05:25:20,1,0.00,4867.33,0.06,11.27,5.07,56.38,sl
BS75tr2,BTCUSDm,2019.04.03 04:09:40,1,0.00,4966.64,0.05,-5.22,5.22,69.63,sl
BS75tr2,BTCUSDm,2019.04.03 22:43:40,1,0.00,5088.28,0.05,-2.31,5.14,68.49,sl
