vol_regime,real_vol_regime,market_state,year,n,net_pnl,win_rate,avg_pnl,max_loss,profit_factor
0,0,0,2025,19194.0,-2651.1499999999996,0.6127435656976138,-0.13812389288319266,-44.66,0.6518671523530138
0,0,0,2026,996.0,-289.4,0.6817269076305221,-0.29056224899598393,-53.97,0.6771566582255887
1,1,0,2025,6190.0,-411.3900000000001,0.6336025848142165,-0.06646042003231019,-61.46,0.9203038368997943
1,1,0,2026,1228.0,-550.5600000000001,0.6750814332247557,-0.44833876221498375,-128.56,0.7711092818478884
2,2,0,2025,643.0,-130.28999999999994,0.6500777604976672,-0.20262830482115077,-184.47,0.9503519073875786
2,2,0,2026,375.0,69.30999999999997,0.7173333333333334,0.18482666666666658,-228.27,1.0232518350532063
