order_kind,entry_reason,n,net_pnl,win_rate,avg_pnl,max_loss,profit_factor
grid,grid_buy,15303.0,-1228.8400000000001,0.6377180944912763,-0.08030059465464288,-228.27,0.8905760243916339
grid,grid_sell,13323.0,-2734.64,0.609397282894243,-0.2052570742325302,-173.0,0.7384145933174544
