row_id,window,source_audit_file,source_ticket,signal_bar_open_time,mql_xau_bar_time,audit_xau_bar_time,timestamp_exact,xau_timestamp_exact,direction_audit,direction_mql,direction_exact,audit_ema48,mql_ema48,diff_ema48,tol_ema48,audit_residual,mql_residual,diff_residual,tol_residual,audit_sigma48,mql_sigma48,diff_sigma48,tol_sigma48,audit_z_score,mql_z_score,diff_z_score,tol_z_score,audit_atr14,mql_atr14,diff_atr14,tol_atr14,audit_atr_p20,mql_atr_p20,diff_atr_p20,tol_atr_p20,audit_atr_p80,mql_atr_p80,diff_atr_p80,tol_atr_p80,audit_xau_return,mql_xau_return,diff_xau_return,tol_xau_return,audit_xau_open,mql_xau_open,diff_xau_open,tol_xau_open,audit_xau_close,mql_xau_close,diff_xau_close,tol_xau_close,row_status
AUDIT_DSTTR_19,DSTTR,deepseek数据保存/执行_XAMR30/smoke/DS260914_XAMR30_SMOKE_DSTTR/trades.csv,19,2023.04.03 04:30:00,2023.04.03 04:30:00,2023.04.03 04:30,1,1,short,short,1,133.063,133.0630948746,9.48746000233e-05,0.000500000001,0.402,0.4019051254,9.48746e-05,0.000500000001,0.226,0.2255442206,0.0004557794,0.000500000001,1.78193,1.7819349318,4.93179999994e-06,5.000001e-06,0.199,0.1992142857,0.0002142857,0.000500000001,0.158,0.1582142857,0.0002142857,0.000500000001,0.238,0.2382142857,0.0002142857,0.000500000001,0.000623,0.0006226535,3.465e-07,5.00001e-07,1951.326,1951.3260000000,0,0.000500000001,1952.541,1952.5410000000,0,0.000500000001,PASS
AUDIT_DSTTR_21,DSTTR,deepseek数据保存/执行_XAMR30/smoke/DS260914_XAMR30_SMOKE_DSTTR/trades.csv,21,2023.04.04 20:00:00,2023.04.04 20:00:00,2023.04.04 20:00,1,1,long,long,1,132.321,132.3208352124,0.000164787599999,0.000500000001,-0.654,-0.6538352124,0.0001647876,0.000500000001,0.407,0.4070565293,5.65293000001e-05,0.000500000001,-1.60625,-1.6062516269,1.62690000005e-06,5.000001e-06,0.192,0.1919285714,7.14286e-05,0.000500000001,0.157,0.1569285714,7.14286e-05,0.000500000001,0.227,0.2272857143,0.0002857143,0.000500000001,-0.000205,-0.0002052626,2.626e-07,5.00001e-07,2021.800,2021.8000000000,0,0.000500000001,2021.385,2021.3850000000,0,0.000500000001,PASS
AUDIT_SUMMER_3,SUMMER,deepseek数据保存/执行_XAMR30/smoke/DS260914_XAMR30_SMOKE_SUMMER/trades.csv,3,2023.07.03 08:00:00,2023.07.03 08:00:00,2023.07.03 08:00,1,1,short,short,1,144.543,144.5428367120,0.00016328800001,0.000500000001,0.296,0.2961632880,0.000163288,0.000500000001,0.172,0.1720306243,3.06243e-05,0.000500000001,1.72157,1.7215730582,3.05819999991e-06,5.000001e-06,0.134,0.1335714286,0.0004285714,0.000500000001,0.108,0.1080000000,0,0.000500000001,0.176,0.1759285714,7.14286e-05,0.000500000001,0.000178,0.0001783328,3.328e-07,5.00001e-07,1912.155,1912.1550000000,0,0.000500000001,1912.496,1912.4960000000,0,0.000500000001,PASS
AUDIT_SUMMER_5,SUMMER,deepseek数据保存/执行_XAMR30/smoke/DS260914_XAMR30_SMOKE_SUMMER/trades.csv,5,2023.07.05 10:30:00,2023.07.05 10:30:00,2023.07.05 10:30,1,1,long,long,1,144.469,144.4693890378,0.000389037800005,0.000500000001,-0.236,-0.2363890378,0.0003890378,0.000500000001,0.106,0.1064647762,0.0004647762,0.000500000001,-2.22035,-2.2203497359,2.64099999647e-07,5.000001e-06,0.133,0.1326428571,0.0003571429,0.000500000001,0.097,0.0973571429,0.0003571429,0.000500000001,0.168,0.1681428571,0.0001428571,0.000500000001,-0.000637,-0.0006372835,2.835e-07,5.00001e-07,1928.498,1928.4980000000,0,0.000500000001,1927.269,1927.2690000000,0,0.000500000001,PASS
AUDIT_SUMMER_7,SUMMER,deepseek数据保存/执行_XAMR30/smoke/DS260914_XAMR30_SMOKE_SUMMER/trades.csv,7,2023.07.06 02:30:00,2023.07.06 02:30:00,2023.07.06 02:30,1,1,long,long,1,144.470,144.4698455881,0.000154411900013,0.000500000001,-0.232,-0.2318455881,0.0001544119,0.000500000001,0.134,0.1336747978,0.0003252022,0.000500000001,-1.73440,-1.7344001412,1.41200000137e-07,5.000001e-06,0.123,0.1227857143,0.0002142857,0.000500000001,0.096,0.0963571429,0.0003571429,0.000500000001,0.167,0.1665714286,0.0004285714,0.000500000001,-0.000445,-0.0004448945,1.055e-07,5.00001e-07,1919.556,1919.5560000000,0,0.000500000001,1918.702,1918.7020000000,0,0.000500000001,PASS
AUDIT_SUMMER_9,SUMMER,deepseek数据保存/执行_XAMR30/smoke/DS260914_XAMR30_SMOKE_SUMMER/trades.csv,9,2023.07.07 06:30:00,2023.07.07 06:30:00,2023.07.07 06:30,1,1,long,long,1,143.980,143.9800547705,5.47705000145e-05,0.000500000001,-0.583,-0.5830547705,5.47705e-05,0.000500000001,0.181,0.1806803843,0.0003196157,0.000500000001,-3.22700,-3.2269954073,4.59269999986e-06,5.000001e-06,0.143,0.1429285714,7.14286e-05,0.000500000001,0.095,0.0955000000,0.0005,0.000500000001,0.170,0.1697142857,0.0002857143,0.000500000001,-0.000653,-0.0006534207,4.207e-07,5.00001e-07,1914.540,1914.5400000000,0,0.000500000001,1913.289,1913.2890000000,0,0.000500000001,PASS
AUDIT_SUMMER_11,SUMMER,deepseek数据保存/执行_XAMR30/smoke/DS260914_XAMR30_SMOKE_SUMMER/trades.csv,11,2023.07.10 19:00:00,2023.07.10 19:00:00,2023.07.10 19:00,1,1,long,long,1,142.131,142.1312097367,0.000209736699986,0.000500000001,-0.827,-0.8272097367,0.0002097367,0.000500000001,0.356,0.3561951691,0.0001951691,0.000500000001,-2.32235,-2.3223496789,3.21099999923e-07,5.000001e-06,0.158,0.1580000000,0,0.000500000001,0.094,0.0936428571,0.0003571429,0.000500000001,0.177,0.1766428571,0.0003571429,0.000500000001,-0.000058,-0.0000581590,1.59e-07,5.00001e-07,1925.754,1925.7540000000,0,0.000500000001,1925.642,1925.6420000000,0,0.000500000001,PASS
AUDIT_SUMMER_13,SUMMER,deepseek数据保存/执行_XAMR30/smoke/DS260914_XAMR30_SMOKE_SUMMER/trades.csv,13,2023.07.11 01:30:00,2023.07.11 01:30:00,2023.07.11 01:30,1,1,long,long,1,141.761,141.7612246284,0.000224628399991,0.000500000001,-0.695,-0.6952246284,0.0002246284,0.000500000001,0.342,0.3422209325,0.0002209325,0.000500000001,-2.03151,-2.0315081937,1.8062999998e-06,5.000001e-06,0.120,0.1197142857,0.0002857143,0.000500000001,0.093,0.0925714286,0.0004285714,0.000500000001,0.177,0.1765714286,0.0004285714,0.000500000001,-0.000681,-0.0006814397,4.397e-07,5.00001e-07,1926.803,1926.8030000000,0,0.000500000001,1925.490,1925.4900000000,0,0.000500000001,PASS
AUDIT_SUMMER_15,SUMMER,deepseek数据保存/执行_XAMR30/smoke/DS260914_XAMR30_SMOKE_SUMMER/trades.csv,15,2023.07.12 02:30:00,2023.07.12 02:30:00,2023.07.12 02:30,1,1,long,long,1,140.404,140.4035958080,0.000404191999991,0.000500000001,-0.814,-0.8135958080,0.000404192,0.000500000001,0.218,0.2177460958,0.0002539042,0.000500000001,-3.73644,-3.7364426908,2.69080000015e-06,5.000001e-06,0.180,0.1803571429,0.0003571429,0.000500000001,0.094,0.0939285714,7.14286e-05,0.000500000001,0.182,0.1819285714,7.14286e-05,0.000500000001,-0.000073,-0.0000726732,3.268e-07,5.00001e-07,1940.193,1940.1930000000,0,0.000500000001,1940.052,1940.0520000000,0,0.000500000001,PASS
AUDIT_SUMMER_17,SUMMER,deepseek数据保存/执行_XAMR30/smoke/DS260914_XAMR30_SMOKE_SUMMER/trades.csv,17,2023.07.13 00:00:00,2023.07.13 00:00:00,2023.07.13 00:00,1,1,long,long,1,138.987,138.9872925224,0.000292522400002,0.000500000001,-0.764,-0.7642925224,0.0002925224,0.000500000001,0.263,0.2628477323,0.0001522677,0.000500000001,-2.90774,-2.9077386956,1.30440000001e-06,5.000001e-06,0.126,0.1255000000,0.0005,0.000500000001,0.096,0.0959285714,7.14286e-05,0.000500000001,0.189,0.1885000000,0.0005,0.000500000001,-0.000208,-0.0002078955,1.045e-07,5.00001e-07,1957.714,1957.7140000000,0,0.000500000001,1957.307,1957.3070000000,0,0.000500000001,PASS
AUDIT_SUMMER_19,SUMMER,deepseek数据保存/执行_XAMR30/smoke/DS260914_XAMR30_SMOKE_SUMMER/trades.csv,19,2023.07.13 23:30:00,2023.07.13 23:30:00,2023.07.13 23:30,1,1,long,long,1,138.302,138.3023846157,0.0003846157,0.000500000001,-0.240,-0.2403846157,0.0003846157,0.000500000001,0.138,0.1382421461,0.0002421461,0.000500000001,-1.73887,-1.7388663475,3.65250000001e-06,5.000001e-06,0.110,0.1102857143,0.0002857143,0.000500000001,0.096,0.0959285714,7.14286e-05,0.000500000001,0.200,0.2001428571,0.0001428571,0.000500000001,-0.000437,-0.0004365142,4.858e-07,5.00001e-07,1960.990,1960.9900000000,0,0.000500000001,1960.134,1960.1340000000,0,0.000500000001,PASS
AUDIT_SUMMER_21,SUMMER,deepseek数据保存/执行_XAMR30/smoke/DS260914_XAMR30_SMOKE_SUMMER/trades.csv,21,2023.07.19 02:30:00,2023.07.19 02:30:00,2023.07.19 02:30,1,1,short,short,1,138.781,138.7811820309,0.000182030899992,0.000500000001,0.465,0.4648179691,0.0001820309,0.000500000001,0.282,0.2824958844,0.0004958844,0.000500000001,1.64540,1.6453973126,2.68739999987e-06,5.000001e-06,0.141,0.1415000000,0.0005,0.000500000001,0.112,0.1122857143,0.0002857143,0.000500000001,0.221,0.2212857143,0.0002857143,0.000500000001,0.000961,0.0009612458,2.458e-07,5.00001e-07,1974.521,1974.5210000000,0,0.000500000001,1976.419,1976.4190000000,0,0.000500000001,PASS
AUDIT_SUMMER_23,SUMMER,deepseek数据保存/执行_XAMR30/smoke/DS260914_XAMR30_SMOKE_SUMMER/trades.csv,23,2023.07.20 13:00:00,2023.07.20 13:00:00,2023.07.20 13:00,1,1,short,short,1,139.477,139.4773594270,0.000359427000006,0.000500000001,0.331,0.3306405730,0.000359427,0.000500000001,0.206,0.2055814108,0.0004185892,0.000500000001,1.60832,1.6083194082,5.91799999894e-07,5.000001e-06,0.198,0.1979285714,7.14286e-05,0.000500000001,0.127,0.1271428571,0.0001428571,0.000500000001,0.222,0.2217857143,0.0002142857,0.000500000001,0.002583,0.0025831756,1.756e-07,5.00001e-07,1973.927,1973.9270000000,0,0.000500000001,1979.026,1979.0260000000,0,0.000500000001,PASS
