window,sample_type,row_id,timestamp,mql_status,py_ema48,mql_ema48,diff_ema48,py_residual,mql_residual,diff_residual,py_sigma48,mql_sigma48,diff_sigma48,py_atr14,mql_atr14,diff_atr14,py_atr_p20,mql_atr_p20,diff_atr_p20,py_atr_p80,mql_atr_p80,diff_atr_p80,py_z_score,mql_z_score,diff_z_score,py_xau_return,mql_xau_return,diff_xau_return,py_xau_bar_time,mql_xau_bar_time,py_xau_open,mql_xau_open,py_xau_close,mql_xau_close,py_atr_sma14_diagnostic,mql_atr14_minus_sma14,py_v1_candidate,mql_v1_candidate,py_v3_candidate,mql_v3_candidate,py_direction,mql_direction,py_atr_regime_pass,mql_atr_regime_pass,py_xau_filter_pass,mql_xau_filter_pass,row_status
WINTER,candidate,WINTER_C_13,2023.01.17 10:00:00,PASS,128.580727632,128.580727632,1.85877979675e-11,0.363272368219,0.3632723682,1.8588353079e-11,0.148803940522,0.1488039405,2.20107820859e-11,0.234022331455,0.2338571429,0.000165188555178,0.202899122627,0.1812857143,0.021613408327,0.280419307515,0.2957857143,0.0153664067852,2.44128191057,2.4412819106,2.55027110541e-11,-0.000929441149905,-0.0009294411,4.99053412527e-11,2023.01.17 10:00:00,2023.01.17 10:00:00,1906.522,1906.5220000000,1904.75,1904.7500000000,0.233857142857,4.28530266827e-11,1,1,1,1,short,short,1,1,0,0,FAIL:atr14_mismatch;atr_p20_mismatch;atr_p80_mismatch
WINTER,control,WINTER_K_05,2023.01.17 18:30:00,PASS,128.499859386,128.499859386,4.13535872212e-11,-0.105859386359,-0.1058593864,4.1354780711e-11,0.232904934318,0.2329049343,1.80690185037e-11,0.240991685826,0.2630714286,0.0220797427744,0.203404486809,0.1819285714,0.021475915409,0.28043602879,0.2916428571,0.0112068283102,-0.454517576747,-0.4545175767,4.69025374095e-11,-0.000868297240797,-0.0008682972,4.07967337213e-11,2023.01.17 18:30:00,2023.01.17 18:30:00,1907.181,1907.1810000000,1905.525,1905.5250000000,0.263071428571,2.85699242042e-11,0,0,0,0,long,long,1,1,1,1,FAIL:atr14_mismatch;atr_p20_mismatch;atr_p80_mismatch
WINTER,candidate,WINTER_C_14,2023.01.18 14:00:00,PASS,129.185653999,129.185653999,1.42676981341e-11,-1.45765399871,-1.4576539987,1.42639233758e-11,0.939887971744,0.9398879717,4.39168701405e-11,0.45590138178,0.4605714286,0.0046700468195,0.201683139838,0.1817857143,0.0198974255383,0.283825787602,0.2942142857,0.0103884980985,-1.5508805757,-1.5508805757,2.71604960744e-12,0.000659437318323,0.0006594373,1.83230750451e-11,2023.01.18 14:00:00,2023.01.18 14:00:00,1921.335,1921.3350000000,1922.602,1922.6020000000,0.460571428571,2.85688694923e-11,1,1,0,0,long,long,0,0,0,0,FAIL:atr14_mismatch;atr_p20_mismatch;atr_p80_mismatch
WINTER,control,WINTER_K_06,2023.01.19 13:30:00,PASS,128.502227908,128.502227908,2.04920524993e-11,-0.12022790828,-0.1202279083,2.0496979114e-11,0.330918771137,0.3309187711,3.66080499248e-11,0.25079481501,0.2356428571,0.0151519579105,0.201683139838,0.1817857143,0.0198974255383,0.288978714014,0.2988571429,0.00987842888595,-0.363315468224,-0.3633154682,2.36844432955e-11,0.000581052662408,0.0005810527,3.75916232821e-11,2023.01.19 13:30:00,2023.01.19 13:30:00,1912.047,1912.0470000000,1913.158,1913.1580000000,0.235642857143,4.2858633309e-11,0,0,0,0,long,long,1,1,0,0,FAIL:atr14_mismatch;atr_p20_mismatch;atr_p80_mismatch
WINTER,candidate,WINTER_C_15,2023.01.20 13:00:00,PASS,129.056752821,129.056752821,1.36992639455e-11,1.09224717851,1.0922471785,1.37019284807e-11,0.355922005531,0.3559220055,3.12524450763e-11,0.225876032276,0.2571428571,0.031266824824,0.190207952312,0.1778571429,0.0123508094119,0.288978714014,0.2934285714,0.00444985738595,3.06878237799,3.068782378,8.49631476285e-12,0.000233840869992,0.0002338409,3.00082140126e-11,2023.01.20 13:00:00,2023.01.20 13:00:00,1928.662,1928.6620000000,1929.113,1929.1130000000,0.257142857143,4.28587720869e-11,1,1,1,1,short,short,1,1,1,1,FAIL:atr14_mismatch;atr_p20_mismatch;atr_p80_mismatch
WINTER,candidate,WINTER_C_16,2023.01.23 17:30:00,PASS,130.01263201,130.01263201,4.20925516664e-11,0.628367989758,0.6283679898,4.21093160341e-11,0.317635037327,0.3176350373,2.66655031389e-11,0.215623476069,0.2198571429,0.00423366683113,0.190676937787,0.1774285714,0.013248366387,0.280337377299,0.2847857143,0.00444833700124,1.97827039185,1.9782703919,4.88076246086e-11,0.00141637603456,0.001416376,3.45635711892e-11,2023.01.23 17:30:00,2023.01.23 17:30:00,1921.1,1921.1000000000,1923.821,1923.8210000000,0.219857142857,4.28589663759e-11,1,1,0,0,short,short,1,1,1,1,FAIL:atr14_mismatch;atr_p20_mismatch;atr_p80_mismatch
WINTER,control,WINTER_K_07,2023.01.24 00:30:00,PASS,130.266306448,130.266306448,4.2064129957e-11,0.119693551858,0.1196935519,4.20790347011e-11,0.30044382558,0.3004438256,1.98364102921e-11,0.166583926318,0.1242142857,0.0423696406178,0.186809494683,0.1754285714,0.0113809232833,0.280337377299,0.2847857143,0.00444833700124,0.398389121916,0.3983891219,1.58527080352e-11,-0.000609229963348,-0.00060923,3.66522206465e-11,2023.01.24 00:30:00,2023.01.24 00:30:00,1931.947,1931.9470000000,1930.77,1930.7700000000,0.124214285714,1.42860306918e-11,0,0,0,0,short,short,0,0,0,0,FAIL:atr14_mismatch;atr_p20_mismatch;atr_p80_mismatch
WINTER,candidate,WINTER_C_17,2023.01.25 14:00:00,PASS,130.106933108,130.106933108,4.66116034659e-11,-0.398933107747,-0.3989331077,4.66147120903e-11,0.23993642006,0.2399364201,3.97211152858e-11,0.204922669392,0.2215,0.0165773306077,0.177591881917,0.1676428571,0.00994902481683,0.28043602879,0.2895714286,0.00913539981021,-1.66266174867,-1.6626617487,3.1784574972e-11,0.00295862297873,0.002958623,2.12749327703e-11,2023.01.25 14:00:00,2023.01.25 14:00:00,1922.178,1922.1780000000,1927.865,1927.8650000000,0.2215,3.99680288865e-15,1,1,0,0,long,long,1,1,0,0,FAIL:atr14_mismatch;atr_p20_mismatch;atr_p80_mismatch
WINTER,control,WINTER_K_08,2023.01.26 02:00:00,PASS,129.695643674,129.695643674,4.75495198771e-11,-0.304643673652,-0.3046436737,4.75359751562e-11,0.261947742741,0.2619477427,4.05471767273e-11,0.182472810676,0.1529285714,0.0295442392759,0.180192991658,0.1672142857,0.0129787059582,0.28043602879,0.2895714286,0.00913539981021,-1.16299407838,-1.1629940784,1.92361682139e-11,-0.000294519622049,-0.0002945196,2.20485168751e-11,2023.01.26 02:00:00,2023.01.26 02:00:00,1945.541,1945.5410000000,1944.968,1944.9680000000,0.152928571429,2.85708123826e-11,0,0,0,0,long,long,1,0,1,1,FAIL:atr14_mismatch;atr_p20_mismatch;atr_p80_mismatch;atr_regime_pass_mismatch
WINTER,candidate,WINTER_C_18,2023.01.26 09:00:00,PASS,129.599064686,129.599064686,3.53850282409e-11,0.369935314235,0.3699353142,3.53914120232e-11,0.169359444363,0.1693594444,3.67565700099e-11,0.217181247326,0.2253571429,0.00817589557363,0.182472810676,0.1680714286,0.0144013820759,0.28043602879,0.2895714286,0.00913539981021,2.1843205475,2.1843205475,2.50555132197e-12,-0.00301811435054,-0.0030181144,4.94609969301e-11,2023.01.26 09:00:00,2023.01.26 09:00:00,1941.941,1941.9410000000,1936.08,1936.0800000000,0.225357142857,4.28611313108e-11,1,1,1,1,short,short,1,1,0,0,FAIL:atr14_mismatch;atr_p20_mismatch;atr_p80_mismatch
WINTER,control,WINTER_K_09,2023.01.27 19:30:00,PASS,129.905897409,129.905897409,5.05906427861e-12,-0.00489740890504,-0.0048974089,5.03753722764e-12,0.153267939706,0.1532679397,6.36377062158e-12,0.147123625118,0.1502142857,0.00309066058176,0.179284760247,0.1618571429,0.0174276173473,0.262775367602,0.2752142857,0.0124389180982,-0.0319532507217,-0.0319532507,2.17110704415e-11,-0.000874933215157,-0.0008749332,1.51569699717e-11,2023.01.27 19:30:00,2023.01.27 19:30:00,1931.576,1931.5760000000,1929.886,1929.8860000000,0.150214285714,1.42863221253e-11,0,0,0,0,long,long,0,0,1,1,FAIL:atr14_mismatch;atr_p20_mismatch;atr_p80_mismatch
WINTER,candidate,WINTER_C_19,2023.01.30 06:30:00,PASS,129.852219286,129.852219287,5.22959453519e-12,-0.264219286495,-0.2642192865,5.22121235136e-12,0.155158176893,0.1551581769,6.60921317674e-12,0.194283916281,0.2267142857,0.0324303694191,0.17287174662,0.1562142857,0.0166574609201,0.252797449999,0.2645714286,0.0117739786015,-1.70290275244,-1.7029027524,3.64628327532e-11,-0.000232476380866,-0.0002324764,1.913434618e-11,2023.01.30 06:30:00,2023.01.30 06:30:00,1931.379,1931.3790000000,1930.93,1930.9300000000,0.226714285714,1.42861833474e-11,1,1,0,0,long,long,1,1,1,1,FAIL:atr14_mismatch;atr_p20_mismatch;atr_p80_mismatch
WINTER,candidate,WINTER_C_20,2023.01.31 14:30:00,PASS,130.225842356,130.225842356,3.9619862946e-11,-0.38584235576,-0.3858423558,3.96114807621e-11,0.186188763754,0.1861887638,4.62941074364e-11,0.168219542745,0.1767142857,0.00849474295485,0.165074990486,0.149,0.0160749904861,0.246309471081,0.2529285714,0.00661910031885,-2.07231815702,-2.072318157,2.25592877712e-11,0.000938162896074,0.0009381629,3.92637560919e-12,2023.01.31 14:30:00,2023.01.31 14:30:00,1922.907,1922.9070000000,1924.711,1924.7110000000,0.176714285714,1.42849621021e-11,1,1,1,1,long,long,1,1,0,0,FAIL:atr14_mismatch;atr_p20_mismatch;atr_p80_mismatch
WINTER,control,WINTER_K_10,2023.01.31 23:30:00,PASS,130.174327589,130.174327589,2.09467998502e-11,-0.064327588579,-0.0643275886,2.09669087647e-11,0.146482798375,0.1464827984,2.48253084756e-11,0.122020758966,0.0866428571,0.0353779018656,0.163847285101,0.1471428571,0.0167044280013,0.246309471081,0.2497142857,0.00340481461885,-0.439147731287,-0.4391477313,1.29721788866e-11,-0.000321065585037,-0.0003210656,1.49630273991e-11,2023.01.31 23:30:00,2023.01.31 23:30:00,1927.955,1927.9550000000,1927.336,1927.3360000000,0.0866428571429,4.28587304535e-11,0,0,0,0,long,long,0,0,1,1,FAIL:atr14_mismatch;atr_p20_mismatch;atr_p80_mismatch
DSTTR,control,DSTTR_K_01,2023.03.20 00:00:00,PASS,132.430551285,132.430551285,3.44186901202e-11,0.0364487148656,0.0364487149,3.44003575625e-11,0.350410617223,0.3504106172,2.31654695426e-11,0.245173261181,0.2392857143,0.00588754688142,0.154944218712,0.1474285714,0.00751564731239,0.323482898641,0.3262142857,0.00273138705949,0.104017153231,0.1040171532,3.13662845697e-11,-0.000228632936901,-0.0002286329,3.690134068e-11,2023.03.20 00:00:00,2023.03.20 00:00:00,1976.968,1976.9680000000,1976.516,1976.5160000000,0.239285714286,1.42861278363e-11,0,0,0,0,short,short,1,1,0,0,FAIL:atr14_mismatch;atr_p20_mismatch;atr_p80_mismatch
DSTTR,candidate,DSTTR_C_01,2023.03.20 04:30:00,PASS,132.346005805,132.346005805,3.60387275578e-11,-0.536005804536,-0.5360058045,3.60460550297e-11,0.320405475711,0.3204054757,1.05755959545e-11,0.238632253996,0.2407857143,0.00215346030448,0.154944218712,0.1474285714,0.00751564731239,0.323482898641,0.3262142857,0.00273138705949,-1.67289839023,-1.6728983902,2.67128541509e-11,0.000316074996898,0.000316075,3.10243600558e-12,2023.03.20 04:30:00,2023.03.20 04:30:00,1974.215,1974.2150000000,1974.839,1974.8390000000,0.240785714286,1.42870992814e-11,1,1,0,0,long,long,1,1,0,0,FAIL:atr14_mismatch;atr_p20_mismatch;atr_p80_mismatch
DSTTR,candidate,DSTTR_C_02,2023.03.20 10:30:00,PASS,131.887563055,131.887563055,3.02975422528e-11,-0.60456305487,-0.6045630549,3.02852187772e-11,0.351300914987,0.351300915,1.25353616376e-11,0.321675349335,0.3563571429,0.0346817935654,0.158248449297,0.1516428571,0.00660559219684,0.326188837745,0.3297142857,0.00352544795502,-1.72092650226,-1.7209265023,4.11397582667e-11,-0.00145445635849,-0.0014544564,4.15050511321e-11,2023.03.20 10:30:00,2023.03.20 10:30:00,1983.559,1983.5590000000,1980.674,1980.6740000000,0.356357142857,4.28568291966e-11,1,1,0,0,long,long,1,0,1,1,FAIL:atr14_mismatch;atr_p20_mismatch;atr_p80_mismatch;atr_regime_pass_mismatch
DSTTR,control,DSTTR_K_02,2023.03.21 11:00:00,PASS,131.672900484,131.672900484,2.49258391705e-11,0.508099516275,0.5080995163,2.491906681e-11,0.349241941601,0.3492419416,1.3819501099e-12,0.203512693961,0.2133571429,0.00984444893932,0.176943312651,0.1564285714,0.0205147412505,0.327647779141,0.3405,0.0128522208593,1.45486396607,1.4548639661,3.31292770994e-11,-0.000212326519582,-0.0002123265,1.95822510225e-11,2023.03.21 11:00:00,2023.03.21 11:00:00,1968.666,1968.6660000000,1968.248,1968.2480000000,0.213357142857,4.28554691734e-11,0,0,0,0,short,short,1,1,0,0,FAIL:atr14_mismatch;atr_p20_mismatch;atr_p80_mismatch
DSTTR,candidate,DSTTR_C_03,2023.03.21 17:00:00,PASS,131.889845008,131.889845008,8.18545231596e-12,0.614154991608,0.6141549916,8.18856094043e-12,0.37808648867,0.3780864887,3.02766700599e-11,0.230437621034,0.248,0.0175623789665,0.181774919093,0.1601428571,0.0216320619928,0.327647779141,0.3405,0.0128522208593,1.62437698784,1.6243769878,3.96325194885e-11,-0.00323767907528,-0.0032376791,2.47160607952e-11,2023.03.21 17:00:00,2023.03.21 17:00:00,1944.294,1944.2940000000,1937.999,1937.9990000000,0.248,2.63677968348e-15,1,1,0,0,short,short,1,1,0,0,FAIL:atr14_mismatch;atr_p20_mismatch;atr_p80_mismatch
DSTTR,control,DSTTR_K_03,2023.03.22 17:30:00,PASS,132.493123398,132.493123398,4.10409484175e-11,0.00287660185896,0.0028766019,4.10421167538e-11,0.151940783314,0.1519407833,1.40912281843e-11,0.173716427867,0.1715,0.00221642786659,0.181774919093,0.167,0.0147749190928,0.327647779141,0.3405,0.0128522208593,0.0189323879752,0.018932388,2.48018827698e-11,-0.000143355621107,-0.0001433556,2.11074549224e-11,2023.03.22 17:30:00,2023.03.22 17:30:00,1946.209,1946.2090000000,1945.93,1945.9300000000,0.1715,3.33066907388e-15,0,0,0,0,short,short,0,1,0,0,FAIL:atr14_mismatch;atr_p20_mismatch;atr_p80_mismatch;atr_regime_pass_mismatch
DSTTR,candidate,DSTTR_C_04,2023.03.22 18:00:00,PASS,132.46491428,132.46491428,4.95390395372e-11,-0.66291427985,-0.6629142798,4.95593566185e-11,0.152954376398,0.1529543764,2.27148855281e-12,0.22180811159,0.2223571429,0.000549031309596,0.181774919093,0.167,0.0147749190928,0.327647779141,0.3405,0.0128522208593,-4.33406546097,-4.334065461,3.02664560081e-11,0.00715261340944,0.0071526134,9.44151094112e-12,2023.03.22 18:00:00,2023.03.22 18:00:00,1946.002,1946.0020000000,1959.921,1959.9210000000,0.222357142857,4.28592161761e-11,1,1,1,1,long,long,1,1,0,0,FAIL:atr14_mismatch;atr_p20_mismatch;atr_p80_mismatch
DSTTR,candidate,DSTTR_C_05,2023.03.23 01:30:00,PASS,131.877599365,131.877599365,3.76587649953e-11,-0.989599365238,-0.9895993652,3.76659814449e-11,0.547068544946,0.5470685449,4.58435511774e-11,0.243182475424,0.2333571429,0.00982533252401,0.18614343621,0.1710714286,0.0150720076103,0.327647779141,0.3405,0.0128522208593,-1.80891293126,-1.8089129313,4.0846215299e-11,-0.000253357880446,-0.0002533579,1.95544405863e-11,2023.03.23 01:30:00,2023.03.23 01:30:00,1969.546,1969.5460000000,1969.047,1969.0470000000,0.233357142857,4.28614921333e-11,1,1,0,0,long,long,1,1,1,1,FAIL:atr14_mismatch;atr_p20_mismatch;atr_p80_mismatch
