timestamp,open,high,low,close,true_range,python_wilder_atr14,python_sma_tr14
2023.01.03 02:30:00,130.061,130.072,129.775,129.919,0.29699999999999704,0.23786019402753691,0.2867142857142885
2023.01.03 03:00:00,129.921,129.979,129.72,129.805,0.25900000000001455,0.23937018016842818,0.303285714285719
2023.01.03 03:30:00,129.802,129.85,129.676,129.782,0.1740000000000066,0.23470088158496952,0.31328571428572005
2023.01.03 04:00:00,129.78,129.797,129.498,129.627,0.2990000000000066,0.23929367575747218,0.3317142857142922
2023.01.03 04:30:00,129.626,129.651,129.512,129.589,0.13900000000001,0.2321298417747963,0.33978571428572074
2023.01.03 05:00:00,129.59,129.826,129.548,129.745,0.2779999999999916,0.23540628164802455,0.35114285714286303
2023.01.03 05:30:00,129.744,129.949,129.72,129.813,0.22900000000001342,0.23494869010173805,0.36507142857143393
2023.01.03 06:00:00,129.814,129.815,129.612,129.786,0.20300000000000296,0.23266664080875699,0.3126428571428619
2023.01.03 06:30:00,129.789,130.058,129.769,129.84,0.28899999999998727,0.23669045217955917,0.30671428571429055
2023.01.03 07:00:00,129.838,130.05,129.778,129.886,0.2720000000000198,0.23921256273816352,0.3142857142857188
2023.01.03 07:30:00,129.888,130.245,129.853,130.108,0.3919999999999959,0.2501259511140087,0.3281428571428608
2023.01.03 08:00:00,130.106,130.854,130.096,130.761,0.7580000000000098,0.28640266889158017,0.3175714285714325
2023.01.03 08:30:00,130.758,130.955,130.659,130.778,0.2960000000000207,0.28708819254218304,0.29878571428571987
2023.01.03 09:00:00,130.779,130.799,130.311,130.399,0.48799999999999955,0.3014390359320271,0.3123571428571483
2023.01.03 09:30:00,130.398,130.522,130.307,130.412,0.2150000000000034,0.29526481907973967,0.3065000000000059
2023.01.03 10:00:00,130.41,130.659,130.358,130.541,0.3009999999999877,0.29567447485975734,0.30950000000000394
2023.01.03 10:30:00,130.54,130.73,130.497,130.688,0.23299999999997567,0.29119772665548727,0.31371428571428744
2023.01.03 11:00:00,130.69,130.754,130.625,130.686,0.12899999999999068,0.2796121747515232,0.30157142857142916
2023.01.03 11:30:00,130.688,130.882,130.679,130.871,0.20300000000000296,0.27413987655498606,0.3061428571428572
2023.01.03 12:00:00,130.871,131.193,130.866,130.926,0.3269999999999982,0.2779155996582012,0.3096428571428577
2023.01.03 12:30:00,130.924,131.039,130.829,130.972,0.20999999999997954,0.27306448539689965,0.30828571428571244
2023.01.03 13:00:00,130.969,130.999,130.675,130.75,0.32399999999998386,0.2767027364399771,0.31692857142856823
2023.01.03 13:30:00,130.751,130.812,130.585,130.651,0.22700000000000387,0.27315254097997904,0.31249999999999795
