run_tag,symbol,utc_day,server_time,utc_time,server_utc_offset,reason,range_hi,range_lo,range_count,expected_range_count,atr,range_atr_mult,raw_lot,final_lot,risk_budget,actual_risk,ocp_err
DS260914_JSB30_V2_TRAIN,USDJPYm,2022.07.29,2022.07.29 09:30:00,2022.07.29 09:30:00,0,risk_reject,134.671,134.235,6,6,0.380,1.1469,0.0000,0.00,2.14,0.00,0
DS260914_JSB30_V2_TRAIN,USDJPYm,2022.07.29,2022.07.29 10:00:00,2022.07.29 10:00:00,0,risk_reject,134.671,134.235,6,6,0.347,1.2575,0.0000,0.00,2.14,0.00,0
DS260914_JSB30_V2_TRAIN,USDJPYm,2022.07.29,2022.07.29 10:30:00,2022.07.29 10:30:00,0,risk_reject,134.671,134.235,6,6,0.310,1.4061,0.0000,0.00,2.14,0.00,0
DS260914_JSB30_V2_TRAIN,USDJPYm,2022.07.29,2022.07.29 11:00:00,2022.07.29 11:00:00,0,risk_reject,134.671,134.235,6,6,0.305,1.4285,0.0000,0.00,2.14,0.00,0
DS260914_JSB30_V2_TRAIN,USDJPYm,2022.07.29,2022.07.29 11:30:00,2022.07.29 11:30:00,0,risk_reject,134.671,134.235,6,6,0.313,1.3927,0.0000,0.00,2.14,0.00,0
DS260914_JSB30_V2_TRAIN,USDJPYm,2022.08.03,2022.08.03 09:30:00,2022.08.03 09:30:00,0,risk_reject,133.898,133.027,6,6,0.302,2.8875,0.0000,0.00,2.11,0.00,0
DS260914_JSB30_V2_TRAIN,USDJPYm,2022.09.07,2022.09.07 07:00:00,2022.09.07 07:00:00,0,risk_reject,143.732,142.923,6,6,0.303,2.6731,0.0000,0.00,2.01,0.00,0
DS260914_JSB30_V2_TRAIN,USDJPYm,2022.09.07,2022.09.07 07:30:00,2022.09.07 07:30:00,0,risk_reject,143.732,142.923,6,6,0.297,2.7206,0.0000,0.00,2.01,0.00,0
DS260914_JSB30_V2_TRAIN,USDJPYm,2022.09.07,2022.09.07 08:00:00,2022.09.07 08:00:00,0,risk_reject,143.732,142.923,6,6,0.311,2.6025,0.0000,0.00,2.01,0.00,0
DS260914_JSB30_V2_TRAIN,USDJPYm,2022.09.07,2022.09.07 08:30:00,2022.09.07 08:30:00,0,risk_reject,143.732,142.923,6,6,0.315,2.5683,0.0000,0.00,2.01,0.00,0
DS260914_JSB30_V2_TRAIN,USDJPYm,2022.09.07,2022.09.07 09:00:00,2022.09.07 09:00:00,0,risk_reject,143.732,142.923,6,6,0.281,2.8768,0.0000,0.00,2.01,0.00,0
DS260914_JSB30_V2_TRAIN,USDJPYm,2022.09.07,2022.09.07 09:30:00,2022.09.07 09:30:00,0,risk_reject,143.732,142.923,6,6,0.266,3.0397,0.0000,0.00,2.01,0.00,0
DS260914_JSB30_V2_TRAIN,USDJPYm,2022.09.09,2022.09.09 07:00:00,2022.09.09 07:00:00,0,risk_reject,143.955,143.509,6,6,0.287,1.5532,0.0000,0.00,2.02,0.00,0
DS260914_JSB30_V2_TRAIN,USDJPYm,2022.09.09,2022.09.09 07:30:00,2022.09.09 07:30:00,0,risk_reject,143.955,143.509,6,6,0.313,1.4249,0.0000,0.00,2.02,0.00,0
DS260914_JSB30_V2_TRAIN,USDJPYm,2022.09.09,2022.09.09 08:00:00,2022.09.09 08:00:00,0,risk_reject,143.955,143.509,6,6,0.316,1.4130,0.0000,0.00,2.02,0.00,0
DS260914_JSB30_V2_TRAIN,USDJPYm,2022.09.09,2022.09.09 08:30:00,2022.09.09 08:30:00,0,risk_reject,143.955,143.509,6,6,0.332,1.3448,0.0000,0.00,2.02,0.00,0
DS260914_JSB30_V2_TRAIN,USDJPYm,2022.09.09,2022.09.09 09:00:00,2022.09.09 09:00:00,0,risk_reject,143.955,143.509,6,6,0.344,1.2952,0.0000,0.00,2.02,0.00,0
DS260914_JSB30_V2_TRAIN,USDJPYm,2022.09.09,2022.09.09 09:30:00,2022.09.09 09:30:00,0,risk_reject,143.955,143.509,6,6,0.348,1.2832,0.0000,0.00,2.02,0.00,0
DS260914_JSB30_V2_TRAIN,USDJPYm,2022.09.09,2022.09.09 10:00:00,2022.09.09 10:00:00,0,risk_reject,143.955,143.509,6,6,0.322,1.3854,0.0000,0.00,2.02,0.00,0
DS260914_JSB30_V2_TRAIN,USDJPYm,2022.09.09,2022.09.09 10:30:00,2022.09.09 10:30:00,0,risk_reject,143.955,143.509,6,6,0.330,1.3536,0.0000,0.00,2.02,0.00,0
DS260914_JSB30_V2_TRAIN,USDJPYm,2022.09.09,2022.09.09 11:00:00,2022.09.09 11:00:00,0,risk_reject,143.955,143.509,6,6,0.295,1.5111,0.0000,0.00,2.02,0.00,0
DS260914_JSB30_V2_TRAIN,USDJPYm,2022.09.09,2022.09.09 11:30:00,2022.09.09 11:30:00,0,risk_reject,143.955,143.509,6,6,0.313,1.4262,0.0000,0.00,2.02,0.00,0
DS260914_JSB30_V2_TRAIN,USDJPYm,2022.09.14,2022.09.14 07:00:00,2022.09.14 07:00:00,0,risk_reject,144.847,144.066,6,6,0.287,2.7206,0.0000,0.00,2.03,0.00,0
DS260914_JSB30_V2_TRAIN,USDJPYm,2022.09.14,2022.09.14 07:30:00,2022.09.14 07:30:00,0,risk_reject,144.847,144.066,6,6,0.273,2.8593,0.0000,0.00,2.03,0.00,0
DS260914_JSB30_V2_TRAIN,USDJPYm,2022.09.14,2022.09.14 08:00:00,2022.09.14 08:00:00,0,risk_reject,144.847,144.066,6,6,0.267,2.9274,0.0000,0.00,2.03,0.00,0
DS260914_JSB30_V2_TRAIN,USDJPYm,2022.09.14,2022.09.14 08:30:00,2022.09.14 08:30:00,0,risk_reject,144.847,144.066,6,6,0.274,2.8511,0.0000,0.00,2.03,0.00,0
DS260914_JSB30_V2_TRAIN,USDJPYm,2022.09.14,2022.09.14 09:00:00,2022.09.14 09:00:00,0,risk_reject,144.847,144.066,6,6,0.299,2.6089,0.0000,0.00,2.03,0.00,0
DS260914_JSB30_V2_TRAIN,USDJPYm,2022.09.14,2022.09.14 09:30:00,2022.09.14 09:30:00,0,risk_reject,144.847,144.066,6,6,0.318,2.4565,0.0000,0.00,2.03,0.00,0
DS260914_JSB30_V2_TRAIN,USDJPYm,2022.09.14,2022.09.14 10:00:00,2022.09.14 10:00:00,0,risk_reject,144.847,144.066,6,6,0.339,2.3029,0.0000,0.00,2.03,0.00,0
DS260914_JSB30_V2_TRAIN,USDJPYm,2022.09.14,2022.09.14 10:30:00,2022.09.14 10:30:00,0,risk_reject,144.847,144.066,6,6,0.338,2.3077,0.0000,0.00,2.03,0.00,0
DS260914_JSB30_V2_TRAIN,USDJPYm,2022.09.14,2022.09.14 11:00:00,2022.09.14 11:00:00,0,risk_reject,144.847,144.066,6,6,0.356,2.1925,0.0000,0.00,2.03,0.00,0
DS260914_JSB30_V2_TRAIN,USDJPYm,2022.09.14,2022.09.14 11:30:00,2022.09.14 11:30:00,0,risk_reject,144.847,144.066,6,6,0.325,2.4041,0.0000,0.00,2.03,0.00,0
DS260914_JSB30_V2_TRAIN,USDJPYm,2022.09.22,2022.09.22 07:00:00,2022.09.22 07:00:00,0,risk_reject,145.385,143.508,6,6,0.424,4.4269,0.0000,0.00,2.07,0.00,0
DS260914_JSB30_V2_TRAIN,USDJPYm,2022.09.22,2022.09.22 07:30:00,2022.09.22 07:30:00,0,risk_reject,145.385,143.508,6,6,0.422,4.4471,0.0000,0.00,2.07,0.00,0
DS260914_JSB30_V2_TRAIN,USDJPYm,2022.09.22,2022.09.22 08:00:00,2022.09.22 08:00:00,0,risk_reject,145.385,143.508,6,6,0.435,4.3128,0.0000,0.00,2.07,0.00,0
DS260914_JSB30_V2_TRAIN,USDJPYm,2022.09.22,2022.09.22 08:30:00,2022.09.22 08:30:00,0,risk_reject,145.385,143.508,6,6,0.662,2.8360,0.0000,0.00,2.07,0.00,0
DS260914_JSB30_V2_TRAIN,USDJPYm,2022.09.22,2022.09.22 09:00:00,2022.09.22 09:00:00,0,risk_reject,145.385,143.508,6,6,0.816,2.2992,0.0000,0.00,2.07,0.00,0
DS260914_JSB30_V2_TRAIN,USDJPYm,2022.09.22,2022.09.22 09:30:00,2022.09.22 09:30:00,0,risk_reject,145.385,143.508,6,6,0.736,2.5508,0.0000,0.00,2.07,0.00,0
DS260914_JSB30_V2_TRAIN,USDJPYm,2022.09.22,2022.09.22 10:00:00,2022.09.22 10:00:00,0,risk_reject,145.385,143.508,6,6,0.767,2.4474,0.0000,0.00,2.07,0.00,0
DS260914_JSB30_V2_TRAIN,USDJPYm,2022.09.22,2022.09.22 10:30:00,2022.09.22 10:30:00,0,risk_reject,145.385,143.508,6,6,0.774,2.4237,0.0000,0.00,2.07,0.00,0
DS260914_JSB30_V2_TRAIN,USDJPYm,2022.09.22,2022.09.22 11:00:00,2022.09.22 11:00:00,0,risk_reject,145.385,143.508,6,6,0.791,2.3714,0.0000,0.00,2.07,0.00,0
DS260914_JSB30_V2_TRAIN,USDJPYm,2022.09.22,2022.09.22 11:30:00,2022.09.22 11:30:00,0,risk_reject,145.385,143.508,6,6,0.798,2.3534,0.0000,0.00,2.07,0.00,0
DS260914_JSB30_V2_TRAIN,USDJPYm,2022.10.24,2022.10.24 07:00:00,2022.10.24 07:00:00,0,risk_reject,149.037,147.363,6,6,0.239,6.9937,0.0000,0.00,1.89,0.00,0
DS260914_JSB30_V2_TRAIN,USDJPYm,2022.10.28,2022.10.28 07:30:00,2022.10.28 07:30:00,0,risk_reject,146.853,145.994,6,6,0.292,2.9461,0.0000,0.00,1.86,0.00,0
DS260914_JSB30_V2_TRAIN,USDJPYm,2022.10.28,2022.10.28 08:00:00,2022.10.28 08:00:00,0,risk_reject,146.853,145.994,6,6,0.290,2.9657,0.0000,0.00,1.86,0.00,0
DS260914_JSB30_V2_TRAIN,USDJPYm,2022.10.28,2022.10.28 08:30:00,2022.10.28 08:30:00,0,risk_reject,146.853,145.994,6,6,0.313,2.7407,0.0000,0.00,1.86,0.00,0
DS260914_JSB30_V2_TRAIN,USDJPYm,2022.10.28,2022.10.28 09:00:00,2022.10.28 09:00:00,0,risk_reject,146.853,145.994,6,6,0.314,2.7394,0.0000,0.00,1.86,0.00,0
DS260914_JSB30_V2_TRAIN,USDJPYm,2022.10.28,2022.10.28 09:30:00,2022.10.28 09:30:00,0,risk_reject,146.853,145.994,6,6,0.278,3.0868,0.0000,0.00,1.86,0.00,0
DS260914_JSB30_V2_TRAIN,USDJPYm,2022.10.28,2022.10.28 10:00:00,2022.10.28 10:00:00,0,risk_reject,146.853,145.994,6,6,0.263,3.2706,0.0000,0.00,1.86,0.00,0
DS260914_JSB30_V2_TRAIN,USDJPYm,2022.10.28,2022.10.28 10:30:00,2022.10.28 10:30:00,0,risk_reject,146.853,145.994,6,6,0.249,3.4498,0.0000,0.00,1.86,0.00,0
DS260914_JSB30_V2_TRAIN,USDJPYm,2022.11.11,2022.11.11 07:30:00,2022.11.11 07:30:00,0,risk_reject,142.477,141.351,6,6,0.310,3.6348,0.0000,0.00,1.90,0.00,0
DS260914_JSB30_V2_TRAIN,USDJPYm,2022.11.11,2022.11.11 08:00:00,2022.11.11 08:00:00,0,risk_reject,142.477,141.351,6,6,0.293,3.8402,0.0000,0.00,1.90,0.00,0
DS260914_JSB30_V2_TRAIN,USDJPYm,2022.11.11,2022.11.11 08:30:00,2022.11.11 08:30:00,0,risk_reject,142.477,141.351,6,6,0.293,3.8383,0.0000,0.00,1.90,0.00,0
DS260914_JSB30_V2_TRAIN,USDJPYm,2022.11.11,2022.11.11 09:00:00,2022.11.11 09:00:00,0,risk_reject,142.477,141.351,6,6,0.328,3.4352,0.0000,0.00,1.90,0.00,0
DS260914_JSB30_V2_TRAIN,USDJPYm,2022.11.11,2022.11.11 09:30:00,2022.11.11 09:30:00,0,risk_reject,142.477,141.351,6,6,0.320,3.5180,0.0000,0.00,1.90,0.00,0
DS260914_JSB30_V2_TRAIN,USDJPYm,2022.11.11,2022.11.11 10:00:00,2022.11.11 10:00:00,0,risk_reject,142.477,141.351,6,6,0.355,3.1699,0.0000,0.00,1.90,0.00,0
DS260914_JSB30_V2_TRAIN,USDJPYm,2022.11.11,2022.11.11 10:30:00,2022.11.11 10:30:00,0,risk_reject,142.477,141.351,6,6,0.399,2.8231,0.0000,0.00,1.90,0.00,0
DS260914_JSB30_V2_TRAIN,USDJPYm,2022.11.11,2022.11.11 11:00:00,2022.11.11 11:00:00,0,risk_reject,142.477,141.351,6,6,0.458,2.4589,0.0000,0.00,1.90,0.00,0
DS260914_JSB30_V2_TRAIN,USDJPYm,2022.11.11,2022.11.11 11:30:00,2022.11.11 11:30:00,0,risk_reject,142.477,141.351,6,6,0.464,2.4267,0.0000,0.00,1.90,0.00,0
DS260914_JSB30_V2_TRAIN,USDJPYm,2022.11.14,2022.11.14 09:00:00,2022.11.14 09:00:00,0,risk_reject,139.739,138.797,6,6,0.258,3.6522,0.0000,0.00,1.90,0.00,0
DS260914_JSB30_V2_TRAIN,USDJPYm,2022.11.14,2022.11.14 09:30:00,2022.11.14 09:30:00,0,risk_reject,139.739,138.797,6,6,0.287,3.2814,0.0000,0.00,1.90,0.00,0
DS260914_JSB30_V2_TRAIN,USDJPYm,2022.11.14,2022.11.14 10:00:00,2022.11.14 10:00:00,0,risk_reject,139.739,138.797,6,6,0.301,3.1333,0.0000,0.00,1.90,0.00,0
DS260914_JSB30_V2_TRAIN,USDJPYm,2022.11.14,2022.11.14 10:30:00,2022.11.14 10:30:00,0,risk_reject,139.739,138.797,6,6,0.301,3.1266,0.0000,0.00,1.90,0.00,0
DS260914_JSB30_V2_TRAIN,USDJPYm,2022.11.14,2022.11.14 11:00:00,2022.11.14 11:00:00,0,risk_reject,139.739,138.797,6,6,0.296,3.1809,0.0000,0.00,1.90,0.00,0
DS260914_JSB30_V2_TRAIN,USDJPYm,2022.11.14,2022.11.14 11:30:00,2022.11.14 11:30:00,0,risk_reject,139.739,138.797,6,6,0.300,3.1407,0.0000,0.00,1.90,0.00,0
DS260914_JSB30_V2_TRAIN,USDJPYm,2022.11.29,2022.11.29 07:30:00,2022.11.29 07:30:00,0,risk_reject,139.348,138.487,6,6,0.287,3.0022,0.0000,0.00,1.98,0.00,0
DS260914_JSB30_V2_TRAIN,USDJPYm,2022.11.29,2022.11.29 08:00:00,2022.11.29 08:00:00,0,risk_reject,139.348,138.487,6,6,0.266,3.2412,0.0000,0.00,1.98,0.00,0
DS260914_JSB30_V2_TRAIN,USDJPYm,2022.11.29,2022.11.29 08:30:00,2022.11.29 08:30:00,0,risk_reject,139.348,138.487,6,6,0.256,3.3586,0.0000,0.00,1.98,0.00,0
DS260914_JSB30_V2_TRAIN,USDJPYm,2022.11.29,2022.11.29 09:00:00,2022.11.29 09:00:00,0,risk_reject,139.348,138.487,6,6,0.272,3.1704,0.0000,0.00,1.98,0.00,0
DS260914_JSB30_V2_TRAIN,USDJPYm,2022.11.29,2022.11.29 09:30:00,2022.11.29 09:30:00,0,risk_reject,139.348,138.487,6,6,0.272,3.1679,0.0000,0.00,1.98,0.00,0
DS260914_JSB30_V2_TRAIN,USDJPYm,2022.11.29,2022.11.29 10:00:00,2022.11.29 10:00:00,0,risk_reject,139.348,138.487,6,6,0.257,3.3549,0.0000,0.00,1.98,0.00,0
DS260914_JSB30_V2_TRAIN,USDJPYm,2022.11.29,2022.11.29 10:30:00,2022.11.29 10:30:00,0,risk_reject,139.348,138.487,6,6,0.264,3.2676,0.0000,0.00,1.98,0.00,0
DS260914_JSB30_V2_TRAIN,USDJPYm,2022.11.29,2022.11.29 11:00:00,2022.11.29 11:00:00,0,risk_reject,139.348,138.487,6,6,0.267,3.2299,0.0000,0.00,1.98,0.00,0
DS260914_JSB30_V2_TRAIN,USDJPYm,2022.11.29,2022.11.29 11:30:00,2022.11.29 11:30:00,0,risk_reject,139.348,138.487,6,6,0.267,3.2204,0.0000,0.00,1.98,0.00,0
DS260914_JSB30_V2_TRAIN,USDJPYm,2022.12.01,2022.12.01 07:00:00,2022.12.01 07:00:00,0,risk_reject,137.470,136.492,6,6,0.275,3.5591,0.0000,0.00,1.98,0.00,0
DS260914_JSB30_V2_TRAIN,USDJPYm,2022.12.01,2022.12.01 07:30:00,2022.12.01 07:30:00,0,risk_reject,137.470,136.492,6,6,0.259,3.7781,0.0000,0.00,1.98,0.00,0
DS260914_JSB30_V2_TRAIN,USDJPYm,2022.12.01,2022.12.01 09:00:00,2022.12.01 09:00:00,0,risk_reject,137.470,136.492,6,6,0.275,3.5601,0.0000,0.00,1.98,0.00,0
DS260914_JSB30_V2_TRAIN,USDJPYm,2022.12.01,2022.12.01 09:30:00,2022.12.01 09:30:00,0,risk_reject,137.470,136.492,6,6,0.281,3.4813,0.0000,0.00,1.98,0.00,0
DS260914_JSB30_V2_TRAIN,USDJPYm,2022.12.01,2022.12.01 10:00:00,2022.12.01 10:00:00,0,risk_reject,137.470,136.492,6,6,0.287,3.4119,0.0000,0.00,1.98,0.00,0
DS260914_JSB30_V2_TRAIN,USDJPYm,2022.12.01,2022.12.01 10:30:00,2022.12.01 10:30:00,0,risk_reject,137.470,136.492,6,6,0.286,3.4153,0.0000,0.00,1.98,0.00,0
DS260914_JSB30_V2_TRAIN,USDJPYm,2022.12.01,2022.12.01 11:00:00,2022.12.01 11:00:00,0,risk_reject,137.470,136.492,6,6,0.280,3.4964,0.0000,0.00,1.98,0.00,0
DS260914_JSB30_V2_TRAIN,USDJPYm,2022.12.01,2022.12.01 11:30:00,2022.12.01 11:30:00,0,risk_reject,137.470,136.492,6,6,0.278,3.5243,0.0000,0.00,1.98,0.00,0
DS260914_JSB30_V2_TRAIN,USDJPYm,2022.12.20,2022.12.20 07:00:00,2022.12.20 07:00:00,0,risk_reject,137.471,136.930,6,6,0.655,0.8263,0.0000,0.00,1.97,0.00,0
DS260914_JSB30_V2_TRAIN,USDJPYm,2022.12.20,2022.12.20 07:30:00,2022.12.20 07:30:00,0,risk_reject,137.471,136.930,6,6,0.675,0.8011,0.0000,0.00,1.97,0.00,0
DS260914_JSB30_V2_TRAIN,USDJPYm,2022.12.20,2022.12.20 08:00:00,2022.12.20 08:00:00,0,risk_reject,137.471,136.930,6,6,0.716,0.7554,0.0000,0.00,1.97,0.00,0
DS260914_JSB30_V2_TRAIN,USDJPYm,2022.12.20,2022.12.20 08:30:00,2022.12.20 08:30:00,0,risk_reject,137.471,136.930,6,6,0.740,0.7310,0.0000,0.00,1.97,0.00,0
DS260914_JSB30_V2_TRAIN,USDJPYm,2022.12.20,2022.12.20 09:00:00,2022.12.20 09:00:00,0,risk_reject,137.471,136.930,6,6,0.756,0.7161,0.0000,0.00,1.97,0.00,0
DS260914_JSB30_V2_TRAIN,USDJPYm,2022.12.20,2022.12.20 09:30:00,2022.12.20 09:30:00,0,risk_reject,137.471,136.930,6,6,0.755,0.7161,0.0000,0.00,1.97,0.00,0
DS260914_JSB30_V2_TRAIN,USDJPYm,2022.12.20,2022.12.20 10:00:00,2022.12.20 10:00:00,0,risk_reject,137.471,136.930,6,6,0.467,1.1597,0.0000,0.00,1.97,0.00,0
DS260914_JSB30_V2_TRAIN,USDJPYm,2022.12.20,2022.12.20 10:30:00,2022.12.20 10:30:00,0,risk_reject,137.471,136.930,6,6,0.448,1.2064,0.0000,0.00,1.97,0.00,0
DS260914_JSB30_V2_TRAIN,USDJPYm,2022.12.20,2022.12.20 11:00:00,2022.12.20 11:00:00,0,risk_reject,137.471,136.930,6,6,0.437,1.2378,0.0000,0.00,1.97,0.00,0
DS260914_JSB30_V2_TRAIN,USDJPYm,2022.12.20,2022.12.20 11:30:00,2022.12.20 11:30:00,0,risk_reject,137.471,136.930,6,6,0.421,1.2855,0.0000,0.00,1.97,0.00,0
DS260914_JSB30_V2_TRAIN,USDJPYm,2023.01.13,2023.01.13 07:00:00,2023.01.13 07:00:00,0,risk_reject,129.344,128.630,6,6,0.247,2.8949,0.0000,0.00,2.03,0.00,0
DS260914_JSB30_V2_TRAIN,USDJPYm,2023.01.13,2023.01.13 08:00:00,2023.01.13 08:00:00,0,risk_reject,129.344,128.630,6,6,0.235,3.0355,0.0000,0.00,2.03,0.00,0
DS260914_JSB30_V2_TRAIN,USDJPYm,2023.01.13,2023.01.13 08:30:00,2023.01.13 08:30:00,0,risk_reject,129.344,128.630,6,6,0.250,2.8617,0.0000,0.00,2.03,0.00,0
DS260914_JSB30_V2_TRAIN,USDJPYm,2023.01.13,2023.01.13 09:00:00,2023.01.13 09:00:00,0,risk_reject,129.344,128.630,6,6,0.244,2.9297,0.0000,0.00,2.03,0.00,0
DS260914_JSB30_V2_TRAIN,USDJPYm,2023.01.13,2023.01.13 09:30:00,2023.01.13 09:30:00,0,risk_reject,129.344,128.630,6,6,0.267,2.6699,0.0000,0.00,2.03,0.00,0
DS260914_JSB30_V2_TRAIN,USDJPYm,2023.01.13,2023.01.13 10:00:00,2023.01.13 10:00:00,0,risk_reject,129.344,128.630,6,6,0.275,2.5984,0.0000,0.00,2.03,0.00,0
DS260914_JSB30_V2_TRAIN,USDJPYm,2023.01.13,2023.01.13 10:30:00,2023.01.13 10:30:00,0,risk_reject,129.344,128.630,6,6,0.287,2.4841,0.0000,0.00,2.03,0.00,0
DS260914_JSB30_V2_TRAIN,USDJPYm,2023.01.13,2023.01.13 11:00:00,2023.01.13 11:00:00,0,risk_reject,129.344,128.630,6,6,0.285,2.5040,0.0000,0.00,2.03,0.00,0
DS260914_JSB30_V2_TRAIN,USDJPYm,2023.01.13,2023.01.13 11:30:00,2023.01.13 11:30:00,0,risk_reject,129.344,128.630,6,6,0.287,2.4841,0.0000,0.00,2.03,0.00,0
DS260914_JSB30_V2_TRAIN,USDJPYm,2023.01.16,2023.01.16 08:30:00,2023.01.16 08:30:00,0,risk_reject,128.194,127.217,6,6,0.280,3.4893,0.0000,0.00,2.03,0.00,0
DS260914_JSB30_V2_TRAIN,USDJPYm,2023.01.16,2023.01.16 09:00:00,2023.01.16 09:00:00,0,risk_reject,128.194,127.217,6,6,0.268,3.6387,0.0000,0.00,2.03,0.00,0
DS260914_JSB30_V2_TRAIN,USDJPYm,2023.01.16,2023.01.16 09:30:00,2023.01.16 09:30:00,0,risk_reject,128.194,127.217,6,6,0.284,3.4427,0.0000,0.00,2.03,0.00,0
DS260914_JSB30_V2_TRAIN,USDJPYm,2023.01.16,2023.01.16 10:00:00,2023.01.16 10:00:00,0,risk_reject,128.194,127.217,6,6,0.289,3.3756,0.0000,0.00,2.03,0.00,0
DS260914_JSB30_V2_TRAIN,USDJPYm,2023.01.16,2023.01.16 10:30:00,2023.01.16 10:30:00,0,risk_reject,128.194,127.217,6,6,0.294,3.3183,0.0000,0.00,2.03,0.00,0
DS260914_JSB30_V2_TRAIN,USDJPYm,2023.01.16,2023.01.16 11:00:00,2023.01.16 11:00:00,0,risk_reject,128.194,127.217,6,6,0.293,3.3304,0.0000,0.00,2.03,0.00,0
DS260914_JSB30_V2_TRAIN,USDJPYm,2023.03.13,2023.03.13 09:30:00,2023.03.13 09:30:00,0,risk_reject,134.970,133.690,6,6,0.314,4.0737,0.0000,0.00,1.85,0.00,0
