row_id,window,sample_type,timestamp,source_audit_file,source_ticket,row_status,bar_shift,usd_open,usd_high,usd_low,usd_close,usd_tr,ema48,residual,sigma48,z_score,atr14,atr_p20,atr_p80,xau_bar_time,xau_open,xau_close,xau_return,v1_candidate,v3_candidate,direction,atr_regime_pass,xau_filter_pass
SUMMER_K_04,SUMMER,control,2023.07.13 01:00:00,,,PASS,621,138.5410000000,138.6530000000,138.4130000000,138.6160000000,0.2400000000,138.9547435160,-0.3387435160,0.2679293855,-1.2643014701,0.1476428571,0.0959285714,0.1879285714,2023.07.13 01:00:00,1957.0030000000,1958.0020000000,0.0005104744,0,0,long,1,0
SUMMER_C_10,SUMMER,candidate,2023.07.13 20:00:00,,,PASS,583,138.0200000000,138.0360000000,137.9360000000,138.0130000000,0.1000000000,138.4070126267,-0.3940126267,0.1940692438,-2.0302682635,0.1534285714,0.0959285714,0.2001428571,2023.07.13 20:00:00,1959.9590000000,1960.1000000000,0.0000719403,1,1,long,1,0
AUDIT_SUMMER_19,SUMMER,audit_bridge,2023.07.13 23:30:00,deepseek数据保存/执行_XAMR30/smoke/DS260914_XAMR30_SMOKE_SUMMER/trades.csv,19,PASS,576,137.8920000000,138.0740000000,137.8920000000,138.0620000000,0.1820000000,138.3023846157,-0.2403846157,0.1382421461,-1.7388663475,0.1102857143,0.0959285714,0.2001428571,2023.07.13 23:30:00,1960.9900000000,1960.1340000000,-0.0004365142,1,0,long,1,1
SUMMER_C_11,SUMMER,candidate,2023.07.14 13:00:00,,,PASS,549,138.7980000000,138.9880000000,138.7890000000,138.9100000000,0.1990000000,138.2496640435,0.6603359565,0.3751053787,1.7604011938,0.2445714286,0.0976428571,0.2050000000,2023.07.14 13:00:00,1957.4550000000,1956.2280000000,-0.0006268343,1,0,short,0,0
SUMMER_K_05,SUMMER,control,2023.07.17 03:00:00,,,PASS,521,138.5210000000,138.6640000000,138.5150000000,138.6190000000,0.1490000000,138.5301793618,0.0888206382,0.3001749781,0.2958962094,0.1312857143,0.0974285714,0.2092857143,2023.07.17 03:00:00,1953.5150000000,1951.5560000000,-0.0010028078,0,0,short,1,0
SUMMER_K_06,SUMMER,control,2023.07.18 14:30:00,,,PASS,450,138.7120000000,138.7920000000,138.4990000000,138.6150000000,0.2930000000,138.4745377307,0.1404622693,0.2174902840,0.6458323870,0.3252142857,0.1026428571,0.2165714286,2023.07.18 14:30:00,1981.3660000000,1982.7090000000,0.0006778152,0,0,short,0,1
AUDIT_SUMMER_21,SUMMER,audit_bridge,2023.07.19 02:30:00,deepseek数据保存/执行_XAMR30/smoke/DS260914_XAMR30_SMOKE_SUMMER/trades.csv,21,PASS,426,139.2830000000,139.2980000000,139.2110000000,139.2460000000,0.0870000000,138.7811820309,0.4648179691,0.2824958844,1.6453973126,0.1415000000,0.1122857143,0.2212857143,2023.07.19 02:30:00,1974.5210000000,1976.4190000000,0.0009612458,1,0,short,1,1
SUMMER_C_12,SUMMER,candidate,2023.07.19 06:00:00,,,PASS,419,139.3550000000,139.4750000000,139.2260000000,139.3950000000,0.2490000000,138.9184434162,0.4765565838,0.3005030530,1.5858627027,0.1596428571,0.1158571429,0.2212857143,2023.07.19 06:00:00,1978.1110000000,1975.5620000000,-0.0012886031,1,0,short,1,0
SUMMER_C_13,SUMMER,candidate,2023.07.20 12:30:00,,,PASS,358,139.6460000000,139.9140000000,139.6460000000,139.8300000000,0.2700000000,139.4632896154,0.3667103846,0.2065386511,1.7755048883,0.2062857143,0.1269285714,0.2217857143,2023.07.20 12:30:00,1978.2130000000,1973.9590000000,-0.0021504257,1,0,short,1,0
AUDIT_SUMMER_23,SUMMER,audit_bridge,2023.07.20 13:00:00,deepseek数据保存/执行_XAMR30/smoke/DS260914_XAMR30_SMOKE_SUMMER/trades.csv,23,PASS,357,139.8320000000,139.9260000000,139.7550000000,139.8080000000,0.1710000000,139.4773594270,0.3306405730,0.2055814108,1.6083194082,0.1979285714,0.1271428571,0.2217857143,2023.07.20 13:00:00,1973.9270000000,1979.0260000000,0.0025831756,1,0,short,1,1
