run_id,strategy_version,param_set_id,symbol,timeframe,position_id,deal_in,deal_out,order_kind,direction,entry_reason,exit_reason,deal_reason_raw,order_number,entry_time,entry_time_msc,entry_price,exit_time,exit_time_msc,exit_price,volume,sl_price,tp_price,profit,commission,swap,net_pnl,holding_seconds,vol_gate_low,market_state,rv_short_pts,rv_ratio,multiplier_a,grid_dist_pts,tp_dist_pts,baseline_at_entry,risk_level_at_entry,avg_vol_per_min,spread_pts_at_entry,atr_at_entry
s_fast30,eva028-CoreRiskV1,s_fast30,XAUUSD_HIST,M1,2,2,3,trend,1,trend_buy,trend_state_exit,expert,1,2023.01.04 08:02:00,1672819320000,1859.713,2023.01.04 10:25:00,1672827900000,1859.237,0.01,1853.177,0.000,-0.47,0.00,0.00,-0.47,8580,0,1,767.86,0.0413,1.0000,0.0,0.0,1857.412,1,114.90,400.0,1.766
s_fast30,eva028-CoreRiskV1,s_fast30,XAUUSD_HIST,M1,4,4,5,trend,-1,trend_sell,trend_state_exit,expert,1,2023.01.18 17:30:00,1674063000000,1903.220,2023.01.18 21:25:00,1674077100000,1904.755,0.01,1910.734,0.000,-1.54,0.00,0.00,-1.54,14100,0,2,612.50,0.0322,1.0000,0.0,0.0,1903.633,1,127.53,200.0,2.031
s_fast30,eva028-CoreRiskV1,s_fast30,XAUUSD_HIST,M1,6,6,7,trend,-1,trend_sell,sl,sl,1,2023.02.02 14:50:00,1675349400000,1934.020,2023.02.02 18:32:40,1675362760000,1918.363,0.01,1945.377,0.000,15.66,0.00,0.00,15.66,13360,0,2,1158.10,0.0599,1.0000,0.0,0.0,1940.975,1,244.20,200.0,3.070
s_fast30,eva028-CoreRiskV1,s_fast30,XAUUSD_HIST,M1,8,8,9,trend,-1,trend_sell,trend_state_exit,expert,1,2023.02.02 18:33:00,1675362780000,1918.191,2023.02.02 18:35:00,1675362900000,1918.546,0.01,1924.404,0.000,-0.36,0.00,0.00,-0.36,120,0,2,664.02,0.0346,1.0000,0.0,0.0,1916.595,1,108.38,200.0,1.679
s_fast30,eva028-CoreRiskV1,s_fast30,XAUUSD_HIST,M1,10,10,11,trend,1,trend_buy,sl,sl,1,2023.03.10 15:35:00,1678462500000,1866.266,2023.03.10 16:18:40,1678465120000,1857.130,0.01,1854.917,0.000,-9.14,0.00,0.00,-9.14,2620,0,1,796.85,0.0427,1.0000,0.0,0.0,1864.631,1,254.88,200.0,3.067
s_fast30,eva028-CoreRiskV1,s_fast30,XAUUSD_HIST,M1,12,12,13,trend,1,trend_buy,trend_state_exit,expert,1,2023.03.10 16:19:00,1678465140000,1857.847,2023.03.10 16:25:00,1678465500000,1856.502,0.01,1848.015,0.000,-1.35,0.00,0.00,-1.35,360,0,1,837.93,0.0451,1.0000,0.0,0.0,1859.328,1,182.93,200.0,2.657
s_fast30,eva028-CoreRiskV1,s_fast30,XAUUSD_HIST,M1,14,14,15,trend,1,trend_buy,sl,sl,1,2023.03.13 09:44:00,1678700640000,1893.750,2023.03.13 10:03:40,1678701820000,1885.448,0.01,1885.448,0.000,-8.30,0.00,0.00,-8.30,1180,0,1,707.35,0.0374,1.0000,0.0,0.0,1891.237,1,183.78,200.0,2.244
s_fast30,eva028-CoreRiskV1,s_fast30,XAUUSD_HIST,M1,16,16,17,trend,1,trend_buy,trend_state_exit,expert,1,2023.03.13 10:04:00,1678701840000,1885.797,2023.03.13 10:25:00,1678703100000,1883.751,0.01,1876.313,0.000,-2.05,0.00,0.00,-2.05,1260,0,1,839.26,0.0445,1.0000,0.0,0.0,1886.937,1,217.88,200.0,2.563
s_fast30,eva028-CoreRiskV1,s_fast30,XAUUSD_HIST,M1,18,18,19,trend,1,trend_buy,sl,sl,1,2023.03.17 13:15:00,1679058900000,1949.597,2023.03.17 16:32:20,1679070740000,1955.327,0.01,1941.055,0.000,5.73,0.00,0.00,5.73,11840,0,1,711.26,0.0365,1.0000,0.0,0.0,1948.081,1,176.85,200.0,2.309
s_fast30,eva028-CoreRiskV1,s_fast30,XAUUSD_HIST,M1,20,20,21,trend,1,trend_buy,sl,sl,1,2023.03.17 16:33:00,1679070780000,1956.568,2023.03.17 19:23:40,1679081020000,1978.392,0.01,1946.309,0.000,21.82,0.00,0.00,21.82,10240,0,1,412.70,0.0211,1.0000,0.0,0.0,1957.548,1,139.82,200.0,2.773
s_fast30,eva028-CoreRiskV1,s_fast30,XAUUSD_HIST,M1,22,22,23,trend,1,trend_buy,trend_state_exit,expert,1,2023.03.17 19:24:00,1679081040000,1978.573,2023.03.17 19:45:00,1679082300000,1974.010,0.01,1967.658,0.000,-4.56,0.00,0.00,-4.56,1260,0,1,641.17,0.0324,1.0000,0.0,0.0,1981.796,1,210.93,200.0,2.950
s_fast30,eva028-CoreRiskV1,s_fast30,XAUUSD_HIST,M1,24,24,25,trend,1,trend_buy,sl,sl,1,2023.03.20 06:19:00,1679293140000,1983.987,2023.03.20 08:01:40,1679299300000,1997.637,0.01,1975.815,0.000,13.65,0.00,0.00,13.65,6160,0,1,865.84,0.0436,1.0000,0.0,0.0,1984.009,1,151.53,200.0,2.209
s_fast30,eva028-CoreRiskV1,s_fast30,XAUUSD_HIST,M1,26,26,27,trend,1,trend_buy,trend_state_exit,expert,1,2023.03.20 08:02:00,1679299320000,1997.839,2023.03.20 09:00:00,1679302800000,1996.300,0.01,1984.541,0.000,-1.54,0.00,0.00,-1.54,3480,0,1,1280.97,0.0641,1.0000,0.0,0.0,2002.491,1,251.75,600.0,3.594
s_fast30,eva028-CoreRiskV1,s_fast30,XAUUSD_HIST,M1,28,28,29,trend,1,trend_buy,sl,sl,1,2023.03.23 18:10:00,1679595000000,2002.050,2023.03.23 18:56:40,1679597800000,1996.509,0.01,1994.809,0.000,-5.54,0.00,0.00,-5.54,2800,0,1,504.04,0.0252,1.0000,0.0,0.0,2001.227,1,127.42,200.0,1.957
s_fast30,eva028-CoreRiskV1,s_fast30,XAUUSD_HIST,M1,30,30,31,trend,1,trend_buy,trend_state_exit,expert,1,2023.03.23 18:57:00,1679597820000,1994.911,2023.03.23 19:00:00,1679598000000,1993.367,0.01,1986.492,0.000,-1.54,0.00,0.00,-1.54,180,0,1,1120.33,0.0562,1.0000,0.0,0.0,1999.730,1,175.97,200.0,2.275
s_fast30,eva028-CoreRiskV1,s_fast30,XAUUSD_HIST,M1,32,32,33,trend,-1,trend_sell,sl,sl,1,2023.03.27 10:10:00,1679911800000,1953.068,2023.03.27 12:23:40,1679919820000,1955.360,0.01,1961.949,0.000,-2.29,0.00,0.00,-2.29,8020,0,2,994.64,0.0509,1.0000,0.0,0.0,1954.417,1,137.90,200.0,2.400
s_fast30,eva028-CoreRiskV1,s_fast30,XAUUSD_HIST,M1,34,34,35,trend,-1,trend_sell,trend_state_exit,expert,1,2023.03.27 12:24:00,1679919840000,1955.835,2023.03.27 12:25:00,1679919900000,1955.193,0.01,1961.485,0.000,0.65,0.00,0.00,0.65,60,0,2,775.60,0.0397,1.0000,0.0,0.0,1952.780,1,100.38,200.0,1.527
s_fast30,eva028-CoreRiskV1,s_fast30,XAUUSD_HIST,M1,36,36,37,trend,1,trend_buy,sl,sl,1,2023.03.30 16:35:00,1680194100000,1981.953,2023.03.30 17:31:40,1680197500000,1978.305,0.01,1975.491,0.000,-3.64,0.00,0.00,-3.64,3400,0,1,487.25,0.0246,1.0000,0.0,0.0,1980.788,1,106.00,200.0,1.746
s_fast30,eva028-CoreRiskV1,s_fast30,XAUUSD_HIST,M1,38,38,39,trend,1,trend_buy,trend_state_exit,expert,1,2023.03.30 17:32:00,1680197520000,1978.571,2023.03.30 20:20:00,1680207600000,1980.940,0.01,1972.376,0.000,2.37,0.00,0.00,2.37,10080,0,1,420.10,0.0212,1.0000,0.0,0.0,1979.417,1,90.42,200.0,1.674
s_fast30,eva028-CoreRiskV1,s_fast30,XAUUSD_HIST,M1,40,40,41,trend,1,trend_buy,trend_state_exit,expert,1,2023.04.04 14:15:00,1680617700000,2016.904,2023.04.04 17:55:00,1680630900000,2017.882,0.01,2004.520,0.000,0.98,0.00,0.00,0.98,13200,0,1,2601.44,0.1290,1.0000,0.0,0.0,1999.938,1,326.75,720.0,3.347
s_fast30,eva028-CoreRiskV1,s_fast30,XAUUSD_HIST,M1,42,42,43,trend,1,trend_buy,trend_state_exit,expert,1,2023.04.13 13:01:00,1681390860000,2043.840,2023.04.13 14:40:00,1681396800000,2037.201,0.01,2033.704,0.000,-6.64,0.00,0.00,-6.64,5940,0,1,856.11,0.0419,1.0000,0.0,0.0,2037.992,1,254.88,200.0,2.740
s_fast30,eva028-CoreRiskV1,s_fast30,XAUUSD_HIST,M1,44,44,45,trend,-1,trend_sell,sl,sl,1,2023.04.14 14:55:00,1681484100000,2000.421,2023.04.14 17:04:40,1681491880000,2000.604,0.01,2014.215,0.000,-0.18,0.00,0.00,-0.18,7780,0,2,1315.81,0.0658,1.0000,0.0,0.0,2003.154,1,274.38,600.0,3.728
s_fast30,eva028-CoreRiskV1,s_fast30,XAUUSD_HIST,M1,46,46,47,trend,-1,trend_sell,trend_state_exit,expert,1,2023.04.14 17:05:00,1681491900000,2000.235,2023.04.14 17:10:00,1681492200000,2002.923,0.01,2006.828,0.000,-2.68,0.00,0.00,-2.68,300,0,2,654.98,0.0327,1.0000,0.0,0.0,1998.661,1,98.03,200.0,1.782
s_fast30,eva028-CoreRiskV1,s_fast30,XAUUSD_HIST,M1,48,48,49,trend,-1,trend_sell,trend_state_exit,expert,1,2023.04.17 14:50:00,1681743000000,1984.836,2023.04.17 16:50:00,1681750200000,1991.311,0.01,1995.602,0.000,-6.47,0.00,0.00,-6.47,7200,0,2,1600.16,0.0806,1.0000,0.0,0.0,1986.593,1,192.97,200.0,2.910
s_fast30,eva028-CoreRiskV1,s_fast30,XAUUSD_HIST,M1,50,50,51,trend,1,trend_buy,trend_state_exit,expert,1,2023.04.25 19:15:00,1682450100000,1997.739,2023.04.25 20:10:00,1682453400000,1997.029,0.01,1990.856,0.000,-0.71,0.00,0.00,-0.71,3300,0,1,647.82,0.0324,1.0000,0.0,0.0,1997.685,1,95.70,200.0,1.860
s_fast30,eva028-CoreRiskV1,s_fast30,XAUUSD_HIST,M1,52,52,53,trend,1,trend_buy,sl,sl,1,2023.05.01 12:49:00,1682945340000,2003.261,2023.05.01 13:52:40,1682949160000,1997.441,0.01,1995.071,0.000,-5.82,0.00,0.00,-5.82,3820,0,1,1016.87,0.0508,1.0000,0.0,0.0,2000.455,1,238.50,200.0,2.213
s_fast30,eva028-CoreRiskV1,s_fast30,XAUUSD_HIST,M1,54,54,55,trend,1,trend_buy,trend_state_exit,expert,1,2023.05.01 13:53:00,1682949180000,1998.537,2023.05.01 14:00:00,1682949600000,1997.179,0.01,1988.829,0.000,-1.36,0.00,0.00,-1.36,420,0,1,798.87,0.0400,1.0000,0.0,0.0,2000.645,1,178.32,200.0,2.624
