window,sample_type,row_id,timestamp,mql_status,py_ema48,mql_ema48,diff_ema48,tol_ema48,py_residual,mql_residual,diff_residual,tol_residual,py_sigma48,mql_sigma48,diff_sigma48,tol_sigma48,py_z_score,mql_z_score,diff_z_score,tol_z_score,py_atr14,mql_atr14,diff_atr14,tol_atr14,py_atr_p20,mql_atr_p20,diff_atr_p20,tol_atr_p20,py_atr_p80,mql_atr_p80,diff_atr_p80,tol_atr_p80,py_xau_return,mql_xau_return,diff_xau_return,tol_xau_return,py_xau_bar_time,mql_xau_bar_time,py_xau_open,mql_xau_open,py_xau_close,mql_xau_close,py_v1_candidate,mql_v1_candidate,py_v3_candidate,mql_v3_candidate,py_direction,mql_direction,py_atr_regime_pass,mql_atr_regime_pass,py_xau_filter_pass,mql_xau_filter_pass,row_status
WINTER,candidate,WINTER_C_07,2023.01.11 23:00:00,PASS,132.39645578,132.39645578,2.35615971178e-11,1.3239645578e-06,-0.530455779576,-0.5304557796,2.35860220243e-11,1e-06,0.136018715724,0.1360187157,2.40404640639e-11,1e-06,-3.89987346045,-3.8998734604,4.80557815763e-11,1e-06,0.177857142857,0.1778571429,4.28564683741e-11,1e-06,0.158142857143,0.1581428571,4.28549973286e-11,1e-06,0.266142857143,0.2661428571,4.28550528397e-11,1e-06,0.00124698055233,0.0012469806,4.76696987006e-11,1e-06,2023.01.11 23:00:00,2023.01.11 23:00:00,1874.929,1874.9290000000,1877.267,1877.2670000000,1,1,1,1,long,long,1,1,0,0,PASS
WINTER,candidate,WINTER_C_08,2023.01.12 11:00:00,PASS,131.819753363,131.819753363,3.77440301236e-11,1.31819753363e-06,-0.913753363238,-0.9137533632,3.77312625588e-11,1e-06,0.375786019664,0.3757860197,3.57429086328e-11,1e-06,-2.43157891838,-2.4315789184,1.94901872419e-11,1e-06,0.239142857143,0.2391428571,4.28560520405e-11,1e-06,0.159857142857,0.1598571429,4.28592161761e-11,1e-06,0.267,0.267,2.05391259556e-15,1e-06,0.000451619887833,0.0004516199,1.2167178506e-11,1e-06,2023.01.12 11:00:00,2023.01.12 11:00:00,1884.328,1884.3280000000,1885.179,1885.1790000000,1,1,1,1,long,long,1,1,0,0,PASS
WINTER,candidate,WINTER_C_09,2023.01.12 19:30:00,PASS,130.806201564,130.806201564,4.17230694438e-11,1.30806201564e-06,-1.51220156416,-1.5122015642,4.17392787e-11,1e-06,0.550955390786,0.5509553908,1.43951517373e-11,1e-06,-2.74468965991,-2.7446896599,5.16786613503e-12,1e-06,0.525571428571,0.5255714286,2.85690360258e-11,1e-06,0.161142857143,0.1611428571,4.28530821939e-11,1e-06,0.274142857143,0.2741428571,4.28566626631e-11,1e-06,0.000569420535519,0.0005694205,3.5518894141e-11,1e-06,2023.01.12 19:30:00,2023.01.12 19:30:00,1896.665,1896.6650000000,1897.745,1897.7450000000,1,1,1,1,long,long,0,0,0,0,PASS
WINTER,candidate,WINTER_C_10,2023.01.13 05:00:00,PASS,129.901309332,129.901309332,4.49915660283e-11,1.29901309332e-06,-0.655309331645,-0.6553093316,4.49860149132e-11,1e-06,0.429859014574,0.4298590146,2.56236143414e-11,1e-06,-1.5244750242,-1.5244750242,2.03437267032e-12,1e-06,0.257857142857,0.2578571429,4.28602153768e-11,1e-06,0.163857142857,0.1638571429,4.28583835088e-11,1e-06,0.277071428571,0.2770714286,2.85741430517e-11,1e-06,-0.000802238884693,-0.0008022389,1.53072258645e-11,1e-06,2023.01.13 05:00:00,2023.01.13 05:00:00,1895.944,1895.9440000000,1894.423,1894.4230000000,1,1,0,0,long,long,1,1,1,1,PASS
WINTER,candidate,WINTER_C_11,2023.01.13 13:00:00,PASS,129.25019616,129.25019616,2.47837306233e-11,1.2925019616e-06,-0.859196159925,-0.8591961599,2.48066012176e-11,1e-06,0.334229797843,0.3342297978,4.31185087635e-11,1e-06,-2.57067492327,-2.5706749233,3.02984304312e-11,1e-06,0.324857142857,0.3248571429,4.28590496426e-11,1e-06,0.166571428571,0.1665714286,2.85738932515e-11,1e-06,0.282428571429,0.2824285714,2.85740320294e-11,1e-06,0.00078987150615,0.0007898715,6.15006385662e-12,1e-06,2023.01.13 13:00:00,2023.01.13 13:00:00,1896.511,1896.5110000000,1898.009,1898.0090000000,1,1,1,1,long,long,0,0,0,0,PASS
WINTER,candidate,WINTER_C_12,2023.01.13 21:30:00,PASS,128.522346118,128.522346118,4.41673364548e-11,1.28522346118e-06,-0.665346118256,-0.6653461183,4.4173997793e-11,1e-06,0.237398574783,0.2373985748,1.72625802541e-11,1e-06,-2.80265422345,-2.8026542234,4.99000840648e-11,1e-06,0.211142857143,0.2111428571,4.28573565525e-11,1e-06,0.169714285714,0.1697142857,1.42860723251e-11,1e-06,0.290071428571,0.2900714286,2.85729773175e-11,1e-06,0.000157816774204,0.0001578168,2.57957664289e-11,1e-06,2023.01.13 21:30:00,2023.01.13 21:30:00,1919.948,1919.9480000000,1920.251,1920.2510000000,1,1,1,1,long,long,1,1,0,0,PASS
WINTER,candidate,WINTER_C_13,2023.01.17 10:00:00,PASS,128.580727632,128.580727632,1.85877979675e-11,1.28580727632e-06,0.363272368219,0.3632723682,1.8588353079e-11,1e-06,0.148803940522,0.1488039405,2.20107820859e-11,1e-06,2.44128191057,2.4412819106,2.55027110541e-11,1e-06,0.233857142857,0.2338571429,4.28530266827e-11,1e-06,0.181285714286,0.1812857143,1.42869882591e-11,1e-06,0.295785714286,0.2957857143,1.42853506802e-11,1e-06,-0.000929441149905,-0.0009294411,4.99053412527e-11,1e-06,2023.01.17 10:00:00,2023.01.17 10:00:00,1906.522,1906.5220000000,1904.75,1904.7500000000,1,1,1,1,short,short,1,1,0,0,PASS
WINTER,control,WINTER_K_05,2023.01.17 18:30:00,PASS,128.499859386,128.499859386,4.13535872212e-11,1.28499859386e-06,-0.105859386359,-0.1058593864,4.1354780711e-11,1e-06,0.232904934318,0.2329049343,1.80690185037e-11,1e-06,-0.454517576747,-0.4545175767,4.69025374095e-11,1e-06,0.263071428571,0.2630714286,2.85699242042e-11,1e-06,0.181928571429,0.1819285714,2.85712287162e-11,1e-06,0.291642857143,0.2916428571,4.28549973286e-11,1e-06,-0.000868297240797,-0.0008682972,4.07967337213e-11,1e-06,2023.01.17 18:30:00,2023.01.17 18:30:00,1907.181,1907.1810000000,1905.525,1905.5250000000,0,0,0,0,long,long,1,1,1,1,PASS
WINTER,candidate,WINTER_C_14,2023.01.18 14:00:00,PASS,129.185653999,129.185653999,1.42676981341e-11,1.29185653999e-06,-1.45765399871,-1.4576539987,1.42639233758e-11,1e-06,0.939887971744,0.9398879717,4.39168701405e-11,1e-06,-1.5508805757,-1.5508805757,2.71604960744e-12,1e-06,0.460571428571,0.4605714286,2.85688694923e-11,1e-06,0.181785714286,0.1817857143,1.42866274366e-11,1e-06,0.294214285714,0.2942142857,1.42876821485e-11,1e-06,0.000659437318323,0.0006594373,1.83230750451e-11,1e-06,2023.01.18 14:00:00,2023.01.18 14:00:00,1921.335,1921.3350000000,1922.602,1922.6020000000,1,1,0,0,long,long,0,0,0,0,PASS
WINTER,control,WINTER_K_06,2023.01.19 13:30:00,PASS,128.502227908,128.502227908,2.04920524993e-11,1.28502227908e-06,-0.12022790828,-0.1202279083,2.0496979114e-11,1e-06,0.330918771137,0.3309187711,3.66080499248e-11,1e-06,-0.363315468224,-0.3633154682,2.36844432955e-11,1e-06,0.235642857143,0.2356428571,4.2858633309e-11,1e-06,0.181785714286,0.1817857143,1.42866274366e-11,1e-06,0.298857142857,0.2988571429,4.28573287969e-11,1e-06,0.000581052662408,0.0005810527,3.75916232821e-11,1e-06,2023.01.19 13:30:00,2023.01.19 13:30:00,1912.047,1912.0470000000,1913.158,1913.1580000000,0,0,0,0,long,long,1,1,0,0,PASS
WINTER,candidate,WINTER_C_15,2023.01.20 13:00:00,PASS,129.056752821,129.056752821,1.36992639455e-11,1.29056752821e-06,1.09224717851,1.0922471785,1.37019284807e-11,1e-06,0.355922005531,0.3559220055,3.12524450763e-11,1e-06,3.06878237799,3.068782378,8.49631476285e-12,1e-06,0.257142857143,0.2571428571,4.28587720869e-11,1e-06,0.177857142857,0.1778571429,4.28585222867e-11,1e-06,0.293428571429,0.2934285714,2.85697021596e-11,1e-06,0.000233840869992,0.0002338409,3.00082140126e-11,1e-06,2023.01.20 13:00:00,2023.01.20 13:00:00,1928.662,1928.6620000000,1929.113,1929.1130000000,1,1,1,1,short,short,1,1,1,1,PASS
WINTER,candidate,WINTER_C_16,2023.01.23 17:30:00,PASS,130.01263201,130.01263201,4.20925516664e-11,1.3001263201e-06,0.628367989758,0.6283679898,4.21093160341e-11,1e-06,0.317635037327,0.3176350373,2.66655031389e-11,1e-06,1.97827039185,1.9782703919,4.88076246086e-11,1e-06,0.219857142857,0.2198571429,4.28589663759e-11,1e-06,0.177428571429,0.1774285714,2.85679813139e-11,1e-06,0.284785714286,0.2847857143,1.42840739237e-11,1e-06,0.00141637603456,0.001416376,3.45635711892e-11,1e-06,2023.01.23 17:30:00,2023.01.23 17:30:00,1921.1,1921.1000000000,1923.821,1923.8210000000,1,1,0,0,short,short,1,1,1,1,PASS
WINTER,control,WINTER_K_07,2023.01.24 00:30:00,PASS,130.266306448,130.266306448,4.2064129957e-11,1.30266306448e-06,0.119693551858,0.1196935519,4.20790347011e-11,1e-06,0.30044382558,0.3004438256,1.98364102921e-11,1e-06,0.398389121916,0.3983891219,1.58527080352e-11,1e-06,0.124214285714,0.1242142857,1.42860306918e-11,1e-06,0.175428571429,0.1754285714,2.85706180936e-11,1e-06,0.284785714286,0.2847857143,1.42840739237e-11,1e-06,-0.000609229963348,-0.00060923,3.66522206465e-11,1e-06,2023.01.24 00:30:00,2023.01.24 00:30:00,1931.947,1931.9470000000,1930.77,1930.7700000000,0,0,0,0,short,short,0,0,0,0,PASS
WINTER,candidate,WINTER_C_17,2023.01.25 14:00:00,PASS,130.106933108,130.106933108,4.66116034659e-11,1.30106933108e-06,-0.398933107747,-0.3989331077,4.66147120903e-11,1e-06,0.23993642006,0.2399364201,3.97211152858e-11,1e-06,-1.66266174867,-1.6626617487,3.1784574972e-11,1e-06,0.2215,0.2215,3.99680288865e-15,1e-06,0.167642857143,0.1676428571,4.28577451306e-11,1e-06,0.289571428571,0.2895714286,2.85692580704e-11,1e-06,0.00295862297873,0.002958623,2.12749327703e-11,1e-06,2023.01.25 14:00:00,2023.01.25 14:00:00,1922.178,1922.1780000000,1927.865,1927.8650000000,1,1,0,0,long,long,1,1,0,0,PASS
WINTER,control,WINTER_K_08,2023.01.26 02:00:00,PASS,129.695643674,129.695643674,4.75495198771e-11,1.29695643674e-06,-0.304643673652,-0.3046436737,4.75359751562e-11,1e-06,0.261947742741,0.2619477427,4.05471767273e-11,1e-06,-1.16299407838,-1.1629940784,1.92361682139e-11,1e-06,0.152928571429,0.1529285714,2.85708123826e-11,1e-06,0.167214285714,0.1672142857,1.42842682127e-11,1e-06,0.289571428571,0.2895714286,2.85692580704e-11,1e-06,-0.000294519622049,-0.0002945196,2.20485168751e-11,1e-06,2023.01.26 02:00:00,2023.01.26 02:00:00,1945.541,1945.5410000000,1944.968,1944.9680000000,0,0,0,0,long,long,0,0,1,1,PASS
WINTER,candidate,WINTER_C_18,2023.01.26 09:00:00,PASS,129.599064686,129.599064686,3.53850282409e-11,1.29599064686e-06,0.369935314235,0.3699353142,3.53914120232e-11,1e-06,0.169359444363,0.1693594444,3.67565700099e-11,1e-06,2.1843205475,2.1843205475,2.50555132197e-12,1e-06,0.225357142857,0.2253571429,4.28611313108e-11,1e-06,0.168071428571,0.1680714286,2.85728385396e-11,1e-06,0.289571428571,0.2895714286,2.85692580704e-11,1e-06,-0.00301811435054,-0.0030181144,4.94609969301e-11,1e-06,2023.01.26 09:00:00,2023.01.26 09:00:00,1941.941,1941.9410000000,1936.08,1936.0800000000,1,1,1,1,short,short,1,1,0,0,PASS
