month,requested_from,requested_to,parser_valid,parser_invalid_reason,probe_valid,invalid_reason,finalization_event,JPY_M30_bars,XAU_M30_bars,exact_intersection,info_availability_ratio,common_session_alignment_ratio,GateA_status,GateB_status,jpy_dup,xau_dup,jpy_non_monotonic,xau_non_monotonic,outside_requested_month,methodA_jpy_count,methodB_jpy_count,methodA_xau_count,methodB_xau_count,methodA_methodB_jpy_equal,methodA_methodB_xau_equal,journal_jpy_bars,journal_minus_filtered,first_jpy,last_jpy,first_xau,last_xau,journal_reconciliation,month_engineering_status,month_data_status,month_pass,tester_log_path,check_failures
2022-10,2022.10.01,2022.11.01,1,,1,,OnTester,1014,970,970,95.6607,100.0000,PASS,PASS,0,0,0,0,0,1014,1014,970,970,1,1,1014,0,2022.10.02 21:00,2022.10.31 23:30,2022.10.02 22:00,2022.10.31 23:30,PASS,PASS,PASS,1,C:\Users\UIC\AppData\Roaming\MetaQuotes\Terminal\53785E099C927DB68A545C249CDBCE06\Tester\logs\20260914.log,
2022-11,2022.11.01,2022.12.01,1,,1,,OnTester,1054,999,999,94.7818,100.0000,PASS,PASS,0,0,0,0,0,1054,1054,999,999,1,1,1054,0,2022.11.01 00:00,2022.11.30 23:30,2022.11.01 00:00,2022.11.30 23:30,PASS,PASS,PASS,1,C:\Users\UIC\AppData\Roaming\MetaQuotes\Terminal\53785E099C927DB68A545C249CDBCE06\Tester\logs\20260914.log,
2022-12,2022.12.01,2023.01.01,1,,1,,OnTester,1052,964,964,91.6350,100.0000,PASS,PASS,0,0,0,0,0,1052,1052,964,964,1,1,1052,0,2022.12.01 00:00,2022.12.30 21:30,2022.12.01 00:00,2022.12.30 21:30,PASS,PASS,PASS,1,C:\Users\UIC\AppData\Roaming\MetaQuotes\Terminal\53785E099C927DB68A545C249CDBCE06\Tester\logs\20260914.log,
2023-01,2023.01.01,2023.02.01,1,,1,,OnTester,1060,963,963,90.8491,100.0000,PASS,PASS,0,0,0,0,0,1060,1060,963,963,1,1,1060,0,2023.01.01 22:00,2023.01.31 23:30,2023.01.02 23:00,2023.01.31 23:30,PASS,PASS,PASS,1,C:\Users\UIC\AppData\Roaming\MetaQuotes\Terminal\53785E099C927DB68A545C249CDBCE06\Tester\logs\20260914.log,
2023-02,2023.02.01,2023.03.01,1,,1,,OnTester,960,915,915,95.3125,100.0000,PASS,PASS,0,0,0,0,0,960,960,915,915,1,1,960,0,2023.02.01 00:00,2023.02.28 23:30,2023.02.01 00:00,2023.02.28 23:30,PASS,PASS,PASS,1,C:\Users\UIC\AppData\Roaming\MetaQuotes\Terminal\53785E099C927DB68A545C249CDBCE06\Tester\logs\20260914.log,
2023-03,2023.03.01,2023.04.01,1,,1,,OnTester,1100,1056,1056,96.0000,100.0000,PASS,PASS,0,0,0,0,0,1100,1100,1056,1056,1,1,1100,0,2023.03.01 00:00,2023.03.31 20:30,2023.03.01 00:00,2023.03.31 20:30,PASS,PASS,PASS,1,C:\Users\UIC\AppData\Roaming\MetaQuotes\Terminal\53785E099C927DB68A545C249CDBCE06\Tester\logs\20260914.log,
2023-04,2023.04.01,2023.05.01,1,,1,,OnTester,966,878,878,90.8903,100.0000,PASS,PASS,0,0,0,0,0,966,966,878,878,1,1,966,0,2023.04.02 21:00,2023.04.30 23:30,2023.04.02 22:00,2023.04.30 23:30,PASS,PASS,PASS,1,C:\Users\UIC\AppData\Roaming\MetaQuotes\Terminal\53785E099C927DB68A545C249CDBCE06\Tester\logs\20260914.log,
2023-05,2023.05.01,2023.06.01,1,,1,,OnTester,1104,1051,1051,95.1993,100.0000,PASS,PASS,0,0,0,0,0,1104,1104,1051,1051,1,1,1104,0,2023.05.01 00:00,2023.05.31 23:30,2023.05.01 00:00,2023.05.31 23:30,PASS,PASS,PASS,1,C:\Users\UIC\AppData\Roaming\MetaQuotes\Terminal\53785E099C927DB68A545C249CDBCE06\Tester\logs\20260914.log,
2023-06,2023.06.01,2023.07.01,1,,1,,OnTester,1050,1001,1001,95.3333,100.0000,PASS,PASS,0,0,0,0,0,1050,1050,1001,1001,1,1,1050,0,2023.06.01 00:00,2023.06.30 20:30,2023.06.01 00:00,2023.06.30 20:30,PASS,PASS,PASS,1,C:\Users\UIC\AppData\Roaming\MetaQuotes\Terminal\53785E099C927DB68A545C249CDBCE06\Tester\logs\20260914.log,
2023-07,2023.07.01,2023.08.01,1,,1,,OnTester,1014,965,965,95.1677,100.0000,PASS,PASS,0,0,0,0,0,1014,1014,965,965,1,1,1014,0,2023.07.02 21:00,2023.07.31 23:30,2023.07.02 22:00,2023.07.31 23:30,PASS,PASS,PASS,1,C:\Users\UIC\AppData\Roaming\MetaQuotes\Terminal\53785E099C927DB68A545C249CDBCE06\Tester\logs\20260914.log,
2023-08,2023.08.01,2023.09.01,1,,1,,OnTester,1104,1058,1058,95.8333,100.0000,PASS,PASS,0,0,0,0,0,1104,1104,1058,1058,1,1,1104,0,2023.08.01 00:00,2023.08.31 23:30,2023.08.01 00:00,2023.08.31 23:30,PASS,PASS,PASS,1,C:\Users\UIC\AppData\Roaming\MetaQuotes\Terminal\53785E099C927DB68A545C249CDBCE06\Tester\logs\20260914.log,
2023-09,2023.09.01,2023.10.01,1,,1,,OnTester,1002,955,955,95.3094,100.0000,PASS,PASS,0,0,0,0,0,1002,1002,955,955,1,1,1002,0,2023.09.01 00:00,2023.09.29 20:30,2023.09.01 00:00,2023.09.29 20:30,PASS,PASS,PASS,1,C:\Users\UIC\AppData\Roaming\MetaQuotes\Terminal\53785E099C927DB68A545C249CDBCE06\Tester\logs\20260914.log,
2023-10,2023.10.01,2023.11.01,1,,1,,OnTester,1062,1016,1016,95.6685,100.0000,PASS,PASS,0,0,0,0,0,1062,1062,1016,1016,1,1,1062,0,2023.10.01 21:00,2023.10.31 23:30,2023.10.01 22:00,2023.10.31 23:30,PASS,PASS,PASS,1,C:\Users\UIC\AppData\Roaming\MetaQuotes\Terminal\53785E099C927DB68A545C249CDBCE06\Tester\logs\20260914.log,
2023-11,2023.11.01,2023.12.01,1,,1,,OnTester,1054,996,996,94.4972,100.0000,PASS,PASS,0,0,0,0,0,1054,1054,996,996,1,1,1054,0,2023.11.01 00:00,2023.11.30 23:30,2023.11.01 00:00,2023.11.30 23:30,PASS,PASS,PASS,1,C:\Users\UIC\AppData\Roaming\MetaQuotes\Terminal\53785E099C927DB68A545C249CDBCE06\Tester\logs\20260914.log,
2023-12,2023.12.01,2024.01.01,1,,1,,OnTester,956,918,918,96.0251,100.0000,PASS,PASS,0,0,0,0,0,956,956,918,918,1,1,956,0,2023.12.01 00:00,2023.12.29 21:30,2023.12.01 00:00,2023.12.29 21:30,PASS,PASS,PASS,1,C:\Users\UIC\AppData\Roaming\MetaQuotes\Terminal\53785E099C927DB68A545C249CDBCE06\Tester\logs\20260914.log,
2024-01,2024.01.01,2024.02.01,1,,1,,OnTester,1060,1009,1009,95.1887,100.0000,PASS,PASS,0,0,0,0,0,1060,1060,1009,1009,1,1,1060,0,2024.01.01 22:00,2024.01.31 23:30,2024.01.01 23:00,2024.01.31 23:30,PASS,PASS,PASS,1,C:\Users\UIC\AppData\Roaming\MetaQuotes\Terminal\53785E099C927DB68A545C249CDBCE06\Tester\logs\20260914.log,
2024-02,2024.02.01,2024.03.01,1,,1,,OnTester,1008,961,961,95.3373,100.0000,PASS,PASS,0,0,0,0,0,1008,1008,961,961,1,1,1008,0,2024.02.01 00:00,2024.02.29 23:30,2024.02.01 00:00,2024.02.29 23:30,PASS,PASS,PASS,1,C:\Users\UIC\AppData\Roaming\MetaQuotes\Terminal\53785E099C927DB68A545C249CDBCE06\Tester\logs\20260914.log,
2024-03,2024.03.01,2024.04.01,1,,1,,OnTester,1010,922,922,91.2871,100.0000,PASS,PASS,0,0,0,0,0,1010,1010,922,922,1,1,1010,0,2024.03.01 00:00,2024.03.31 23:30,2024.03.01 00:00,2024.03.31 23:30,PASS,PASS,PASS,1,C:\Users\UIC\AppData\Roaming\MetaQuotes\Terminal\53785E099C927DB68A545C249CDBCE06\Tester\logs\20260914.log,
2024-04,2024.04.01,2024.05.01,1,,1,,OnTester,1056,1012,1012,95.8333,100.0000,PASS,PASS,0,0,0,0,0,1056,1056,1012,1012,1,1,1056,0,2024.04.01 00:00,2024.04.30 23:30,2024.04.01 00:00,2024.04.30 23:30,PASS,PASS,PASS,1,C:\Users\UIC\AppData\Roaming\MetaQuotes\Terminal\53785E099C927DB68A545C249CDBCE06\Tester\logs\20260914.log,
2024-05,2024.05.01,2024.06.01,1,,1,,OnTester,1098,1047,1047,95.3552,100.0000,PASS,PASS,0,0,0,0,0,1098,1098,1047,1047,1,1,1098,0,2024.05.01 00:00,2024.05.31 20:30,2024.05.01 00:00,2024.05.31 20:30,PASS,PASS,PASS,1,C:\Users\UIC\AppData\Roaming\MetaQuotes\Terminal\53785E099C927DB68A545C249CDBCE06\Tester\logs\20260914.log,
