utc_date,trade_count,start_of_day_balance,daily_net,daily_return_pct,end_of_day_balance
2021-06-09,1,72.97,0.49,0.6715088392,73.46
2021-06-10,1,73.46,-0.73,-0.9937380888,72.73
2021-06-11,1,72.73,0.6,0.8249690637,73.33
2021-06-14,1,73.33,0.56,0.763671076,73.89
2021-06-15,1,73.89,0.75,1.0150223305,74.64
2021-06-16,1,74.64,0.47,0.6296891747,75.11
2021-06-22,1,75.11,0.54,0.7189455465,75.65
2021-06-23,1,75.65,-0.94,-1.2425644415,74.71
2021-06-24,1,74.71,0.78,1.0440369428,75.49
2021-06-25,1,75.49,-1.1,-1.4571466419,74.39
2021-06-28,1,74.39,0.85,1.1426266971,75.24
2021-06-29,1,75.24,0.78,1.0366826156,76.02
2021-06-30,1,76.02,0.87,1.1444356748,76.89
2021-07-01,1,76.89,-1.02,-1.3265704253,75.87
2021-07-04,1,75.87,-0.76,-1.0017134572,75.11
2021-07-05,1,75.11,-0.99,-1.3180668353,74.12
2021-07-06,1,74.12,0.78,1.0523475445,74.9
2021-07-07,1,74.9,-0.92,-1.2283044059,73.98
2021-07-08,1,73.98,-0.56,-0.7569613409,73.42
2021-07-12,1,73.42,0.53,0.7218741487,73.95
2021-07-13,1,73.95,0.76,1.0277214334,74.71
2021-07-14,1,74.71,0.76,1.0172667648,75.47
2021-07-15,1,75.47,-0.95,-1.2587783225,74.52
2021-07-16,1,74.52,-0.66,-0.885668277,73.86
2021-07-19,1,73.86,0.66,0.8935824533,74.52
2021-07-21,1,74.52,0.54,0.7246376812,75.06
2021-07-23,1,75.06,-1.09,-1.4521715961,73.97
2021-07-27,1,73.97,-0.59,-0.797620657,73.38
2021-07-30,2,73.38,-0.34,-0.4633415099,73.04
2021-08-02,1,73.04,-0.66,-0.9036144578,72.38
2021-08-03,1,72.38,0.82,1.1329096435,73.2
2021-08-05,1,73.2,-0.98,-1.3387978142,72.22
2021-08-06,1,72.22,0.56,0.7754084741,72.78
2021-08-09,1,72.78,0.8,1.0992030778,73.58
2021-08-10,1,73.58,-0.46,-0.6251698831,73.12
2021-08-11,1,73.12,-0.64,-0.875273523,72.48
2021-08-13,1,72.48,-0.85,-1.1727373068,71.63
2021-08-16,1,71.63,-0.62,-0.8655591233,71.01
2021-08-18,1,71.01,-1.04,-1.4645824532,69.97
2021-08-19,1,69.97,-0.59,-0.8432185222,69.38
2021-08-20,1,69.38,0.56,0.8071490343,69.94
2021-08-23,1,69.94,-1.02,-1.4583929082,68.92
2021-08-25,1,68.92,-0.95,-1.3784097504,67.97
2021-08-26,1,67.97,-0.52,-0.7650434015,67.45
2021-08-27,1,67.45,-0.93,-1.3787991105,66.52
2021-08-30,1,66.52,0.41,0.6163559832,66.93
2021-08-31,1,66.93,-0.61,-0.9113999701,66.32
2021-09-01,1,66.32,0.71,1.0705669481,67.03
2021-09-07,1,67.03,-0.96,-1.4321945398,66.07
2021-09-09,1,66.07,-0.54,-0.817314969,65.53
2021-09-13,1,65.53,-0.89,-1.3581565695,64.64
2021-09-14,1,64.64,0.69,1.067450495,65.33
2021-09-15,1,65.33,0.42,0.6428899434,65.75
2021-09-17,1,65.75,0.76,1.1558935361,66.51
2021-09-20,1,66.51,0.42,0.6314839874,66.93
2021-09-21,1,66.93,-0.6,-0.896458987,66.33
2021-09-23,1,66.33,0.45,0.6784260516,66.78
2021-09-24,1,66.78,0.74,1.1081162025,67.52
2021-09-27,1,67.52,-0.94,-1.3921800948,66.58
2021-09-28,1,66.58,-0.97,-1.4568939622,65.61
2021-09-29,1,65.61,-0.65,-0.9907026368,64.96
2021-10-01,1,64.96,0.63,0.9698275862,65.59
2021-10-03,1,65.59,-0.62,-0.9452660467,64.97
2021-10-04,1,64.97,-0.61,-0.9388948746,64.36
2021-10-05,1,64.36,-0.79,-1.2274704786,63.57
2021-10-06,1,63.57,-0.56,-0.8809186723,63.01
2021-10-07,1,63.01,-0.76,-1.2061577527,62.25
2021-10-08,1,62.25,0.46,0.7389558233,62.71
2021-10-11,2,62.71,-0.14,-0.2232498804,62.57
2021-10-12,1,62.57,0.47,0.7511587023,63.04
2021-10-14,2,63.04,-0.17,-0.2696700508,62.87
2021-10-15,1,62.87,-0.61,-0.970256084,62.26
2021-10-18,1,62.26,0.52,0.8352071956,62.78
2021-10-19,1,62.78,-0.71,-1.1309334183,62.07
2021-10-20,1,62.07,0.52,0.837763815,62.59
2021-10-21,1,62.59,-0.75,-1.1982744847,61.84
2021-10-26,1,61.84,0.49,0.7923673997,62.33
2021-10-27,1,62.33,-0.74,-1.1872292636,61.59
2021-10-28,1,61.59,-0.72,-1.169020945,60.87
2021-10-29,1,60.87,0.69,1.1335633317,61.56
2021-11-01,1,61.56,0.58,0.9421702404,62.14
2021-11-02,1,62.14,-0.89,-1.4322497586,61.25
2021-11-03,1,61.25,0.55,0.8979591837,61.8
2021-11-04,1,61.8,0.61,0.9870550162,62.41
2021-11-08,1,62.41,0.71,1.137638199,63.12
2021-11-09,1,63.12,-0.61,-0.9664131812,62.51
2021-11-10,1,62.51,-0.61,-0.975843865,61.9
2021-11-11,1,61.9,-0.75,-1.211631664,61.15
2021-11-15,1,61.15,-0.64,-1.0466067048,60.51
2021-11-16,1,60.51,0.47,0.7767311188,60.98
2021-11-17,1,60.98,0.62,1.0167267957,61.6
2021-11-23,2,61.6,1.02,1.6558441558,62.62
2021-11-24,1,62.62,0.56,0.8942829767,63.18
2021-11-26,1,63.18,-0.79,-1.2503956948,62.39
2021-12-03,1,62.39,0.58,0.9296361596,62.97
2021-12-07,1,62.97,0.71,1.1275210418,63.68
2021-12-10,1,63.68,-0.85,-1.334798995,62.83
2021-12-14,1,62.83,0.68,1.0822855324,63.51
2021-12-15,1,63.51,-0.6,-0.9447331129,62.91
2021-12-16,1,62.91,0.6,0.953743443,63.51
2021-12-17,1,63.51,0.74,1.1651708392,64.25
2021-12-20,1,64.25,0.61,0.9494163424,64.86
2021-12-21,1,64.86,-0.66,-1.0175763182,64.2
2021-12-22,1,64.2,0.46,0.7165109034,64.66
2021-12-23,1,64.66,-0.57,-0.8815341788,64.09
2021-12-27,1,64.09,0.72,1.1234201904,64.81
2021-12-28,1,64.81,0.73,1.1263693874,65.54
2021-12-30,1,65.54,0.68,1.0375343302,66.22
2021-12-31,1,66.22,0.5,0.7550588946,66.72
2022-01-03,1,66.72,-0.63,-0.9442446043,66.09
2022-01-04,1,66.09,-0.52,-0.7868058708,65.57
2022-01-05,1,65.57,-0.59,-0.8998017386,64.98
2022-01-07,1,64.98,-0.76,-1.1695906433,64.22
2022-01-10,1,64.22,-0.66,-1.027717222,63.56
2022-01-13,1,63.56,-0.59,-0.9282567653,62.97
2022-01-14,1,62.97,-0.61,-0.9687152612,62.36
2022-01-19,1,62.36,-0.8,-1.2828736369,61.56
2022-01-20,1,61.56,0.67,1.0883690708,62.23
2022-01-21,1,62.23,-0.81,-1.3016230114,61.42
2022-01-24,1,61.42,-0.75,-1.2211006187,60.67
2022-01-25,1,60.67,0.63,1.0384044833,61.3
2022-01-26,1,61.3,-0.62,-1.0114192496,60.68
2022-01-27,1,60.68,-0.8,-1.3183915623,59.88
2022-01-28,1,59.88,0.63,1.0521042084,60.51
2022-02-01,1,60.51,-0.83,-1.3716741035,59.68
2022-02-02,1,59.68,-0.69,-1.1561662198,58.99
2022-02-03,1,58.99,0.68,1.1527377522,59.67
2022-02-07,1,59.67,-0.63,-1.0558069382,59.04
2022-02-08,1,59.04,0.49,0.8299457995,59.53
2022-02-10,1,59.53,-0.7,-1.1758777087,58.83
2022-02-11,1,58.83,-0.78,-1.325854156,58.05
2022-02-14,1,58.05,0.69,1.188630491,58.74
2022-02-16,1,58.74,-0.78,-1.3278855975,57.96
2022-02-17,1,57.96,0.65,1.121463078,58.61
2022-02-18,1,58.61,0.59,1.0066541546,59.2
2022-02-21,1,59.2,0.45,0.7601351351,59.65
2022-02-22,1,59.65,-0.59,-0.9891031014,59.06
2022-02-23,1,59.06,0.55,0.9312563495,59.61
2022-02-24,1,59.61,-0.57,-0.9562154001,59.04
2022-02-25,1,59.04,0.68,1.1517615176,59.72
2022-02-28,1,59.72,-0.69,-1.1553918285,59.03
2022-03-01,1,59.03,0.52,0.8809080129,59.55
2022-03-02,1,59.55,-0.7,-1.1754827876,58.85
2022-03-08,1,58.85,0.59,1.002548853,59.44
2022-03-09,1,59.44,0.53,0.8916554509,59.97
2022-03-10,1,59.97,0.66,1.1005502751,60.63
2022-03-11,1,60.63,-0.84,-1.3854527462,59.79
2022-03-13,1,59.79,-0.76,-1.2711155712,59.03
2022-03-14,1,59.03,-0.82,-1.3891241741,58.21
2022-03-15,1,58.21,0.68,1.1681841608,58.89
2022-03-16,1,58.89,-0.73,-1.2395992528,58.16
2022-03-17,1,58.16,0.7,1.2035763411,58.86
2022-03-18,1,58.86,-0.67,-1.1382942576,58.19
2022-03-21,2,58.19,-0.15,-0.2577762502,58.04
2022-03-22,1,58.04,-0.85,-1.4645072364,57.19
2022-03-24,1,57.19,-0.84,-1.4687882497,56.35
2022-03-25,1,56.35,0.54,0.958296362,56.89
2022-04-18,1,56.89,-0.8,-1.4062225347,56.09
2022-10-10,1,56.09,0.57,1.0162239258,56.66
2022-10-11,1,56.66,0.56,0.9883515708,57.22
2022-10-12,1,57.22,-0.84,-1.4680181755,56.38
2022-10-14,1,56.38,-0.76,-1.3479957432,55.62
2022-10-17,1,55.62,0.66,1.1866235167,56.28
2022-10-18,1,56.28,-0.71,-1.2615493959,55.57
2022-10-19,1,55.57,-0.61,-1.0977145942,54.96
2022-10-21,1,54.96,-0.71,-1.2918486172,54.25
2022-10-31,1,54.25,-0.71,-1.3087557604,53.54
2022-11-01,1,53.54,-0.67,-1.2514008218,52.87
2023-03-06,1,52.87,-0.86,-1.6266313599,52.01
2023-05-17,1,52.01,-0.77,-1.4804845222,51.24
2023-05-18,1,51.24,0.59,1.1514441842,51.83
2023-05-25,1,51.83,0.61,1.1769245611,52.44
2023-06-19,1,52.44,0.61,1.1632341724,53.05
2023-06-22,1,53.05,0.58,1.0933081998,53.63
2023-06-23,1,53.63,0.63,1.1747156442,54.26
2023-06-27,1,54.26,-0.79,-1.4559528198,53.47
2023-06-29,1,53.47,0.63,1.1782307836,54.1
2023-07-10,1,54.1,-0.82,-1.5157116451,53.28
2023-07-12,1,53.28,-0.7,-1.3138138138,52.58
2023-07-13,1,52.58,-0.75,-1.4263978699,51.83
2023-08-15,1,51.83,0.58,1.1190430253,52.41
2023-08-17,1,52.41,-0.75,-1.4310246136,51.66
2023-08-21,1,51.66,0.6,1.1614401858,52.26
2023-08-25,1,52.26,-0.64,-1.2246460008,51.62
2023-08-28,1,51.62,-0.7,-1.3560635413,50.92
2023-08-31,1,50.92,0.61,1.1979575805,51.53
2023-09-01,1,51.53,-0.69,-1.3390258102,50.84
2023-09-05,1,50.84,0.52,1.0228166798,51.36
2023-09-06,1,51.36,0.58,1.1292834891,51.94
2023-09-10,1,51.94,0.5,0.9626492106,52.44
2023-09-13,1,52.44,0.58,1.1060259344,53.02
2023-09-15,1,53.02,-0.75,-1.4145605432,52.27
2023-09-20,1,52.27,0.44,0.8417830496,52.71
2023-09-21,1,52.71,0.58,1.1003604629,53.29
2023-09-25,1,53.29,0.45,0.8444361043,53.74
2023-09-26,1,53.74,0.43,0.8001488649,54.17
2023-09-27,1,54.17,0.42,0.7753369023,54.59
2023-10-02,1,54.59,-0.78,-1.4288331196,53.81
2023-10-03,1,53.81,0.41,0.7619401598,54.22
2023-10-06,1,54.22,0.55,1.0143858355,54.77
2023-10-09,1,54.77,-0.68,-1.2415555961,54.09
2023-10-11,1,54.09,-0.8,-1.4790164541,53.29
2023-10-12,1,53.29,0.55,1.032088572,53.84
2023-10-16,1,53.84,0.44,0.8172362556,54.28
2023-10-17,1,54.28,0.5,0.9211495947,54.78
2023-10-18,1,54.78,0.43,0.7849580139,55.21
2023-10-19,1,55.21,0.35,0.6339431262,55.56
2023-10-20,1,55.56,0.38,0.6839452844,55.94
2023-10-23,1,55.94,-0.8,-1.4301036825,55.14
2023-10-24,1,55.14,-0.47,-0.8523757708,54.67
2023-10-25,1,54.67,-0.58,-1.0609109201,54.09
2023-10-26,1,54.09,-0.61,-1.1277500462,53.48
2023-10-27,1,53.48,-0.61,-1.1406133134,52.87
2023-10-30,1,52.87,0.43,0.81331568,53.3
2023-11-03,1,53.3,-0.51,-0.95684803,52.79
2023-11-07,1,52.79,-0.55,-1.0418639894,52.24
2023-11-08,1,52.24,0.6,1.1485451761,52.84
2023-11-09,1,52.84,0.55,1.0408781226,53.39
2023-11-10,1,53.39,0.53,0.9926952613,53.92
2023-11-13,1,53.92,0.42,0.7789317507,54.34
2023-11-17,1,54.34,-0.69,-1.2697828487,53.65
2023-11-27,1,53.65,0.64,1.192917055,54.29
2024-02-12,1,54.29,-0.75,-1.381469884,53.54
2024-02-13,1,53.54,0.63,1.176690325,54.17
2024-02-15,1,54.17,-0.67,-1.2368469633,53.5
2024-02-16,1,53.5,0.57,1.0654205607,54.07
2024-02-19,1,54.07,0.56,1.0356944701,54.63
2024-02-20,1,54.63,0.6,1.0982976387,55.23
2024-02-21,1,55.23,-0.6,-1.0863661054,54.63
2024-02-22,1,54.63,0.65,1.1898224419,55.28
2024-02-26,1,55.28,-0.6,-1.0853835022,54.68
2024-02-27,1,54.68,0.4,0.7315288954,55.08
2024-02-28,1,55.08,-0.64,-1.16194626,54.44
2024-03-04,1,54.44,0.58,1.0653930933,55.02
2024-03-05,1,55.02,0.49,0.8905852417,55.51
2024-03-10,1,55.51,-0.82,-1.4772113133,54.69
2024-03-15,1,54.69,-0.73,-1.3347961236,53.96
2024-03-18,2,53.96,-0.13,-0.2409191994,53.83
2024-03-19,1,53.83,0.62,1.1517741037,54.45
2024-03-20,1,54.45,-0.77,-1.4141414141,53.68
2024-03-27,1,53.68,0.63,1.1736214605,54.31
2024-04-01,1,54.31,0.57,1.0495304732,54.88
2024-04-02,1,54.88,0.41,0.7470845481,55.29
2024-04-03,1,55.29,0.37,0.6691987701,55.66
2024-04-04,1,55.66,-0.73,-1.3115343155,54.93
2024-04-05,1,54.93,0.6,1.09229929,55.53
2024-04-08,1,55.53,0.34,0.6122816496,55.87
2024-04-09,1,55.87,0.38,0.680150349,56.25
2024-04-11,1,56.25,-0.63,-1.12,55.62
2024-04-12,1,55.62,0.39,0.7011866235,56.01
2024-04-15,1,56.01,-0.64,-1.1426530977,55.37
2024-04-16,1,55.37,-0.61,-1.1016796099,54.76
2024-04-17,1,54.76,0.47,0.8582907232,55.23
2024-04-18,1,55.23,-0.79,-1.4303820387,54.44
2024-04-22,1,54.44,-0.59,-1.0837619398,53.85
2024-04-24,1,53.85,0.52,0.965645311,54.37
2024-04-25,1,54.37,-0.75,-1.3794371896,53.62
2024-05-01,1,53.62,-0.63,-1.1749347258,52.99
2024-05-07,1,52.99,0.56,1.0568031704,53.55
2024-05-08,1,53.55,0.64,1.1951447246,54.19
2024-05-14,1,54.19,0.51,0.9411330504,54.7
2024-05-15,1,54.7,-0.69,-1.2614259598,54.01
2024-05-17,1,54.01,0.58,1.0738752083,54.59
2024-05-20,1,54.59,-0.74,-1.3555596263,53.85
2024-05-21,1,53.85,0.44,0.817084494,54.29
2024-05-22,1,54.29,-0.54,-0.9946583164,53.75
2024-05-23,1,53.75,-0.73,-1.3581395349,53.02
2024-05-24,1,53.02,-0.66,-1.244813278,52.36
2024-05-27,1,52.36,0.61,1.1650114591,52.97
2024-05-28,1,52.97,0.51,0.9628091372,53.48
2024-05-29,1,53.48,0.46,0.8601346298,53.94
2024-05-30,1,53.94,-0.78,-1.446051168,53.16
