run_id,composite_key,source_line,req_or_grid,status,flags,unknown_fields,occurrences,lineage,config_hash,symbol,deposit,model,period,latency,d_from,d_to,expert,ea_sha256,ex5_sha256,ini_sha256,report_sha256,audit_rows,audit_has_position_id,trade_count_mt5,net,pf,dd_pct
GD_gold-001,gold-001|GD_gold-001|-,黄金,gold-001,lead_only,AUDIT_RECONCILE_REQUIRED,,1,done,,XAUUSDm,300,2,M1,?/?,2014-01-14,2024-05-31,trend,FFB6FC20714A085C919A6E9711A9CCD0843B74B9C32DAEC66EE2EC54B1C0802A,91C5C771879E5BE607E6687F9AC6779878B9A42BA515F8D8905CC2650F5B86E8,44FDB0368573E397260133DFE820C826ADC25633A1E4F4B0F6DD7EFB7664EA53,1A27CBA907E7198024C3A4D4ED79E2EAA440FE964F4410A0605610B58286E2C7,17,0,17.0,-25.39,0.38,12.44
GD_gold-002,gold-002|GD_gold-002|C1CF564CD042359D,黄金,gold-002,lead_only,AUDIT_RECONCILE_REQUIRED,,1,done,C1CF564CD042359D,XAUUSDm,300,2,M1,?/?,2014-01-14,2024-05-31,trend,FFB6FC20714A085C919A6E9711A9CCD0843B74B9C32DAEC66EE2EC54B1C0802A,91C5C771879E5BE607E6687F9AC6779878B9A42BA515F8D8905CC2650F5B86E8,81311C7DE88DE87ADF9DE423E18754A2D5ED61C82C0912D0E0DB03384FD0DEA8,6BC716BC197F35FE5B80A7F9EFC570F4F124E9912BAA2C1B234ED7704A6576C0,22,0,22.0,-43.0,0.29,20.12
GD_gold-003,gold-003|GD_gold-003|21DC768919BB3B59,黄金,gold-003,lead_only,AUDIT_RECONCILE_REQUIRED,,1,done,21DC768919BB3B59,XAUUSDm,300,2,M1,?/?,2014-01-14,2024-05-31,trend,FFB6FC20714A085C919A6E9711A9CCD0843B74B9C32DAEC66EE2EC54B1C0802A,91C5C771879E5BE607E6687F9AC6779878B9A42BA515F8D8905CC2650F5B86E8,DD761C9951E215ECBD684CDF8ECCCF1CE1338AA5743E5F3B7DDBF7126BEC35AD,425DED8C3F033E5B5D713AF82CACD212E3904C80AC39139721A4A6EED0B21E8A,23,0,23.0,-51.33,0.19,20.11
GD_gold-004,gold-004|GD_gold-004|6FE6CEA8BF9FF077,黄金,gold-004,lead_only,AUDIT_RECONCILE_REQUIRED,,1,done,6FE6CEA8BF9FF077,XAUUSDm,300,2,M1,?/?,2014-01-14,2024-05-31,trend,FFB6FC20714A085C919A6E9711A9CCD0843B74B9C32DAEC66EE2EC54B1C0802A,91C5C771879E5BE607E6687F9AC6779878B9A42BA515F8D8905CC2650F5B86E8,135E63A60956B3117C01650A3F983CD352B698F2740521282992698FD86DDF9E,388E5EBB9E96CAC37E3842D6D13E2BAB255B402D818B2C4166599DD93188E4F3,17,0,17.0,-25.39,0.38,12.44
GD_gold-005,gold-005|GD_gold-005|D6EC8502228BFE09,黄金,gold-005,lead_only,AUDIT_RECONCILE_REQUIRED,,1,done,D6EC8502228BFE09,XAUUSDm,300,2,M1,?/?,2014-01-14,2024-05-31,trend,FFB6FC20714A085C919A6E9711A9CCD0843B74B9C32DAEC66EE2EC54B1C0802A,91C5C771879E5BE607E6687F9AC6779878B9A42BA515F8D8905CC2650F5B86E8,AA88F6EEB2EF54766A894A7E85F28463F82EC48A2168332F7E50695A961E04DF,B6E08E3257EA5E0F8B816063ED934EA59191636E5F36F7AD55B9186164074CDF,1,0,1.0,-18.35,0.0,22.03
GD_gold-006,gold-006|GD_gold-006|4BDCE5502A7A6AF9,黄金,gold-006,lead_only,AUDIT_RECONCILE_REQUIRED,,1,done,4BDCE5502A7A6AF9,XAUUSDm,300,2,M1,?/?,2014-01-14,2024-05-31,trend,FFB6FC20714A085C919A6E9711A9CCD0843B74B9C32DAEC66EE2EC54B1C0802A,91C5C771879E5BE607E6687F9AC6779878B9A42BA515F8D8905CC2650F5B86E8,D634FCD71DEB4F750FF926993BD7C2AE65F61CB206FCEAA7C246FD55DCA9A0D3,4766DF453D6C17134C04D07C431212372603560AC6C19A88A728828A1C6BE3F3,3,0,3.0,-27.99,0.0,20.71
GD_gold-007,gold-007|GD_gold-007|8E1EB9EB55BE9971,黄金,gold-007,lead_only,AUDIT_RECONCILE_REQUIRED,,1,done,8E1EB9EB55BE9971,XAUUSDm,300,2,M1,?/?,2014-01-14,2024-05-31,trend,FFB6FC20714A085C919A6E9711A9CCD0843B74B9C32DAEC66EE2EC54B1C0802A,91C5C771879E5BE607E6687F9AC6779878B9A42BA515F8D8905CC2650F5B86E8,DA7CB4EB557133DA8E7B90E344D16325AEA727241A236ADC92A33469ED75F365,10FB60453D6C6FAF8A614D4ED978A044188B46DC63CE904EE109355F8E82407B,14,0,14.0,-41.56,0.12,20.35
GD_gold-008,gold-008|GD_gold-008|6807FA5599223858,黄金,gold-008,lead_only,AUDIT_RECONCILE_REQUIRED,,1,done,6807FA5599223858,XAUUSDm,300,2,M1,?/?,2014-01-14,2024-05-31,trend,FFB6FC20714A085C919A6E9711A9CCD0843B74B9C32DAEC66EE2EC54B1C0802A,91C5C771879E5BE607E6687F9AC6779878B9A42BA515F8D8905CC2650F5B86E8,4670F309E3CE55FFA55AB911527BB73106BE6AC1E235A1400A4B442DC82037FA,A7FD954D5C78D46A3F9C60277349D8CCA3F9A24D843ABD9D14A6D4F914F54EB8,2,0,2.0,-23.87,0.0,20.47
GD_gold-009,gold-009|GD_gold-009|DBCD4B8A3796D1D2,黄金,gold-009,lead_only,AUDIT_RECONCILE_REQUIRED,,1,done,DBCD4B8A3796D1D2,XAUUSDm,300,2,M1,?/?,2014-01-14,2024-05-31,trend,FFB6FC20714A085C919A6E9711A9CCD0843B74B9C32DAEC66EE2EC54B1C0802A,91C5C771879E5BE607E6687F9AC6779878B9A42BA515F8D8905CC2650F5B86E8,53783CAE4B11ABF78F908FE9BB5CAF5A144CD176A383E42DADD0E19B14A8710F,D0997855A6794D41F05A362C3A18DCC927FD5926EA2E6F182A93FDF9F898EA4E,27,0,27.0,55.99,1.5,20.73
GD_gold-010,gold-010|GD_gold-010|D8649FBB0D5F5D75,黄金,gold-010,lead_only,AUDIT_RECONCILE_REQUIRED,,1,done,D8649FBB0D5F5D75,XAUUSDm,300,2,M1,?/?,2014-01-14,2024-05-31,trend,FFB6FC20714A085C919A6E9711A9CCD0843B74B9C32DAEC66EE2EC54B1C0802A,91C5C771879E5BE607E6687F9AC6779878B9A42BA515F8D8905CC2650F5B86E8,A5D879C4713CD921002A201CE7802C49936D9B5A0703BC92DC79E24B63EB0667,07B07B338F5D89493AD365DD62B166154B4997A20B8CDE582F6235FC009E9A75,12,0,12.0,-27.58,0.26,14.58
GD_gold-011,gold-011|GD_gold-011|73DDFD4769680A38,黄金,gold-011,lead_only,AUDIT_RECONCILE_REQUIRED,,1,done,73DDFD4769680A38,XAUUSDm,300,2,M1,?/?,2014-01-14,2024-05-31,trend,FFB6FC20714A085C919A6E9711A9CCD0843B74B9C32DAEC66EE2EC54B1C0802A,91C5C771879E5BE607E6687F9AC6779878B9A42BA515F8D8905CC2650F5B86E8,6A27F553378240BBD6C9298A15DAE6D764B3B059D0C1EFB8E689A61D2492117C,E499FFEE547ADA114DACE867E62E770800FD084B31F01590F0F6FBA9DA98A7FD,54,0,54.0,-17.37,0.86,20.39
GD_gold-012,gold-012|GD_gold-012|DFED72AC1AB0C032,黄金,gold-012,lead_only,AUDIT_RECONCILE_REQUIRED,,1,done,DFED72AC1AB0C032,XAUUSDm,300,2,M1,?/?,2014-01-14,2024-05-31,trend,FFB6FC20714A085C919A6E9711A9CCD0843B74B9C32DAEC66EE2EC54B1C0802A,91C5C771879E5BE607E6687F9AC6779878B9A42BA515F8D8905CC2650F5B86E8,B5CD1D2C4DC2AE73771A94F8DED9A9D71B688C2F4A73BC900A3C7D18F2D6CA3B,0001465DB3B6D3005E3BF17F115E4C0557CDC19E5D470F1E9A2E3A458B44FF22,40,0,40.0,-7.47,0.94,20.59
GD_gold-013,gold-013|GD_gold-013|8787AC3E3C8E807E,黄金,gold-013,lead_only,AUDIT_RECONCILE_REQUIRED,,1,done,8787AC3E3C8E807E,XAUUSDm,300,2,M1,?/?,2014-01-14,2024-05-31,trend,FFB6FC20714A085C919A6E9711A9CCD0843B74B9C32DAEC66EE2EC54B1C0802A,91C5C771879E5BE607E6687F9AC6779878B9A42BA515F8D8905CC2650F5B86E8,EC9673250F14CA099EF5B0E7E840F2194D7853112A684E86BC56B7A0528647A5,853628D55ACA87FC0B06767B1859978F2C88EFD3041C3855FF2E51B317F185BE,23,0,23.0,-41.89,0.29,20.13
GD_gold-014,gold-014|GD_gold-014|DA293E265CC7A7BE,黄金,gold-014,lead_only,AUDIT_RECONCILE_REQUIRED,,1,done,DA293E265CC7A7BE,XAUUSDm,300,2,M1,?/?,2014-01-14,2024-05-31,trend,FFB6FC20714A085C919A6E9711A9CCD0843B74B9C32DAEC66EE2EC54B1C0802A,91C5C771879E5BE607E6687F9AC6779878B9A42BA515F8D8905CC2650F5B86E8,3A10724A6018CBCADB5279C60A35E2C23A503908EBF843B7F152FC7994D5DA45,1192DB1AFFCDACEE5352DF9BE678305D22996997682066D0DB2113A38828851C,23,0,23.0,-41.89,0.29,20.13
GD_gold-015,gold-015|GD_gold-015|CD7AD614347EADFD,黄金,gold-015,lead_only,AUDIT_RECONCILE_REQUIRED,,1,done,CD7AD614347EADFD,XAUUSDm,300,2,M1,?/?,2014-01-14,2024-05-31,trend,FFB6FC20714A085C919A6E9711A9CCD0843B74B9C32DAEC66EE2EC54B1C0802A,91C5C771879E5BE607E6687F9AC6779878B9A42BA515F8D8905CC2650F5B86E8,CBE37FD2EF38CA3CB1526ACB909FAEE2744C1C55272A0BBE5FC7BCB26766D0E9,3710993A91917142B1B4BDC032D46BFC75E2CF59E6330E3C9F97847993204EF3,21,0,21.0,-14.36,0.64,10.68
GD_gold-016,gold-016|GD_gold-016|-,黄金,gold-016,lead_only,AUDIT_RECONCILE_REQUIRED,,1,done,,XAUUSDm,300,2,M1,?/?,2014-01-14,2024-05-31,meanrev,202C131525AF39024E94ECD720AFE45FADE34C01EA0928648FD103E93CF78D1B,7730899690ACC0CED4B11A328779DB12C34CC1DDA3384DC80E4F550DD000737C,109AC67D0138DC7D7B461D4A6922A059C321902BD9A077E8FC7E39401E157E4C,3B49C799692AE8604AF49B20F3FFB2BBB6FC2D0349FF1B1A6D26AC4E83B31FB1,72,0,72.0,2.55,1.02,14.56
GD_gold-017,gold-017|GD_gold-017|03EF2E5C79FEB740,黄金,gold-017,lead_only,AUDIT_RECONCILE_REQUIRED,,1,done,03EF2E5C79FEB740,XAUUSDm,300,2,M1,?/?,2014-01-14,2024-05-31,meanrev,202C131525AF39024E94ECD720AFE45FADE34C01EA0928648FD103E93CF78D1B,7730899690ACC0CED4B11A328779DB12C34CC1DDA3384DC80E4F550DD000737C,64F9247DC0442C4BB6E4F945444537B75B005B5B543C24B31E00185D6090728A,E853ACFF17B293CF06B4946F0E3FF3B505EB0D1BBF8AE59E2756C0551FD6B195,24,0,24.0,7.49,1.13,9.51
GD_gold-018,gold-018|GD_gold-018|E7638E213527F284,黄金,gold-018,lead_only,AUDIT_RECONCILE_REQUIRED,,1,done,E7638E213527F284,XAUUSDm,300,2,M1,?/?,2014-01-14,2024-05-31,meanrev,202C131525AF39024E94ECD720AFE45FADE34C01EA0928648FD103E93CF78D1B,7730899690ACC0CED4B11A328779DB12C34CC1DDA3384DC80E4F550DD000737C,F58606D2E131B1EC0992813B468A130F8CF959AB4311E51638DDF2E5DAE2ED0E,2ED6237FF2502CFD4A4A5327F715B5E0A0C078CCCD2073197C33991D187108D8,83,0,83.0,-14.94,0.92,13.17
GD_gold-019,gold-019|GD_gold-019|CEC569B4FCD48EB2,黄金,gold-019,lead_only,AUDIT_RECONCILE_REQUIRED,,1,done,CEC569B4FCD48EB2,XAUUSDm,300,2,M1,?/?,2014-01-14,2024-05-31,meanrev,202C131525AF39024E94ECD720AFE45FADE34C01EA0928648FD103E93CF78D1B,7730899690ACC0CED4B11A328779DB12C34CC1DDA3384DC80E4F550DD000737C,ACC175F065B3F0FC9D8FE3C132D849E7D46E36AFE2EF700B9B9ADB1D5B1EA4F5,7F11BA760CF9D98C1A51CEA23AC115EC0109043220DD176B73A46CA527CA1576,690,0,690.0,-248.39,0.81,87.51
GD_gold-020,gold-020|GD_gold-020|4954FD5236A39E35,黄金,gold-020,lead_only,AUDIT_RECONCILE_REQUIRED,,1,done,4954FD5236A39E35,XAUUSDm,300,2,M1,?/?,2014-01-14,2024-05-31,trend,FFB6FC20714A085C919A6E9711A9CCD0843B74B9C32DAEC66EE2EC54B1C0802A,91C5C771879E5BE607E6687F9AC6779878B9A42BA515F8D8905CC2650F5B86E8,2EDDCFB9A1B0FAE40EF40A62B4FB4A6E34C598B5680208EC8754F26F89CDD735,49837DC05D955E9E693B3578890F4B99B0DD254E77CD1D28CBEDDB98B3716376,6,0,6.0,29.35,2.39,21.39
GD_gold-021,gold-021|GD_gold-021|2435DCB5276410CE,黄金,gold-021,lead_only,AUDIT_RECONCILE_REQUIRED,,1,done,2435DCB5276410CE,XAUUSDm,300,2,M1,?/?,2014-01-14,2024-05-31,trend,FFB6FC20714A085C919A6E9711A9CCD0843B74B9C32DAEC66EE2EC54B1C0802A,91C5C771879E5BE607E6687F9AC6779878B9A42BA515F8D8905CC2650F5B86E8,39F3B043A57F3A795C473B26BF0FB5782D0A99DF33334182BAD905B00601F697,50BF9B21788E3481C7A56EBC6FBE33A88AEA7666F4454BC18E46FB5977A41AB5,212,0,212.0,52.95,1.09,17.94
GD_gold-022,gold-022|GD_gold-022|-,黄金,gold-022,lead_only,AUDIT_RECONCILE_REQUIRED,,1,done,,XAUUSDm,1000,2,M1,?/?,2014-01-14,2024-05-31,trend,FFB6FC20714A085C919A6E9711A9CCD0843B74B9C32DAEC66EE2EC54B1C0802A,91C5C771879E5BE607E6687F9AC6779878B9A42BA515F8D8905CC2650F5B86E8,876D5CFDF9D592F9830B617E7D57199C75138D2040F0B86D75A17AB24CFE03B4,4E7F287C3CC2562B20E2055F089146F55FD34A9A32C9AEDC7A6FB3FF1B4707CC,30,0,30.0,-156.62,0.27,20.18
GD_gold-023,gold-023|GD_gold-023|4B4D4A9453C5AAC4,黄金,gold-023,lead_only,AUDIT_RECONCILE_REQUIRED,,1,done,4B4D4A9453C5AAC4,XAUUSDm,300,2,M1,?/?,2014-01-14,2024-05-31,trend,FFB6FC20714A085C919A6E9711A9CCD0843B74B9C32DAEC66EE2EC54B1C0802A,91C5C771879E5BE607E6687F9AC6779878B9A42BA515F8D8905CC2650F5B86E8,F087F91502970105F0846389C07D228E16858043FF6E498EA25FD89AA24F1980,574A34F220D37C70A4D780A47F2B5D80DD3D9D737115F301F961F55D99F6A049,17,0,17.0,-25.39,0.38,12.44
GD_gold-024,gold-024|GD_gold-024|AC06D1A4254445F7,黄金,gold-024,lead_only,AUDIT_RECONCILE_REQUIRED,,1,done,AC06D1A4254445F7,XAUUSDm,300,2,M1,?/?,2014-01-14,2024-05-31,trend,FFB6FC20714A085C919A6E9711A9CCD0843B74B9C32DAEC66EE2EC54B1C0802A,91C5C771879E5BE607E6687F9AC6779878B9A42BA515F8D8905CC2650F5B86E8,ED51A8F7D75F4695482BD1A84583FA1A5AB11DEEA3EB799510D6BD5F8B580068,37DDA8C378641D5FE74888C699B7826CABB5D6450E5DC26FC3BF7B604E70E13E,17,0,17.0,-25.39,0.38,12.44
GD_gold-025,gold-025|GD_gold-025|F27B4D027FBB9E5D,黄金,gold-025,lead_only,AUDIT_RECONCILE_REQUIRED,,1,done,F27B4D027FBB9E5D,XAUUSDm,300,2,M1,?/?,2014-01-14,2024-05-31,trend,FFB6FC20714A085C919A6E9711A9CCD0843B74B9C32DAEC66EE2EC54B1C0802A,91C5C771879E5BE607E6687F9AC6779878B9A42BA515F8D8905CC2650F5B86E8,26A2F619321EDEFAA408B6BA0B86D2CE56E421CBA7C150B0B91E867D7C05CA77,79AB102A37A2D8271136194157F0B39A861A555E9C7BA65C36F913CCB6DCF5B5,17,0,17.0,-25.39,0.38,12.44
GD_gold-026,gold-026|GD_gold-026|E199E429EA741D09,黄金,gold-026,lead_only,AUDIT_RECONCILE_REQUIRED,,1,done,E199E429EA741D09,XAUUSDm,300,2,M1,?/?,2014-01-14,2024-05-31,trend,FFB6FC20714A085C919A6E9711A9CCD0843B74B9C32DAEC66EE2EC54B1C0802A,91C5C771879E5BE607E6687F9AC6779878B9A42BA515F8D8905CC2650F5B86E8,281E3BBACFD06A4715C5B1C1407E512F0C2DAD4CF16F7AF76A78CF781E672365,D7EE39B56F28A627C876CA872E6E9D050B3E47A6632C4DDBF6876ACF46E81671,226,0,226.0,84.75,1.15,14.05
GD_gold-027,gold-027|GD_gold-027|05A8356B84D14707,黄金,gold-027,lead_only,AUDIT_RECONCILE_REQUIRED,,1,done,05A8356B84D14707,XAUUSDm,300,2,M1,?/?,2014-01-14,2024-05-31,trend,FFB6FC20714A085C919A6E9711A9CCD0843B74B9C32DAEC66EE2EC54B1C0802A,91C5C771879E5BE607E6687F9AC6779878B9A42BA515F8D8905CC2650F5B86E8,07E2AE444C466086CBF65E38E42EFBEF4833DC8B540498095FE5A72E48B0E128,76EDFE150125405B7ACD84B6124684A01EC271241CEBECD6049B4AB0CFBAC857,195,0,195.0,1.24,1.0,20.1
GD_gold-028,gold-028|GD_gold-028|A9D1313D9EF55B52,黄金,gold-028,lead_only,AUDIT_RECONCILE_REQUIRED,,1,done,A9D1313D9EF55B52,XAUUSDm,300,2,M1,?/?,2014-01-14,2024-05-31,trend,FFB6FC20714A085C919A6E9711A9CCD0843B74B9C32DAEC66EE2EC54B1C0802A,91C5C771879E5BE607E6687F9AC6779878B9A42BA515F8D8905CC2650F5B86E8,AD67C72F86CD484B0E4079FFC1AF05261A789B25E24FC73D543083FB5344815B,6FF196A6D6D642FA0C0FF13188151A086FC7D2E32A49C2A6135DDED600D944AE,167,0,167.0,24.72,1.05,20.53
GD_gold-029,gold-029|GD_gold-029|717124D9E2C35089,黄金,gold-029,lead_only,AUDIT_RECONCILE_REQUIRED,,1,done,717124D9E2C35089,XAUUSDm,300,2,M1,?/?,2014-01-14,2024-05-31,trend,FFB6FC20714A085C919A6E9711A9CCD0843B74B9C32DAEC66EE2EC54B1C0802A,91C5C771879E5BE607E6687F9AC6779878B9A42BA515F8D8905CC2650F5B86E8,03D2AA0396B94EB5F4E4CB97FB51B23FA1D12FF98C930F6C6EDB670C33159928,65FBC4E2BF3948734154D74CCC7A29F2C6A0BC7B2D566ED570A688BF78ACB164,151,0,151.0,-1.22,1.0,20.64
GD_gold-030,gold-030|GD_gold-030|FF6C8EDE2DDCFB8A,黄金,gold-030,lead_only,AUDIT_RECONCILE_REQUIRED,,1,done,FF6C8EDE2DDCFB8A,XAUUSDm,300,2,M1,?/?,2014-01-14,2024-05-31,trend,FFB6FC20714A085C919A6E9711A9CCD0843B74B9C32DAEC66EE2EC54B1C0802A,91C5C771879E5BE607E6687F9AC6779878B9A42BA515F8D8905CC2650F5B86E8,AD8C29E42AB45B30A28DC251EB2ACDB3FBBB86D491B5AC44AC76EBC11303E223,9EEDA4FD67111C551DE0EDDFDE072FF805CBC4D452EFB40EDFCFD74B9A970D1D,415,0,415.0,118.22,1.09,20.82
GD_gold-031,gold-031|GD_gold-031|0FC9F7D1B35995C1,黄金,gold-031,lead_only,AUDIT_RECONCILE_REQUIRED,,1,done,0FC9F7D1B35995C1,XAUUSDm,300,2,M1,?/?,2014-01-14,2024-05-31,trend,FFB6FC20714A085C919A6E9711A9CCD0843B74B9C32DAEC66EE2EC54B1C0802A,91C5C771879E5BE607E6687F9AC6779878B9A42BA515F8D8905CC2650F5B86E8,C53FF6392EAA590416B390BE61BC1F5EBB5D83CA947F7F10AB1FC771CE99677E,87CBBCB6F78E4E33DA1636461D40FB60E253779C1FDA3F38B3B6F4A89D6484E0,479,0,479.0,111.34,1.08,20.4
GD_gold-032,gold-032|GD_gold-032|ECBD9579EBF4A299,黄金,gold-032,lead_only,AUDIT_RECONCILE_REQUIRED,,1,done,ECBD9579EBF4A299,XAUUSDm,300,2,M1,?/?,2014-01-14,2024-05-31,trend,FFB6FC20714A085C919A6E9711A9CCD0843B74B9C32DAEC66EE2EC54B1C0802A,91C5C771879E5BE607E6687F9AC6779878B9A42BA515F8D8905CC2650F5B86E8,286825EC2BB8B2E5784BFAD707C6DD1A8DFF2799FE890A17724BBDAD9DDF59D2,9B2972FACC0EFF3BBD39DB8054D54666D27731A89D09A6418A2BAA4FFD821F0B,494,0,494.0,141.55,1.09,20.54
GD_gold-033,gold-033|GD_gold-033|0CAEF5E8896D39F1,黄金,gold-033,lead_only,AUDIT_RECONCILE_REQUIRED,,1,done,0CAEF5E8896D39F1,XAUUSDm,300,2,M1,?/?,2014-01-14,2024-05-31,meanrev,202C131525AF39024E94ECD720AFE45FADE34C01EA0928648FD103E93CF78D1B,7730899690ACC0CED4B11A328779DB12C34CC1DDA3384DC80E4F550DD000737C,4D56A90307FCBED3B0BF756EE902B3E413EC8111B03BC9A92411DA8A755ADF1F,53B77A70272B1C1A5CB7E6B9D56848273BE9F1A9E6475F1131CF68D6CDDB33B8,215,0,215.0,21.9,1.05,17.29
GD_gold-034,gold-034|GD_gold-034|C11640948B4E1879,黄金,gold-034,lead_only,AUDIT_RECONCILE_REQUIRED,,1,done,C11640948B4E1879,XAUUSDm,300,2,M1,?/?,2014-01-14,2024-05-31,meanrev,202C131525AF39024E94ECD720AFE45FADE34C01EA0928648FD103E93CF78D1B,7730899690ACC0CED4B11A328779DB12C34CC1DDA3384DC80E4F550DD000737C,BD356793149DC8F47ECEF1CBBBE9BF618535C6CC5650D62F862F141EF4B8B3CD,9F67D93F3E59AD45A86AA90858E91A091BD5BD1B2F4139C8EE3247FCA6641B46,129,0,129.0,-3.97,0.99,16.37
GD_gold-035,gold-035|GD_gold-035|F59B2390BEBE0140,黄金,gold-035,lead_only,AUDIT_RECONCILE_REQUIRED,,1,done,F59B2390BEBE0140,XAUUSDm,300,2,M1,?/?,2014-01-14,2024-05-31,meanrev,202C131525AF39024E94ECD720AFE45FADE34C01EA0928648FD103E93CF78D1B,7730899690ACC0CED4B11A328779DB12C34CC1DDA3384DC80E4F550DD000737C,831892C376F6FA6F7A9E69A0FE0A2DE5FC50F809196456BCBF07C6C191D620DB,8E8B211777745C419195DB1F80CEDC977B0302D252A0F3A79D503B4DA692D5E4,9,0,9.0,21.26,2.61,5.51
GD_gold-036,gold-036|GD_gold-036|079671CBA0B920A2,黄金,gold-036,lead_only,AUDIT_RECONCILE_REQUIRED,,1,done,079671CBA0B920A2,XAUUSDm,300,2,M1,?/?,2014-01-14,2024-05-31,meanrev,202C131525AF39024E94ECD720AFE45FADE34C01EA0928648FD103E93CF78D1B,7730899690ACC0CED4B11A328779DB12C34CC1DDA3384DC80E4F550DD000737C,1A4952FC2AF4F9617387F06C6CA9109C19CA70A756DD3BCE06B1C8595A560B02,CAB9C6135C68024C76DF687C1D4C03EE7917E6A3A478B8D4E6143C0948986622,72,0,72.0,2.55,1.02,14.56
GD_gold-037,gold-037|GD_gold-037|E5C0DEADEEABD860,黄金,gold-037,lead_only,AUDIT_RECONCILE_REQUIRED,,1,done,E5C0DEADEEABD860,XAUUSDm,300,2,M1,?/?,2014-01-14,2024-05-31,meanrev,202C131525AF39024E94ECD720AFE45FADE34C01EA0928648FD103E93CF78D1B,7730899690ACC0CED4B11A328779DB12C34CC1DDA3384DC80E4F550DD000737C,4DA41700B16F23EB4BE522DE1E7B554EF4628650DCFE0BE138DD5048F4FFF18F,068CB46F8B75E67CE8F45F695D232B5EC162610CB8E872098CE799D721A64E3B,129,0,129.0,-3.97,0.99,16.37
GD_gold-038,gold-038|GD_gold-038|5C894324C34EB7E2,黄金,gold-038,lead_only,AUDIT_RECONCILE_REQUIRED,,1,done,5C894324C34EB7E2,XAUUSDm,300,2,M1,?/?,2014-01-14,2024-05-31,trend,FFB6FC20714A085C919A6E9711A9CCD0843B74B9C32DAEC66EE2EC54B1C0802A,91C5C771879E5BE607E6687F9AC6779878B9A42BA515F8D8905CC2650F5B86E8,8930EBC4835CF1DE596B6C217C7867A1580F993A6744AD3EBBCBC1118FE742B6,728EDCA42C65CDC2489E9CD8067BEA5C00A893BEE7CD94BD824B3272E916D06C,43,0,43.0,17.22,1.3,7.95
GD_gold-039,gold-039|GD_gold-039|B6D653CA1A03A383,黄金,gold-039,lead_only,AUDIT_RECONCILE_REQUIRED,,1,done,B6D653CA1A03A383,XAUUSDm,300,2,M1,?/?,2014-01-14,2024-05-31,trend,FFB6FC20714A085C919A6E9711A9CCD0843B74B9C32DAEC66EE2EC54B1C0802A,91C5C771879E5BE607E6687F9AC6779878B9A42BA515F8D8905CC2650F5B86E8,9685B9788E244D27B0F2F011F84D5598233102FA79C0226B5870F1CD2F2AD4DC,77183A49C00D5F349657EFC48A40452CFFE9329859960973E42ED82916ECBCB6,152,0,152.0,84.03,1.17,20.84
GD_gold-040,gold-040|GD_gold-040|B4C7CFBE34D649DD,黄金,gold-040,lead_only,AUDIT_RECONCILE_REQUIRED,,1,done,B4C7CFBE34D649DD,XAUUSDm,300,2,M1,?/?,2014-01-14,2024-05-31,trend,FFB6FC20714A085C919A6E9711A9CCD0843B74B9C32DAEC66EE2EC54B1C0802A,91C5C771879E5BE607E6687F9AC6779878B9A42BA515F8D8905CC2650F5B86E8,7A99C0EADCFCE544A690CE6D86397C4D2A763871547B87BE13593AAA61E4ADAB,A486C676602D7BB0D6AADD0CA7C701B58AE94BEE6943ACE5B6D93851B500873B,138,0,138.0,16.69,1.04,21.21
GD_gold-041,gold-041|GD_gold-041|721B5A7F98118A48,黄金,gold-041,lead_only,AUDIT_RECONCILE_REQUIRED,,1,done,721B5A7F98118A48,XAUUSDm,300,2,M1,?/?,2014-01-14,2024-05-31,trend,FFB6FC20714A085C919A6E9711A9CCD0843B74B9C32DAEC66EE2EC54B1C0802A,91C5C771879E5BE607E6687F9AC6779878B9A42BA515F8D8905CC2650F5B86E8,2602220FE4E0C240AA74EE63E929C4D9C501B9FAAF39B518D397E94AB13FD3F4,E6C56D60E1591877E8F78866B6675775CBCE9BFA9FA194B20C5B09FC179D14BA,17,0,17.0,-25.39,0.38,12.44
GD_gold-042,gold-042|GD_gold-042|D272065162044E4A,黄金,gold-042,lead_only,AUDIT_RECONCILE_REQUIRED,,1,done,D272065162044E4A,XAUUSDm,300,2,M1,?/?,2014-01-14,2024-05-31,trend,FFB6FC20714A085C919A6E9711A9CCD0843B74B9C32DAEC66EE2EC54B1C0802A,91C5C771879E5BE607E6687F9AC6779878B9A42BA515F8D8905CC2650F5B86E8,55BAFF83921860067E9573CDFB991146B844B478B8273998765735D4EE616A77,73E1E03060A5245E4B8A779C5863F158DFAA94FFD9B605A6FDB491C0E41AA1DB,494,0,494.0,141.55,1.09,20.54
GD_gold-043,gold-043|GD_gold-043|56BA682195FE660A,黄金,gold-043,lead_only,AUDIT_RECONCILE_REQUIRED,,1,done,56BA682195FE660A,XAUUSDm,300,2,M1,?/?,2014-01-14,2024-05-31,trend,FFB6FC20714A085C919A6E9711A9CCD0843B74B9C32DAEC66EE2EC54B1C0802A,91C5C771879E5BE607E6687F9AC6779878B9A42BA515F8D8905CC2650F5B86E8,0A5C6F1876621C52A51AF155503B6B30D1043B0BB845531CB1854CC6B0DC9DF1,DF75B56F70DE6B3337345C6B06C8BBC38F1A07A2845F68A30C36B34E6DC46AEA,19,0,19.0,-57.95,0.42,22.59
