tag,symbol,deposit,model,period,d_from,d_to,expert_input,latency,audit_rows,has_position_id,has_report,ini_sha,holdout,mtime,sa
d_locked_off,XAUUSD_HIST,500,2,M1,2023-01-03,2024-12-31,,?/?,,0,1,30D84F790B80B8C2A75151EAFE0DFA649F5F2BAFE0726130E917860FA3C437B5,no,2026-09-10 22:44,0
diag_grid_audit,XAUUSD_HIST,500,2,M1,2023-01-03,2024-12-31,,?/?,,0,1,75417A8BFDC77F22425D5D52994117782AA3C4C14A4B76DA20ECF462228955D1,no,2026-09-10 22:40,0
diag_pure_grid_audit,XAUUSD_HIST,500,2,M1,2023-01-03,2024-12-31,,?/?,,0,1,D42BABD77F42F37F3B46C5C65FDC3431D29FD1D6005AA14A17558B42EEC9D9CD,no,2026-09-10 22:40,0
g000_EntryS1p5_StopSi3p0_ExitSi0p0_MaxBar48,BTCUSDm,300,2,M1,2018-02-01,2023-12-31,,?/?,352,0,1,497200B316DC3437DC86AA5BA74D174BDB5B5D1C6FBF588B203044EC59914EF1,no,2026-09-11 13:40,1
g001_EntryS1p5_StopSi3p0_ExitSi0p5_MaxBar48,BTCUSDm,300,2,M1,2018-02-01,2023-12-31,,?/?,336,0,1,D035E578742CBCDEF864DC08F4298B63BBE5C8E64F909A44CBEFD619A21BC707,no,2026-09-11 13:40,1
g002_EntryS1p5_StopSi4p0_ExitSi0p0_MaxBar48,BTCUSDm,300,2,M1,2018-02-01,2023-12-31,,?/?,277,0,1,3D9583BD2B4D11A2F422692A624B97A55F4EB5A1C93233072D5AB001B5659069,no,2026-09-11 13:40,1
g003_EntryS1p5_StopSi4p0_ExitSi0p5_MaxBar48,BTCUSDm,300,2,M1,2018-02-01,2023-12-31,,?/?,284,0,1,38D9F72E6B3E8866674D6AB21123AEB6803558475E991D4C3D4A0167A8D6D9BA,no,2026-09-11 13:40,1
g004_EntryS2p0_StopSi3p0_ExitSi0p0_MaxBar48,BTCUSDm,300,2,M1,2018-02-01,2023-12-31,,?/?,242,0,1,AAA016F5FE37EA58AAEC06AA359E198BCBE29BC7CAFC27E0BF7D7EFC5E3B6310,no,2026-09-11 13:40,1
g005_EntryS2p0_StopSi3p0_ExitSi0p5_MaxBar48,BTCUSDm,300,2,M1,2018-02-01,2023-12-31,,?/?,240,0,1,74784868932CD15D9762B74AF71F22F6B102330E7A5E26ADDF62E3A7EA9ADA9F,no,2026-09-11 13:40,1
g006_EntryS2p0_StopSi4p0_ExitSi0p0_MaxBar48,BTCUSDm,300,2,M1,2018-02-01,2023-12-31,,?/?,195,0,1,65E5374D845EA448D28228B2414C6EA56DAA11A5D51BA892DDE1C2AEB8932854,no,2026-09-11 13:41,1
g007_EntryS2p0_StopSi4p0_ExitSi0p5_MaxBar48,BTCUSDm,300,2,M1,2018-02-01,2023-12-31,,?/?,197,0,1,726521E8C04DD6B8C37145EA9EE0547A1B5C100FBEB06A1A0E2AD5A3AE1BC4B6,no,2026-09-11 13:41,1
g008_EntryS2p5_StopSi3p0_ExitSi0p0_MaxBar48,BTCUSDm,300,2,M1,2018-02-01,2023-12-31,,?/?,149,0,1,FDC187C1AB6D5ED3FF4C4EC40F3D509B3552169B69681D613060E21EBC038F41,no,2026-09-11 13:41,1
g009_EntryS2p5_StopSi3p0_ExitSi0p5_MaxBar48,BTCUSDm,300,2,M1,2018-02-01,2023-12-31,,?/?,145,0,1,37FDD60D965D95AB3DA2B476E08878A9A95C055985600AD05E9C98838E594DF0,no,2026-09-11 13:41,1
g010_EntryS2p5_StopSi4p0_ExitSi0p0_MaxBar48,BTCUSDm,300,2,M1,2018-02-01,2023-12-31,,?/?,114,0,1,0DF35A23E1138758C23F6BE7CDA4C09495D321B930EAE70CD31FC7FC06A1B3FE,no,2026-09-11 13:41,1
g011_EntryS2p5_StopSi4p0_ExitSi0p5_MaxBar48,BTCUSDm,300,2,M1,2018-02-01,2023-12-31,,?/?,116,0,1,CA1C8DA0B303059A0DDE1ECB0FC280FA29A5C9B6092427D063C4CCCE15654FD9,no,2026-09-11 13:41,1
g012_EntryS3p0_StopSi3p0_ExitSi0p0_MaxBar48,BTCUSDm,300,2,M1,2018-02-01,2023-12-31,,?/?,105,0,1,D122BC371017B346A70102B67D8EB90DA71F693D89C169B594919C62C950BAAD,no,2026-09-11 13:42,1
g013_EntryS3p0_StopSi3p0_ExitSi0p5_MaxBar48,BTCUSDm,300,2,M1,2018-02-01,2023-12-31,,?/?,103,0,1,A907A98D1293411B1CC2CC41882667A54850ED2A6B083D57DFDE8281F7A5565D,no,2026-09-11 13:42,1
g014_EntryS3p0_StopSi4p0_ExitSi0p0_MaxBar48,BTCUSDm,300,2,M1,2018-02-01,2023-12-31,,?/?,85,0,1,304A57D266313428B3315F3B35E8A9D110941F0776BB36A9FD31C97DE43684CD,no,2026-09-11 13:42,1
g015_EntryS3p0_StopSi4p0_ExitSi0p5_MaxBar48,BTCUSDm,300,2,M1,2018-02-01,2023-12-31,,?/?,86,0,1,984CC47EA6C7F9CF0642C0B6FEC5B2C4F8F1CBA5D9A2AF64D6E0E9E7DD24C134,no,2026-09-11 13:42,1
g_full_z2000,XAUUSD_HIST,500,2,M1,2023-01-03,2024-12-31,,?/?,,0,1,BB477263BDFE16AFE61D2EA92AE3FC64BC3963C87650DF195E7CD9B4F3523A7B,no,2026-09-10 22:41,0
g_full_z3000,XAUUSD_HIST,500,2,M1,2023-01-03,2024-12-31,,?/?,,0,1,ACD63A0EDD0C8EF87E609BCBF8838DA6F3E086D6A51B517B7F1985DBBABD40F9,no,2026-09-10 22:42,0
g_full_z5000,XAUUSD_HIST,500,2,M1,2023-01-03,2024-12-31,,?/?,,0,1,7497CC7AE1B7AB06005359FF4E21F082022294CB045229F64EB26952031DBA05,no,2026-09-10 22:42,0
g_full_z7000,XAUUSD_HIST,500,2,M1,2023-01-03,2024-12-31,,?/?,,0,1,C699065AE7511526216B6FD2B9BAEB402F4BF0A86F279200819D9CEC61E32500,no,2026-09-10 22:42,0
g_pg_z1000,XAUUSD_HIST,500,2,M1,2023-01-03,2024-12-31,,?/?,,0,1,3874D7CE8D68B36173119E7101569286BB45A4F86DDEAAEA690406B666C9A54E,no,2026-09-10 22:41,0
g_pg_z10000,XAUUSD_HIST,500,2,M1,2023-01-03,2024-12-31,,?/?,,0,1,A8E81C3004FFE3F30BAD99BA33C575BA835B78060877D568C7092BA8C2CAE808,no,2026-09-10 22:41,0
g_pg_z2000,XAUUSD_HIST,500,2,M1,2023-01-03,2024-12-31,,?/?,,0,1,83C1006486129CB57CBDDAA55C3B9D5C00A14A71A23B51BE7C17CBD880CB5F1D,no,2026-09-10 22:41,0
g_pg_z3000,XAUUSD_HIST,500,2,M1,2023-01-03,2024-12-31,,?/?,,0,1,7A7ED6EAC733916215F79D3603A64D41012B298176442DCEC172C6BECB3D9AF1,no,2026-09-10 22:41,0
g_pg_z5000,XAUUSD_HIST,500,2,M1,2023-01-03,2024-12-31,,?/?,,0,1,896A4F220EC3756FA138B57CD359D119FA4563066EAA1EC0C341054A2095AD14,no,2026-09-10 22:41,0
g_pg_z7000,XAUUSD_HIST,500,2,M1,2023-01-03,2024-12-31,,?/?,,0,1,44111A40CA9525DD05EC01181B8CFB74322E0B3859F6B92CC0DE9FD262EDF553,no,2026-09-10 22:41,0
s_bo20,XAUUSD_HIST,500,2,M1,2023-01-03,2024-12-31,,?/?,,0,1,A94CAD3F4E2F5FEA0FF30AB605A8360930E0C181E5CEF35E271DF231D0A27734,no,2026-09-10 22:45,0
s_bo45,XAUUSD_HIST,500,2,M1,2023-01-03,2024-12-31,,?/?,,0,1,9F176C1D516B7416CD4F6A804CAA7E8C7FB546D99A470377B64F4E98C9894223,no,2026-09-10 22:45,0
s_bo60,XAUUSD_HIST,500,2,M1,2023-01-03,2024-12-31,,?/?,,0,1,852948D0569145E9A616E93E5050DF48EEF85D2BB02560B7088714929DD15A73,no,2026-09-10 22:45,0
s_confirm1,XAUUSD_HIST,500,2,M1,2023-01-03,2024-12-31,,?/?,,0,1,E3EDE9C4C81F2FF9242C6A6FAE15019274A4889C5AF36FF5B68C3DD7DEBBD5CE,no,2026-09-10 22:46,0
s_confirm5,XAUUSD_HIST,500,2,M1,2023-01-03,2024-12-31,,?/?,,0,1,27E82AE926D5D2642C5AB449E70F313C02D4A396153566B9CEB276D0EE1A88C8,no,2026-09-10 22:46,0
s_fast10,XAUUSD_HIST,500,2,M1,2023-01-03,2024-12-31,,?/?,,0,1,A2FA1D5FEFEC940F522A12BFB468F6D9B936AFD53ECF3A8DE269E0AE92C180D4,no,2026-09-10 22:46,0
s_fast30,XAUUSD_HIST,500,2,M1,2023-01-03,2024-12-31,,?/?,,0,1,2B8708C62FCEB36B444AEC531B3F562D6C45404DDCF90D429E284A55C86A0C45,no,2026-09-10 22:46,0
s_gateoff,XAUUSD_HIST,500,2,M1,2023-01-03,2024-12-31,,?/?,,0,1,261BD492F8987F70411A1445FBCD60FBF4568976B58A58F932A4899EB62F8C1D,no,2026-09-10 22:47,0
s_gridon,XAUUSD_HIST,500,2,M1,2023-01-03,2024-12-31,,?/?,,0,1,BFD28A8901F69A2BC21E357BD9CD8AF55B6FE704748C532F256427A9F975EA71,no,2026-09-10 22:47,0
s_rv15,XAUUSD_HIST,500,2,M1,2023-01-03,2024-12-31,,?/?,,0,1,5B0BCF958FD470379DC5596824C01D5EBBEB6CE20226E3F2E9C92CE64D86E189,no,2026-09-10 22:45,0
s_rv25,XAUUSD_HIST,500,2,M1,2023-01-03,2024-12-31,,?/?,,0,1,202B16FC8AEF78FB49040828FBFAB6A2D80735BC2BE7A9E080DF25BADA5DBEE7,no,2026-09-10 22:46,0
s_sl25,XAUUSD_HIST,500,2,M1,2023-01-03,2024-12-31,,?/?,,0,1,F2BC01B08040B055A663883E8CD7EE028AD82A11E8E3E0DF63F7FBF777FCDF1F,no,2026-09-10 22:46,0
s_sl50,XAUUSD_HIST,500,2,M1,2023-01-03,2024-12-31,,?/?,,0,1,1E35F84C3740F90352A9B73EF78E0684F75A1B011E39FE8AABCB7FCE83A22B25,no,2026-09-10 22:46,0
s_slow100,XAUUSD_HIST,500,2,M1,2023-01-03,2024-12-31,,?/?,,0,1,3CFD8C245BEA0CCF381A4B6E174D8E55F977DB5EE752CBD9E2F26FDDF60F650C,no,2026-09-10 22:46,0
s_slow40,XAUUSD_HIST,500,2,M1,2023-01-03,2024-12-31,,?/?,,0,1,BF4B4F732172F462D83F9AC0494FB52E2B2163E305EAC2605C99AF10FE246B34,no,2026-09-10 22:46,0
s_trail20,XAUUSD_HIST,500,2,M1,2023-01-03,2024-12-31,,?/?,,0,1,10C43B9CA64BF6FC3E3DEFC8D9EAF56294C384B2A54A979DCC9AD07626DB2343,no,2026-09-10 22:46,0
s_trail45,XAUUSD_HIST,500,2,M1,2023-01-03,2024-12-31,,?/?,,0,1,76E476AD90EBDDBA832A32EB0C343A7C4545C3F0F4DF1A4B46A22895335AB691,no,2026-09-10 22:47,0
smoke,XAUUSD_HIST,500,2,M1,2023-01-03,2023-02-03,,?/?,4,0,1,29B0F6E6A65C1EEEF1B12A2314777D122F70BA67884DF498D56ABC622C7563F6,no,2026-09-10 22:37,0
t_nocut,XAUUSD_HIST,500,2,M1,2023-01-03,2024-12-31,,?/?,,0,1,8FA8FF618F285C7382CDD5C40273E310909AF7DCE5D4688BF3B70932EFF8B726,no,2026-09-10 22:43,0
t_notrendexit,XAUUSD_HIST,500,2,M1,2023-01-03,2024-12-31,,?/?,,0,1,71D5A7CBF275CA3DDAB9ADD045B1B218C7D198C585CDAFE8674274194FE32A2F,no,2026-09-10 22:43,0
t_tp,XAUUSD_HIST,500,2,M1,2023-01-03,2024-12-31,,?/?,,0,1,0DFFCE0879D2E0C5B59EF81B20DD33746405F00EF75FFE816A637833C6B6E1CA,no,2026-09-10 22:43,0
t_tp15,XAUUSD_HIST,500,2,M1,2023-01-03,2024-12-31,,?/?,,0,1,A03963E355BEB2842FB764DB3030F5C84190335D648ED5EA4800C04F126E48F0,no,2026-09-10 22:43,0
v_baseline,XAUUSD_HIST,500,2,M1,2025-01-02,2026-06-30,,?/?,,0,1,AA69A08F410219D0C6C7A675C658A2F53E236A172123C02B6971AC3A17E12801,YES,2026-09-10 22:42,0
v_locked,XAUUSD_HIST,500,2,M1,2025-01-02,2026-06-30,,?/?,,0,1,33133D3660477ECA40EE51BAE37F62C90BE8BBD11B1FAC4DD333C96C8904F37E,YES,2026-09-10 22:43,0
v_locked_k25,XAUUSD_HIST,500,2,M1,2025-01-02,2026-06-30,,?/?,,0,1,1CE943EE5035C4FCBF7EE8B736A4843067361D01FE4B6615BFC3762802ABFBB6,YES,2026-09-10 22:44,0
v_locked_off,XAUUSD_HIST,500,2,M1,2025-01-02,2026-06-30,,?/?,,0,1,4982DB1D99B394B539EF13616C7FD68873DF43047D26A6FD64BA5B9129537605,YES,2026-09-10 22:44,0
黄金_gold-001,XAUUSDm,300,2,M1,2014-01-14,2024-05-31,,?/?,,0,0,69D0D4DA836062347CECB412F73679DDF6D15A1DA72AA5E9DFD144B8FDC2069C,no,2026-09-11 20:06,0
黄金_gold-002,XAUUSDm,300,2,M1,2014-01-14,2024-05-31,,?/?,,0,0,111265A9C0C3772319967289108FC5DDE335508966DC5E94AFF47BEB1600D6EE,no,2026-09-11 20:06,0
黄金_gold-003,XAUUSDm,300,2,M1,2014-01-14,2024-05-31,,?/?,,0,0,27FD12B4AD3A21422E03297BC69317AFDA05E22059F33056F9BBBD37B655A097,no,2026-09-11 20:06,0
黄金_gold-004,XAUUSDm,300,2,M1,2014-01-14,2024-05-31,,?/?,,0,0,DB8AB5D2D290BB93C6967EB63C67992B38893FFB77E903AB6B606D6F80217CEE,no,2026-09-11 20:07,0
黄金_gold-005,XAUUSDm,300,2,M1,2014-01-14,2024-05-31,,?/?,,0,0,A864B2401C7290959BC9A046C62360153E5EC8B18B14A306C31796EAD958ECAF,no,2026-09-11 20:07,0
黄金_gold-006,XAUUSDm,300,2,M1,2014-01-14,2024-05-31,,?/?,,0,0,68F2451CB7EDD7C207AE9DC8267E8321482A7EA9F58E3115F8AE2A3449F8CF76,no,2026-09-11 20:07,0
黄金_gold-007,XAUUSDm,300,2,M1,2014-01-14,2024-05-31,,?/?,,0,0,C0748750DAD1EA611112D1FFED98D0B7D57A9E2A5660A079221B807DA448141D,no,2026-09-11 20:07,0
黄金_gold-008,XAUUSDm,300,2,M1,2014-01-14,2024-05-31,,?/?,,0,0,9210648015FDA311D797DAE34CEFCD6085B91AF3EF2A5DD112A6C180C7AEE58F,no,2026-09-11 20:07,0
黄金_gold-009,XAUUSDm,300,2,M1,2014-01-14,2024-05-31,,?/?,,0,0,DDCF30D6E6BBBC619D527A65DB9DD34FA7E07A6E018A5E86360261AA2CCEC46C,no,2026-09-11 20:07,0
黄金_gold-010,XAUUSDm,300,2,M1,2014-01-14,2024-05-31,,?/?,,0,0,4B40458EC1D8D02BCD13D032E77F5CFDBC232B1DB71E127BA86E55783BBDA607,no,2026-09-11 20:08,0
黄金_gold-011,XAUUSDm,300,2,M1,2014-01-14,2024-05-31,,?/?,,0,0,6818BC4C2A41AA185DE04EA95BE91C3E96A0EC91BA851D418FFF2DD52DC1ADF9,no,2026-09-11 20:08,0
黄金_gold-012,XAUUSDm,300,2,M1,2014-01-14,2024-05-31,,?/?,,0,0,FEE8CE1271F2DD8AEB9514329B23FE818991416C333E4FB2531D998117679287,no,2026-09-11 20:08,0
黄金_gold-013,XAUUSDm,300,2,M1,2014-01-14,2024-05-31,,?/?,,0,0,D6549E06796E95D2F5D268D8AE26E5A8E48D622C9EFA44FE729E6C1596B902B3,no,2026-09-11 20:08,0
黄金_gold-014,XAUUSDm,300,2,M1,2014-01-14,2024-05-31,,?/?,,0,0,B156D2273A77A90E9F7FBFEC7E52A30B9F5B5F34832B05281F0B681BA7F3745B,no,2026-09-11 20:08,0
黄金_gold-015,XAUUSDm,300,2,M1,2014-01-14,2024-05-31,,?/?,,0,0,81422A14AFAF81E3F4631E57C96BBBED61E4A684A22ADA07BEA6E943384CD161,no,2026-09-11 20:09,0
黄金_gold-016,XAUUSDm,300,2,M1,2014-01-14,2024-05-31,,?/?,,0,0,829F599A4D1F8BD8A58E917CC0A41B4FF69F618D95A17E6F905B71B3B436DB85,no,2026-09-11 20:09,1
黄金_gold-017,XAUUSDm,300,2,M1,2014-01-14,2024-05-31,,?/?,,0,0,B0312BC8B70A7E27EDB98457AC2602EF88F83B01BD2EEB14A1B80908D4CB34BC,no,2026-09-11 20:09,1
黄金_gold-018,XAUUSDm,300,2,M1,2014-01-14,2024-05-31,,?/?,,0,0,45305C8BF7FB5BCB361EB4DF915D3BCB72907BB3D37A3D782197777908A30913,no,2026-09-11 20:09,1
黄金_gold-019,XAUUSDm,300,2,M1,2014-01-14,2024-05-31,,?/?,,0,0,FAF9D627907C16472C429161374FE4D16299E1EBB05A12B97952667188A79A4F,no,2026-09-11 20:10,1
黄金_gold-020,XAUUSDm,300,2,M1,2014-01-14,2024-05-31,,?/?,,0,0,9D6A44E52D241CC2369F1CF86798E791260B808FFA4F9DC16349470E4B3BBB04,no,2026-09-11 20:10,0
黄金_gold-021,XAUUSDm,300,2,M1,2014-01-14,2024-05-31,,?/?,,0,0,2C91B1F5B1BD45C13326F042A79023C05F6232404B6A9A6EF90AA6F0119A919D,no,2026-09-11 20:10,0
黄金_gold-022,XAUUSDm,1000,2,M1,2014-01-14,2024-05-31,,?/?,,0,0,121B501DF980985EE6A2E8F53C07F75A93B24D4E5ECE1B37CB0ACBF12CD6EB7A,no,2026-09-11 20:10,0
