tag,symbol,deposit,model,period,d_from,d_to,expert_input,latency,audit_rows,has_position_id,has_report,ini_sha,holdout,mtime,sa
JP_jpy-049,USDJPYm,300,2,M1,2014-01-14,2024-05-31,,?/?,,0,0,07D31AD7C47C004B822783E4F89B9B37C3800E983EE066DE920BC9B1DB415C75,no,2026-09-11 21:52,0
JP_jpy-050,USDJPYm,300,2,M1,2014-01-14,2024-05-31,,?/?,,0,0,3E94E70EED0C040759F05C8B432E6393C002EE70089B1850067834A5CB496338,no,2026-09-11 21:52,0
JP_jpy-051,USDJPYm,300,2,M1,2014-01-14,2024-05-31,,?/?,,0,0,30A32EB60BE2CD5BC65F25AD7B8DE6A9522DA448474638ED12984A9E0827F411,no,2026-09-11 21:52,0
JP_jpy-052,USDJPYm,300,2,M1,2014-01-14,2024-05-31,,?/?,,0,0,AF9C3DD405754C055379616237BFE4E976FDCFDAFA20B59D2A2290224820D74F,no,2026-09-11 21:52,0
JP_jpy-053,USDJPYm,300,2,M1,2014-01-14,2024-05-31,,?/?,,0,0,8AAFE212DB5EFCF211DFBAFB3F21411FE244FB7295BFBDBFF4B44EA97CBB0164,no,2026-09-11 21:52,0
JP_jpy-054,USDJPYm,300,2,M1,2014-01-14,2024-05-31,,?/?,,0,0,B5ABE848020E4134371BC9A2493D2129D923319AAAD848444B305ACD7D76FAE4,no,2026-09-11 21:52,0
JP_jpy-055,USDJPYm,300,2,M1,2014-01-14,2024-05-31,,?/?,,0,0,33F871A553BB189DD78A9A930C6539D43076B9664316A65207088415C638A718,no,2026-09-11 21:52,0
JP_jpy-056,USDJPYm,300,2,M1,2014-01-14,2024-05-31,,?/?,,0,0,789D284F9F30A09C1014B475146A48D9670455464321EBD94D7500B1943CAE50,no,2026-09-11 21:52,0
JP_jpy-057,USDJPYm,300,2,M1,2014-01-14,2024-05-31,,?/?,,0,0,DE25AA986E7162B1B9450472F34742A7D8820BEFFC6973808967D72D6814C535,no,2026-09-11 21:52,0
JP_jpy-058,USDJPYm,300,2,M1,2014-01-14,2024-05-31,,?/?,,0,0,8E85F84ED1BD244757D31807E093993C483437E6D9649DA5860E6AE8E38494CF,no,2026-09-11 21:52,0
JP_jpy-059,USDJPYm,300,2,M1,2014-01-14,2024-05-31,,?/?,,0,0,F490CF951B6CAD03201A6CA62722EF7848070B7C637595224355D7CBF01B41D7,no,2026-09-11 21:52,0
JP_jpy-060,USDJPYm,300,2,M1,2014-01-14,2024-05-31,,?/?,,0,0,AE73D75B29CBBB92E7CF98EB8323174202E233571281BD30B16263E897454F2F,no,2026-09-11 21:52,0
JP_jpy-061,USDJPYm,300,2,M1,2014-01-14,2024-05-31,,?/?,,0,0,596152546C9FA22F6A8AB8325AC211B9762037A63BE65383E81195D11652C0A5,no,2026-09-11 21:52,0
JP_jpy-062,USDJPYm,300,2,M1,2014-01-14,2024-05-31,,?/?,,0,0,3D0CEFD55C106CFFF5C1CF84F8F0DAFDD4F7941FEC0206EB982FB50DBC282919,no,2026-09-11 21:52,0
JP_jpy-063,USDJPYm,300,2,M1,2014-01-14,2024-05-31,,?/?,,0,0,E96C511BC79407D56A2101DE86ABFCC29D5DC766D95DD97620D8A7C6A559429A,no,2026-09-11 21:52,0
JP_jpy-064,USDJPYm,300,2,M1,2014-01-14,2024-05-31,,?/?,,0,0,98BDDEAE428EC363374A0CC8D04F6C809C91A36C844DE9B455E91EB3C7AA74AC,no,2026-09-11 21:52,0
JP_jpy-065,USDJPYm,300,2,M1,2014-01-14,2024-05-31,,?/?,,0,0,E787BA879AE2DDBF2BEB9FCD728E63A4E65F947F7CDBD0C4F4D158663EDE381F,no,2026-09-11 21:52,0
JP_jpy-066,USDJPYm,300,2,M1,2014-01-14,2024-05-31,,?/?,,0,0,4FAC2B158F519301902D23380034A974828EABBD99BCFE485B04100E7E8EA269,no,2026-09-11 21:52,0
JP_jpy-067,USDJPYm,300,2,M1,2014-01-14,2024-05-31,,?/?,,0,0,5875A94EBFD53AECF2792B90FC26DC4A7F7A69A69C6AE23474D35B198661D1A8,no,2026-09-11 21:52,0
JP_jpy-068,USDJPYm,300,2,M1,2014-01-14,2024-05-31,,?/?,,0,0,6B9A7C3B9315E064CD884955C51A2DC8250B41B75D646D3C83388A32EB9AA1E4,no,2026-09-11 21:52,0
JP_jpy-069,USDJPYm,300,2,M1,2014-01-14,2024-05-31,,?/?,,0,0,5DE6E8430E0283FE0F8F783ACCFB98D55D78FCF04396543EECD54FE8BFF1EE9D,no,2026-09-11 21:52,0
JP_jpy-070,USDJPYm,300,2,M1,2014-01-14,2024-05-31,,?/?,,0,0,E3299FDC3DC14327117658F2E1817694B32BB6C29E3169196EDD5DEC0322EEE0,no,2026-09-11 21:52,0
Jtst,USDJPYm,300,2,M1,2014-01-14,2024-05-31,,?/?,,0,0,A9763C03B4EEF82947819CCC24CABDA66178A62A6FE1BC629F9F1DA5B79B9F17,no,2026-09-11 22:04,1
LAT0,BTCUSDm,300,2,M1,2024-06-01,2025-05-31,,0/?,,0,1,9F3A35C1D603848599C85B5DBF209F254649A9E85E55C01FC66BB594B363AF8A,no,2026-09-12 05:10,1
LAT300,BTCUSDm,300,2,M1,2024-06-01,2025-05-31,,300/?,,0,1,10CA62C7C7D5BC22AAE162A894505D1BFBAFC7986ECF8C44C099C29598F37A6E,no,2026-09-12 05:10,1
LAT800,BTCUSDm,300,2,M1,2018-02-09,2024-05-31,,800/?,,0,0,053D558EEEB7D9476BBE49F9AAAAD7E662089CC15961E9D99850C9333C791953,no,2026-09-11 22:08,1
LATCHK_btcswing,BTCUSDm,300,2,M1,2018-02-09,2024-05-31,,300/?,,0,0,97DA66F597A7FADF1D0412BCD8884C4972742E694CA951C09DA7886C60D4623D,no,2026-09-11 23:14,1
LATCHK_jpyrev,BTCUSDm,300,2,M1,2018-02-09,2024-05-31,,300/?,,0,0,3250D8BCA42BF8A55B412FD8A346391ABCD5310EAC4CFCF49527DCCD14E8A00E,no,2026-09-11 23:14,1
LATCHK_meanrev,BTCUSDm,300,2,M1,2018-02-09,2024-05-31,,300/?,,0,0,14F76B03D42AA6493D50DC8261DF686C0EFDE96B4F4535C2D6EF0E11643E393E,no,2026-09-11 23:14,1
LATCHK_trend,BTCUSDm,300,2,M1,2018-02-09,2024-05-31,,300/?,,0,0,7D72B485F1F5F63A924D251B7BB5393C92DE2C2D3B162E2E87A5D202FE08DD1A,no,2026-09-11 23:14,0
MO_all,BTCUSDm,300,2,M1,2018-02-01,2023-12-31,,?/?,164,0,1,3E5AB29E2AE3623A5E64921A2D6A752E2A7CD2FDBB71AA0AC799F9C993804F65,no,2026-09-11 13:43,1
MO_hi,BTCUSDm,300,2,M1,2018-02-01,2023-12-31,,?/?,19,0,1,1D40B429BB9D77C5A9BB34124EC9A7BC5525849C095BC9F64CB6FF3628830BE1,no,2026-09-11 13:43,1
MO_lo,BTCUSDm,300,2,M1,2018-02-01,2023-12-31,,?/?,26,0,1,FC8B5746BC857C442757292540278E6968EB195D90D144DFB3A0BD886639D49B,no,2026-09-11 13:43,1
MOall_t,BTCUSDm,300,2,M1,2025-01-01,2025-12-31,,?/?,50,0,1,7FA32F53AE6F4AF1B64CB2B81C64E924E7B860EF4C23EBB2045193F1EFE031B5,no,2026-09-11 13:44,1
MOall_v,BTCUSDm,300,2,M1,2024-01-01,2024-12-31,,?/?,36,0,1,454E5C60C54A29A95B9D7260640BFA5EBDFADB9F0CA34C89BEEAC56A749D4F7A,no,2026-09-11 13:44,1
MOlo_t,BTCUSDm,300,2,M1,2025-01-01,2025-12-31,,?/?,6,0,1,879B1B494E12A982063A0392B57DA874B1869A2154DA78D4F9B7642393431C1F,no,2026-09-11 13:44,1
MOlo_v,BTCUSDm,300,2,M1,2024-01-01,2024-12-31,,?/?,5,0,1,C1D161024808D1FD1AA642B042FA32E17B3A32845308967A50B31EF95C2F25F7,no,2026-09-11 13:44,1
MRbase,BTCUSDm,300,2,M1,2018-02-01,2023-12-31,,?/?,294,0,1,B69C1A4F781BD2DDD596D59F06B572B2B4E651B2950B1B22783253EC49B04EFB,no,2026-09-11 13:39,1
OV10k_t,BTCUSDm,10000,2,M1,2025-06-01,2026-05-31,,300/?,120,0,1,472A1018E80F103C6F03C394FE524B74A66ED5499B913D2093AB4DCCC766AA76,no,2026-09-11 22:43,1
OV10k_v,BTCUSDm,10000,2,M1,2024-06-01,2025-05-31,,300/?,113,0,1,BA7B614E05947AECE6E14FCD0617CEA16AE47D9CCAFC0C38143DA6A34F979916,no,2026-09-11 22:42,1
OV_10k,BTCUSDm,10000,2,M1,2018-02-09,2024-05-31,,300/?,671,0,1,E47025371BF36DCD010549206D9272AD241C82863938000DBC42810425A90584,no,2026-09-11 22:41,1
OV_off,BTCUSDm,300,2,M1,2018-02-09,2024-05-31,,300/?,671,0,1,E9CDF131DF37247F258E0F028F53022DEF7D7D20B7BF9A2C68A03C31B92D2CCE,no,2026-09-11 22:39,0
P4C1_train,BTCUSDm,500,2,M1,2018-02-09,2024-05-31,,0/0,546,1,1,1B256C01BE42FBB9D16F013F1935FD9D5C3996CD54ECD9D7D06460ED2752E96E,no,2026-09-12 22:48,1
P4C1_valid,BTCUSDm,500,2,M1,2024-06-01,2025-05-31,,0/0,95,1,1,ED08D4C716304E30F00AD30AFDFC5BE53EEE348FC4947D4798CC1B466CBC0D83,no,2026-09-12 22:53,1
P4C2_train,BTCUSDm,500,2,M1,2018-02-09,2024-05-31,,0/0,1460,1,1,10DC19BFF3348AF70540C8F3F7AEC8ED3825E4EA33529075F4093952B980F348,no,2026-09-12 22:59,1
P4C2_valid,BTCUSDm,500,2,M1,2024-06-01,2025-05-31,,0/0,167,1,1,656590F218676040A4B9DE6F91099BFC78CD63091C2AB93F431BCD68780AC48B,no,2026-09-12 23:08,1
P4C3_train,BTCUSDm,500,2,M1,2018-02-09,2024-05-31,,0/0,323,1,1,7E510BB9ED35D57E1DBC24E598082821A3DAEC9C381725BD07A71867BAFA5F67,no,2026-09-12 23:10,1
P4C3_valid,BTCUSDm,500,2,M1,2024-06-01,2025-05-31,,0/0,55,1,1,F886C802D2381DA06A72AEA0C4A4811B72D217DF40DBDD1C5608125A11E67081,no,2026-09-12 23:15,1
P4D1000,BTCUSDm,1000,2,M1,2024-06-01,2025-05-31,,0/0,101,1,1,292A5695266D9B30A7D445CAF2CEAA024B2AB94022CA141380553E70CB945C11,no,2026-09-12 23:22,1
P4D2000,BTCUSDm,2000,2,M1,2024-06-01,2025-05-31,,0/0,99,1,1,A0418F6F3CB96E8A5CEE0109537BE07DC7090F619459B931DD6D1D7EDB2E26A4,no,2026-09-12 23:23,1
P4D400,BTCUSDm,400,2,M1,2024-06-01,2025-05-31,,0/0,74,1,1,D9F46D1FB26A4256C956B4AD035A14C58E8AD1A8A1E3811BFF6809807DCE6578,no,2026-09-12 23:17,1
P4D450,BTCUSDm,450,2,M1,2024-06-01,2025-05-31,,0/0,86,1,1,65C56D5E01DFE6A1B6266D466444EDF4265CA739D1C3D47C75007040FDDCFBB1,no,2026-09-12 23:18,1
P4D550,BTCUSDm,550,2,M1,2024-06-01,2025-05-31,,0/0,95,1,1,A11F299D7F40A61FA227A27022715CDB5CBEE998273F6A2347A567F42A80D7AB,no,2026-09-12 23:19,1
P4D600,BTCUSDm,600,2,M1,2024-06-01,2025-05-31,,0/0,97,1,1,EB4DB05A7F196156062BE65278E01131603B6B0CE8BD56D66BAE20511679153F,no,2026-09-12 23:19,1
P4D700,BTCUSDm,700,2,M1,2024-06-01,2025-05-31,,0/0,100,1,1,99E6E80C81DBA9207B89EF42A9D8AAE9A21636170EAA9D3D9E0881868799E4B8,no,2026-09-12 23:20,1
RV_off,USDJPYm,300,2,M1,2014-01-14,2024-05-31,,?/?,,0,0,1466FFD697A5BF75DCD9926E020B2D005BC60DDC8C8FA395EBD77F3305097595,no,2026-09-11 21:06,1
RV_on,USDJPYm,300,2,M1,2014-01-14,2024-05-31,,?/?,,0,0,1A9830D840B25719A7B40C584F83F1C59D089055C35AA42F84F8709280FE00BA,no,2026-09-11 21:06,1
S1CHK,BTCUSDm,500,2,M1,2024-06-01,2025-05-31,,0/0,104,1,1,A12617CAD46B8FCC6AD9C93AC1F8E15295DB36A431FD60E1A6FA566460F8FDCF,no,2026-09-12 22:32,1
S1CHK2,BTCUSDm,500,2,M1,2024-06-01,2025-05-31,,0/0,99,1,1,B6D57158843C9F4D19B33748FC2E7A0F490A367849B76C53A7422F64B982F8A6,no,2026-09-12 22:36,1
S1SIG,BTCUSDm,500,2,M1,2024-06-01,2025-05-31,,0/0,36,1,1,B7E09D2D320B48AB7628E7BDC0C8F70C1DB0FD58AF22C9ECCC13CF1F8B4726CB,no,2026-09-12 22:45,1
T0,BTCUSDm,300,2,M1,2024-06-01,2025-05-31,,300/0,,0,1,3B35D0E9A365F0CEC2C1C0673C72F9E9A2997FB54D9E083A58D9CAB0C545D6D9,no,2026-09-12 10:31,1
T1,BTCUSDm,300,2,M1,2024-06-01,2025-05-31,,300/1,,0,1,B2290779976840DD649FFB903990D7352C6ECD0074E22CC848DF0A766A9EF9C8,no,2026-09-12 10:31,1
T48,BTCUSDm,300,2,M1,2025-06-01,2026-05-31,,?/?,92,0,1,637BBB3624308821F200B51B0CD11B39FF3A0BA3C596CF4FDFF4CEF606494670,no,2026-09-11 21:16,1
T5,BTCUSDm,300,2,M1,2024-06-01,2025-05-31,,300/5,,0,1,AFE720D9CD64381E7D180F8FA5DF4C82C1F32B8360955A4B06F1484B8E101542,no,2026-09-12 10:32,1
TR48k,BTCUSDm,1000,2,M1,2018-02-09,2024-05-31,,?/?,1069,0,1,F69C782524C2D64E9DFB0E87267876C5E0FD13A9CB475B399E0BE45831D70AF7,no,2026-09-11 21:16,1
V48,BTCUSDm,300,2,M1,2024-06-01,2025-05-31,,?/?,162,0,1,8CB816A562D47F6B8AC325E49CAFA7827C6EA71A1AEA5753AF2653EFB532A4C4,no,2026-09-11 21:15,1
VZfalse,BTCUSDm,300,2,M1,2018-02-09,2024-05-31,,0/1,,0,1,525A0DAB12D8F6D1B5A8D84A9EB4017B6FA77F8212A204251C7DD414E1B6F022,no,2026-09-12 15:19,1
VZtrue,BTCUSDm,300,2,M1,2018-02-09,2024-05-31,,0/1,,0,1,24E79B9A1CB0AD27488421016FB151D9E04140BC615D55C2AA2035FBCFC43695,no,2026-09-12 15:15,1
XX_gold-078,XAUUSDm,300,2,M1,2014-01-14,2024-05-31,,300/1,828,0,1,385017B940930BB5CF83C790058C486781772B7AF2AC2D4D603C6496E3AE2F08,no,2026-09-12 10:58,1
XX_gold-081,XAUUSDm,300,2,M1,2014-01-14,2024-05-31,,300/1,847,0,1,72A0B5292ABED110195BC7BF7172CE6ECF5C2395D5205FFF149660E917B73CA3,no,2026-09-12 10:59,1
XX_gold-082,XAUUSDm,300,2,M1,2014-01-14,2024-05-31,,300/1,847,0,1,48A44DD76FB4E5CC7194AB81DC25163E0428160C720B2AB0C606A11EAC9E5D4B,no,2026-09-12 11:00,1
XX_jyrg-008,USDJPYm,300,2,M1,2017-01-01,2022-05-31,,300/1,225,0,1,02AAE7BB56595C0B18B7B8E453625C3F2F297AD61D28E8E9363B97262EA6B3D7,no,2026-09-12 17:16,1
XX_jyrg-c0-base,USDJPYm,300,2,M1,2022-06-01,2025-05-31,,300/0,122,0,1,1D51C275D495BE8B88E26FD316ED81912B4F870D12074FC3CC2C38FBEB25046B,no,2026-09-12 17:19,0
XX_jyrg-c0r,USDJPYm,300,2,M1,2022-06-01,2025-05-31,,300/0,122,0,1,BBA08926687BE96D6D66380019E2E92A3C4193AC0DE9000243923E3C61556047,no,2026-09-12 17:38,0
XX_jyrg-c1-bh,USDJPYm,300,2,M1,2022-06-01,2025-05-31,,300/0,0,0,1,399A4386A06A7AE096E1D0A536297A1DEF07881D4F7777B53051D90B068D3AFE,no,2026-09-12 17:19,0
XX_jyrg-c2-short,USDJPYm,300,2,M1,2022-06-01,2025-05-31,,300/0,7,0,1,EE65098DF97F1B0508BF4867F4EA1B2DE44B054EDA6B54180551D6340BDB4719,no,2026-09-12 17:20,0
XX_jyrg-c3-oldwin,USDJPYm,300,2,M1,2017-01-01,2022-05-31,,300/0,56,0,1,E6D96908C70B622FD23EDD1066E6FACC96131C3239FF3BE662CF5CF9B28F04D7,no,2026-09-12 17:21,0
XX_jyrg-c4-stop15,USDJPYm,300,2,M1,2022-06-01,2025-05-31,,300/0,481,0,1,9F05563C862AD402D5659E2D2057099C4C0FDC11CC5D846A899BC119CB61D3AB,no,2026-09-12 17:21,0
XX_jyrg-c5-lot2,USDJPYm,300,2,M1,2022-06-01,2025-05-31,,300/0,122,0,1,09C42146CB48C75EF65496E2E6F79213547A20B6FB4D05646469F00D1C15F1E3,no,2026-09-12 17:22,0
XX_jyrg-c6-cdbest,USDJPYm,300,2,M1,2022-06-01,2025-05-31,,300/0,2249,0,1,086AB445D88DDF55C590BBC69A2B97E9E99B51654DBE63DBF27AF36055CE4A67,no,2026-09-12 17:22,0
XX_jyrg-g3-200-p3,USDJPYm,300,2,M1,2019-06-01,2022-05-31,,300/0,94,0,1,BC47041B0805E5C2A0703DFC89E7876F462E693D3E173E2CC3CECB465C5158B1,no,2026-09-12 17:50,0
XX_jyrg-g3-200-p4,USDJPYm,300,2,M1,2021-06-01,2024-05-31,,300/0,192,0,1,9BC69ABA7E1139661B50747F0DBBDD5D01BBB3B320779F7E8FA6F7AB75566359,no,2026-09-12 17:50,0
XX_jyrg-g3-200-p4shift,USDJPYm,300,2,M1,2021-09-01,2024-08-31,,300/0,199,0,1,B603AE2EA86BAD2AF31C3784BBD54161E18BC8A6DEECCC29C5F69621CEABDEDE,no,2026-09-12 17:56,0
XX_jyrg-g3-200-p4single,USDJPYm,300,2,M1,2021-06-01,2024-05-31,,300/0,192,0,1,367E239AEF979CB46BF543EA7EA1279A593975DA6811AC5F861E8FDB76E411ED,no,2026-09-12 17:55,0
XX_jyrg-g3-bh-noer-p1,USDJPYm,300,2,M1,2022-06-01,2025-05-31,,300/0,0,0,1,9800DC1FE04E6CC2D595D085B7ED8C7A44F50A7C9E9081762F7C0C64A500396A,no,2026-09-12 17:49,0
XX_jyrg-g3-bh-p2,USDJPYm,300,2,M1,2017-01-01,2022-05-31,,300/0,0,0,1,6ADDD58493D258096CBAEA1C3E658C0B0035F2B7A2ABB8D6237740BB93B35B23,no,2026-09-12 17:49,0
XX_jyrg-g3-bh-p3,USDJPYm,300,2,M1,2019-06-01,2022-05-31,,300/0,0,0,1,6EF041979FC9DA8387060DC0FFA893697C163A371EC3E9D4C17206A4E569A319,no,2026-09-12 17:50,0
XX_jyrg-g3-bh-p4,USDJPYm,300,2,M1,2021-06-01,2024-05-31,,300/0,0,0,1,697B3BE8EEBD4E13673B5D9E1849E1978B45D1C3246ADAB3036FCF31A52AA241,no,2026-09-12 17:51,0
XX_jyrg-g3-bh-p4shift,USDJPYm,300,2,M1,2021-09-01,2024-08-31,,300/0,0,0,1,0768E94F952751A3A7BC3DD4B013E355331F4F795E87F7BF006160C9F5B48AC0,no,2026-09-12 17:55,0
XX_jyrg-g3-short-p4,USDJPYm,300,2,M1,2021-06-01,2024-05-31,,300/0,4,0,1,CAF2854D49251B9304FC85519F6ED9AB2B11A3DC4EEE5AE80B824632C4B23453,no,2026-09-12 17:55,0
XX_jyrg-g3-w14-200,USDJPYm,300,2,M1,2014-06-01,2017-05-31,,300/0,19,0,1,5973800CBA346363F10903B1660394DDE305D319B6816BC3F81E1FEB0E4BDBF6,no,2026-09-12 17:57,0
XX_jyrg-g3-w14-bh,USDJPYm,300,2,M1,2014-06-01,2017-05-31,,300/0,0,0,1,1779FED7CF6F20F97C1FFC493F6857A1546D5BCA89A8E815F3AD9D4873813A22,no,2026-09-12 17:56,0
XX_jyrg-g3-w16-200,USDJPYm,300,2,M1,2016-06-01,2019-05-31,,300/0,1,0,1,3489C476A6530C44D51807C321819F812091CF0432B0D27717B80848709EB650,no,2026-09-12 17:57,0
XX_jyrg-g3-w16-bh,USDJPYm,300,2,M1,2016-06-01,2019-05-31,,300/0,0,0,1,F21AC9CD3D59BAFE9B1FDE169422B45B18BE6FBBA768AF999DE7319B1D9F6556,no,2026-09-12 17:57,0
XX_jyrg-g3-w18-200,USDJPYm,300,2,M1,2018-06-01,2021-05-31,,300/0,23,0,1,F0950A2F1AA6CBD7FE1CC1CAA51C159284D66A50C85588E1F1A4E7CD33D1D65A,no,2026-09-12 17:58,0
XX_jyrg-g3-w18-bh,USDJPYm,300,2,M1,2018-06-01,2021-05-31,,300/0,0,0,1,F5834EB3ACB7DE284EA723EC6A391AF97B6E4DC0EFC0BFAC878C836CCF54194A,no,2026-09-12 17:58,0
XX_jyrg-g3-w20-200,USDJPYm,300,2,M1,2020-06-01,2023-05-31,,300/0,174,0,1,4FAB8C22A29C18E1865AA8986A014ACCEBB713E5242B97866A48A413CA82A7A7,no,2026-09-12 17:59,0
XX_jyrg-g3-w20-bh,USDJPYm,300,2,M1,2020-06-01,2023-05-31,,300/0,0,0,1,02563591818D969EA9619BF948F7B1EBFD3AFFDCE0809EBDAAF31A9CA49AA3A6,no,2026-09-12 17:58,0
XX_jyrg-g3-w23-200,USDJPYm,300,2,M1,2023-06-01,2026-05-31,,300/0,0,0,1,822493B4E514212C63F1C96AD6DB17F6295EA2AE920158B3C2E948D484B6D436,no,2026-09-12 18:00,0
XX_jyrg-g3-w23-bh,USDJPYm,300,2,M1,2023-06-01,2026-05-31,,300/0,0,0,1,9EC2352B09DAF5447DCEEEB5529A6337447581C0FCC221D8C967EB50A3B4DA96,no,2026-09-12 17:59,0
XX_jyrg-lat0,USDJPYm,300,2,M1,2017-01-01,2022-05-31,,300/0,224,0,1,8B9618284BF84ADB50801AB175F11E0966B3C58A4B4B8F15E18C124F1D2F2740,no,2026-09-12 17:26,1
XX_jyrg-lat0r,USDJPYm,300,2,M1,2017-01-01,2022-05-31,,300/0,224,0,1,42A8AE07B1471D9A40D6B2979451936094D4C60A24EFE2D01FBB9107F9779B78,no,2026-09-12 17:37,1
XX_jyrg-lat1,USDJPYm,300,2,M1,2017-01-01,2022-05-31,,300/1,225,0,1,2605CBA6A33E08381E9412044254EF9955A0451793E6D030BB861F934AA64220,no,2026-09-12 17:37,1
XX_jyrg-lat3,USDJPYm,300,2,M1,2017-01-01,2022-05-31,,300/3,224,0,1,0895EBFC36FA77E3A27E14E89C7844AC03B9AA3054DCBC66B4631E71B1CD404E,no,2026-09-12 17:26,1
XX_jyrg-lat30,USDJPYm,300,2,M1,2017-01-01,2022-05-31,,300/30,222,0,1,7FB9AF191851FE4FC132E5893620A6C8A4E48862A11C65212F2C9FB6BF5D7B1D,no,2026-09-12 17:26,1
XX_jyrg-tickclock,USDJPYm,300,2,M1,2025-01-01,2025-01-31,,0/1,,0,1,0E8E5ECA4A7BB7429C0D1F401D0D87D81E6EB5714DF985109DE502CFDB6F4F8F,no,2026-09-12 17:41,0
XX_wftest-001,BTCUSDm,300,2,M1,2024-08-01,2025-01-31,,300/?,29,0,1,85D1F4DBB04C53307C89427F4A4DE6C41774EE57DE83FB4AD5B29CEBCCF395BA,no,2026-09-11 23:24,1
att_valid_confirm1,XAUUSD_HIST,500,2,M1,2025-01-02,2026-06-30,,?/?,,0,1,04E96CB271785D3584648CA4A9E77BF3510A59A353DE51047F20F63DCC71632A,YES,2026-09-10 22:47,0
att_valid_gateoff,XAUUSD_HIST,500,2,M1,2025-01-02,2026-06-30,,?/?,,0,1,61782D5397B15ACD910CD0522CCE11B62283F5DC9588FBCE27C8473BDD0A69E1,YES,2026-09-10 22:47,0
att_valid_trendoff,XAUUSD_HIST,500,2,M1,2025-01-02,2026-06-30,,?/?,,0,1,650122F51CCA3E2485C32F35A97F0B247F92E19C51CE32B20FCA17E62F1F20AE,YES,2026-09-10 22:47,0
b0_locked,XAUUSD_HIST,500,2,M1,2023-01-03,2024-12-31,,?/?,,0,1,315530658497907E6C9138C86E2478993F941D51009A25483707451E11DADF58,no,2026-09-10 22:43,0
b0_norisk,XAUUSD_HIST,500,2,M1,2023-01-03,2024-12-31,,?/?,,0,1,0BBD981635ABE0AB2BA20DC41B59B62D154E598B087368051EEAFC1A85C95699,no,2026-09-10 22:38,0
b1_baseline,XAUUSD_HIST,500,2,M1,2023-01-03,2024-12-31,,?/?,,0,1,CC441079EEB2247FBF7A259A8425935E233901BAE681EF85D73895C9908756F4,no,2026-09-10 22:37,0
b1a_pure_grid,XAUUSD_HIST,500,2,M1,2023-01-03,2024-12-31,,?/?,,0,1,8012CCAA41D601D56B6E0FB9DF27ABC69E3F85D89B1737827DE9EF42A532E48C,no,2026-09-10 22:38,0
b1b_pure_trend,XAUUSD_HIST,500,2,M1,2023-01-03,2024-12-31,,?/?,,0,1,728F9762415C926E1BB0ED24811B2E6EC6CD385CD9399BD57A6AFEAF9A4772B7,no,2026-09-10 22:38,0
b1c_cut_on,XAUUSD_HIST,500,2,M1,2023-01-03,2024-12-31,,?/?,,0,1,C7D842FC4D562FEEAD75AF8456E3B4294B98804AC79DDF2E93F242EE61EB3E41,no,2026-09-10 22:38,0
b2_basket10,XAUUSD_HIST,500,2,M1,2023-01-03,2024-12-31,,?/?,,0,1,480E7E61FE0D6A4362DAA15E3864EE2614ECDA9924AE48C8F2AEA3AFB39B7B2B,no,2026-09-10 22:38,0
b2_basket15,XAUUSD_HIST,500,2,M1,2023-01-03,2024-12-31,,?/?,,0,1,3C01FC32CECA9EAE172964A5535EFFE1ACCCFC32FB989E102E2F34473985BC19,no,2026-09-10 22:38,0
b2_basket20,XAUUSD_HIST,500,2,M1,2023-01-03,2024-12-31,,?/?,,0,1,0262DDE47C5D358D015FF97D4C3864D154C5FF09B4B7BCE5BC8D6002852DEB12,no,2026-09-10 22:38,0
b3_grid25k,XAUUSD_HIST,500,2,M1,2023-01-03,2024-12-31,,?/?,,0,1,FCD255C7ED229D66E24DCB3895D5C80AF42043B28F5A5CF057607BC4DC744F34,no,2026-09-10 22:38,0
b3_grid30k,XAUUSD_HIST,500,2,M1,2023-01-03,2024-12-31,,?/?,,0,1,BF37A43BBCF65AF34A92C4D2839E174E523B10E868ED8E73FF2AE3C53E29C645,no,2026-09-10 22:38,0
base_locked,XAUUSD_HIST,500,2,M1,2023-01-03,2024-12-31,,?/?,,0,1,373EF362B549795714F92991A3EAC0BC568BB10A7CDE2F93E33552D8AE90B7AF,no,2026-09-10 22:45,0
base_locked_valid,XAUUSD_HIST,500,2,M1,2025-01-02,2026-06-30,,?/?,,0,1,87D553D504F315F6A5443B42A15AA7B6AD700911D038763695D8EAD390415E42,YES,2026-09-10 22:45,0
d_k25_valid,XAUUSD_HIST,500,2,M1,2025-01-02,2026-06-30,,?/?,,0,1,BE87D0D0DCF00628CCE3024A21C142CD34FEBD39CC8463D2FE571C0538A2A7A3,YES,2026-09-10 22:47,0
d_koff_valid,XAUUSD_HIST,500,2,M1,2025-01-02,2026-06-30,,?/?,,0,1,DD732F72B5CEFEC4E0C24438C605AB0F3E9A42FE4B35F340BF34548B844BF220,YES,2026-09-10 22:48,0
d_locked_k25,XAUUSD_HIST,500,2,M1,2023-01-03,2024-12-31,,?/?,,0,1,56D367908EAA2BA412DC6857064A4FB89D2F37B898120F8AB24DDCBC5571A03B,no,2026-09-10 22:43,0
d_locked_k40,XAUUSD_HIST,500,2,M1,2023-01-03,2024-12-31,,?/?,,0,1,5C4C944A9E68112DEF607BF10AB51E6C05D9EF8418D4FD82D16227FF001EBD5C,no,2026-09-10 22:44,0
d_locked_nodaily,XAUUSD_HIST,500,2,M1,2023-01-03,2024-12-31,,?/?,,0,1,7C6B3046DB6E87D998FCA632D04063F2FC6871A3B3C68C99012ACC703AE53968,no,2026-09-10 22:44,0
