run_id,strategy_version,param_set_id,symbol,timeframe,position_id,deal_in,deal_out,order_kind,direction,entry_reason,exit_reason,deal_reason_raw,order_number,entry_time,entry_time_msc,entry_price,exit_time,exit_time_msc,exit_price,volume,sl_price,tp_price,profit,commission,swap,net_pnl,holding_seconds,vol_gate_low,market_state,rv_short_pts,rv_ratio,multiplier_a,grid_dist_pts,tp_dist_pts,baseline_at_entry,risk_level_at_entry,avg_vol_per_min,spread_pts_at_entry,atr_at_entry
g_pg_z10000,eva028-CoreRiskV1,g_pg_z10000,XAUUSD_HIST,M1,2,2,3,grid,1,grid_buy,grid_tp_baseline_revert,expert,1,2023.01.25 03:17:00,1674616620000,1929.224,2023.01.25 04:10:00,1674619800000,1933.030,0.01,0.000,2129.224,3.81,0.00,0.00,3.81,3180,1,0,491.69,0.0255,1.0000,5131.0,200000.0,1934.116,1,55.92,400.0,0.000
g_pg_z10000,eva028-CoreRiskV1,g_pg_z10000,XAUUSD_HIST,M1,5,5,6,grid,-1,grid_sell,grid_tp_baseline_revert,expert,2,2023.03.23 18:11:00,1679595060000,2001.924,2023.03.23 18:59:00,1679597940000,1993.563,0.01,0.000,1801.924,8.36,0.00,0.00,8.36,2880,0,0,446.74,0.0223,1.0000,6531.0,200000.0,1992.191,1,126.95,200.0,0.000
g_pg_z10000,eva028-CoreRiskV1,g_pg_z10000,XAUUSD_HIST,M1,4,4,7,grid,-1,grid_sell,grid_tp_baseline_revert,expert,1,2023.03.23 16:37:00,1679589420000,1994.848,2023.03.23 18:59:00,1679597940000,1993.563,0.01,0.000,1794.848,1.29,0.00,0.00,1.29,8520,0,0,445.69,0.0223,1.0000,4654.0,200000.0,1989.846,1,133.45,200.0,0.000
g_pg_z10000,eva028-CoreRiskV1,g_pg_z10000,XAUUSD_HIST,M1,8,8,9,grid,-1,grid_sell,grid_tp_baseline_revert,expert,1,2023.05.03 22:01:00,1683151260000,2061.996,2023.05.04 02:38:00,1683167880000,2041.200,0.01,0.000,1861.996,20.80,0.00,0.00,20.80,16620,0,0,997.85,0.0484,1.0000,14844.0,200000.0,2034.121,1,100.45,300.0,0.000
g_pg_z10000,eva028-CoreRiskV1,g_pg_z10000,XAUUSD_HIST,M1,10,10,11,grid,-1,grid_sell,grid_tp_baseline_revert,expert,1,2023.08.01 22:01:00,1690927260000,1949.570,2023.08.02 01:15:00,1690938900000,1948.544,0.01,0.000,1749.570,1.03,0.00,0.00,1.03,11640,1,0,46.61,0.0024,1.0000,2436.0,200000.0,1944.183,1,19.82,300.0,0.000
g_pg_z10000,eva028-CoreRiskV1,g_pg_z10000,XAUUSD_HIST,M1,12,12,13,grid,-1,grid_sell,grid_tp_baseline_revert,expert,1,2023.12.25 23:05:00,1703545500000,2057.746,2023.12.26 00:06:00,1703549160000,2054.317,0.01,0.000,1857.746,3.43,0.00,0.00,3.43,3660,1,0,158.82,0.0077,1.0000,2572.0,200000.0,2053.001,1,31.05,2254.0,0.000
g_pg_z10000,eva028-CoreRiskV1,g_pg_z10000,XAUUSD_HIST,M1,14,14,15,grid,1,grid_buy,grid_tp_baseline_revert,expert,1,2024.12.26 23:01:00,1735254060000,2628.619,2024.12.26 23:20:00,1735255200000,2633.175,0.01,0.000,2828.619,4.56,0.00,0.00,4.56,1140,1,0,188.23,0.0072,1.0000,3285.0,200000.0,2633.726,1,36.75,159.0,0.000
