order_kind,entry_reason,n,net_pnl,win_rate,avg_pnl,max_loss,profit_factor
grid,grid_buy,539.0,2806.3500000000004,0.7291280148423006,5.206586270871986,-54.96,2.7633475548071305
grid,grid_sell,404.0,1441.27,0.7178217821782178,3.5675,-141.65,2.031298075891036
trend,trend_buy,186.0,27.73,0.3655913978494624,0.14908602150537634,-15.59,1.0702345372574844
trend,trend_sell,94.0,40.639999999999986,0.2978723404255319,0.43234042553191476,-17.48,1.1645344129554653
