run_id,strategy_version,param_set_id,symbol,timeframe,position_id,deal_in,deal_out,order_kind,direction,entry_reason,exit_reason,deal_reason_raw,order_number,entry_time,entry_time_msc,entry_price,exit_time,exit_time_msc,exit_price,volume,sl_price,tp_price,profit,commission,swap,net_pnl,holding_seconds,vol_gate_low,market_state,rv_short_pts,rv_ratio,multiplier_a,grid_dist_pts,tp_dist_pts,baseline_at_entry,risk_level_at_entry,avg_vol_per_min,spread_pts_at_entry,atr_at_entry
s_confirm1,eva028-CoreRiskV1,s_confirm1,XAUUSD_HIST,M1,2,2,3,trend,1,trend_buy,trend_state_exit,expert,1,2023.01.04 08:02:00,1672819320000,1859.713,2023.01.04 09:10:00,1672823400000,1858.992,0.01,1853.177,0.000,-0.72,0.00,0.00,-0.72,4080,0,1,767.86,0.0413,1.0000,0.0,0.0,1857.412,1,114.90,400.0,1.766
s_confirm1,eva028-CoreRiskV1,s_confirm1,XAUUSD_HIST,M1,4,4,5,trend,-1,trend_sell,trend_state_exit,expert,1,2023.01.04 19:05:00,1672859100000,1848.609,2023.01.04 19:20:00,1672860000000,1851.829,0.01,1855.584,0.000,-3.22,0.00,0.00,-3.22,900,0,2,809.33,0.0438,1.0000,0.0,0.0,1850.572,1,118.42,200.0,1.885
s_confirm1,eva028-CoreRiskV1,s_confirm1,XAUUSD_HIST,M1,6,6,7,trend,-1,trend_sell,trend_state_exit,expert,1,2023.01.05 13:50:00,1672926600000,1840.437,2023.01.05 16:15:00,1672935300000,1831.045,0.01,1848.342,0.000,9.39,0.00,0.00,9.39,8700,0,2,587.50,0.0319,1.0000,0.0,0.0,1840.678,1,225.10,200.0,2.137
s_confirm1,eva028-CoreRiskV1,s_confirm1,XAUUSD_HIST,M1,8,8,9,trend,1,trend_buy,trend_state_exit,expert,1,2023.01.06 19:00:00,1673031600000,1868.880,2023.01.06 20:15:00,1673036100000,1868.231,0.01,1864.672,0.000,-0.65,0.00,0.00,-0.65,4500,0,1,444.77,0.0238,1.0000,0.0,0.0,1868.133,1,83.80,200.0,1.137
s_confirm1,eva028-CoreRiskV1,s_confirm1,XAUUSD_HIST,M1,10,10,11,trend,1,trend_buy,trend_state_exit,expert,1,2023.01.10 14:35:00,1673361300000,1878.859,2023.01.10 15:35:00,1673364900000,1876.345,0.01,1872.127,0.000,-2.51,0.00,0.00,-2.51,3600,0,1,742.36,0.0395,1.0000,0.0,0.0,1878.518,1,190.38,200.0,1.820
s_confirm1,eva028-CoreRiskV1,s_confirm1,XAUUSD_HIST,M1,12,12,13,trend,-1,trend_sell,trend_state_exit,expert,1,2023.01.11 14:50:00,1673448600000,1872.203,2023.01.11 16:35:00,1673454900000,1871.848,0.01,1879.428,0.000,0.35,0.00,0.00,0.35,6300,0,2,935.91,0.0500,1.0000,0.0,0.0,1873.250,1,152.85,200.0,1.953
s_confirm1,eva028-CoreRiskV1,s_confirm1,XAUUSD_HIST,M1,14,14,15,trend,1,trend_buy,sl,sl,1,2023.01.12 17:20:00,1673544000000,1895.452,2023.01.12 18:27:40,1673548060000,1894.332,0.01,1889.720,0.000,-1.12,0.00,0.00,-1.12,4060,0,1,395.69,0.0209,1.0000,0.0,0.0,1893.830,1,102.78,200.0,1.549
s_confirm1,eva028-CoreRiskV1,s_confirm1,XAUUSD_HIST,M1,16,16,17,trend,1,trend_buy,trend_state_exit,expert,1,2023.01.12 18:28:00,1673548080000,1894.446,2023.01.12 18:30:00,1673548200000,1895.491,0.01,1889.372,0.000,1.04,0.00,0.00,1.04,120,0,1,609.56,0.0322,1.0000,0.0,0.0,1896.501,1,103.95,200.0,1.371
s_confirm1,eva028-CoreRiskV1,s_confirm1,XAUUSD_HIST,M1,18,18,19,trend,1,trend_buy,trend_state_exit,expert,1,2023.01.13 08:35:00,1673598900000,1906.077,2023.01.13 09:25:00,1673601900000,1905.314,0.01,1899.213,0.000,-0.77,0.00,0.00,-0.77,3000,0,1,692.58,0.0363,1.0000,0.0,0.0,1905.014,1,125.92,200.0,1.855
s_confirm1,eva028-CoreRiskV1,s_confirm1,XAUUSD_HIST,M1,20,20,21,trend,1,trend_buy,trend_state_exit,expert,1,2023.01.13 14:45:00,1673621100000,1907.329,2023.01.13 16:15:00,1673626500000,1911.039,0.01,1899.586,0.000,3.71,0.00,0.00,3.71,5400,0,1,641.16,0.0336,1.0000,0.0,0.0,1905.121,1,137.78,200.0,2.093
s_confirm1,eva028-CoreRiskV1,s_confirm1,XAUUSD_HIST,M1,22,22,23,trend,1,trend_buy,trend_state_exit,expert,1,2023.01.13 17:35:00,1673631300000,1916.481,2023.01.13 20:05:00,1673640300000,1919.609,0.01,1910.983,0.000,3.13,0.00,0.00,3.13,9000,0,1,447.84,0.0234,1.0000,0.0,0.0,1916.345,1,84.30,200.0,1.486
s_confirm1,eva028-CoreRiskV1,s_confirm1,XAUUSD_HIST,M1,24,24,25,trend,-1,trend_sell,trend_state_exit,expert,1,2023.01.17 17:50:00,1673977800000,1905.828,2023.01.17 19:30:00,1673983800000,1906.156,0.01,1911.046,0.000,-0.33,0.00,0.00,-0.33,6000,0,2,426.99,0.0224,1.0000,0.0,0.0,1906.192,1,78.85,200.0,1.410
s_confirm1,eva028-CoreRiskV1,s_confirm1,XAUUSD_HIST,M1,26,26,27,trend,-1,trend_sell,trend_state_exit,expert,1,2023.01.18 16:25:00,1674059100000,1910.614,2023.01.18 18:20:00,1674066000000,1905.500,0.01,1919.493,0.000,5.11,0.00,0.00,5.11,6900,0,2,424.29,0.0222,1.0000,0.0,0.0,1910.815,1,137.35,200.0,2.400
s_confirm1,eva028-CoreRiskV1,s_confirm1,XAUUSD_HIST,M1,28,28,29,trend,1,trend_buy,trend_state_exit,expert,1,2023.01.19 14:25:00,1674138300000,1917.466,2023.01.19 15:50:00,1674143400000,1919.181,0.01,1909.131,0.000,1.71,0.00,0.00,1.71,5100,0,1,700.90,0.0366,1.0000,0.0,0.0,1916.370,1,152.72,200.0,2.253
s_confirm1,eva028-CoreRiskV1,s_confirm1,XAUUSD_HIST,M1,30,30,31,trend,1,trend_buy,trend_state_exit,expert,1,2023.01.25 15:26:00,1674660360000,1930.419,2023.01.25 15:35:00,1674660900000,1930.460,0.01,1921.539,0.000,0.04,0.00,0.00,0.04,540,0,1,703.39,0.0364,1.0000,0.0,0.0,1932.334,1,216.65,200.0,2.400
