run_tag,symbol,utc_day,server_time,utc_time,server_utc_offset,reason,range_hi,range_lo,range_count,expected_range_count,atr,range_atr_mult,raw_lot,final_lot,risk_budget,actual_risk,ocp_err
DS260914_JSB30_V3_TRAIN,USDJPYm,2020.03.13,2020.03.13 08:30:00,2020.03.13 08:30:00,0,risk_reject,106.005,104.655,12,12,0.294,4.5907,0.0000,0.00,2.98,0.00,0
DS260914_JSB30_V3_TRAIN,USDJPYm,2020.03.13,2020.03.13 10:00:00,2020.03.13 10:00:00,0,risk_reject,106.005,104.655,12,12,0.312,4.3220,0.0000,0.00,2.98,0.00,0
DS260914_JSB30_V3_TRAIN,USDJPYm,2020.03.13,2020.03.13 10:30:00,2020.03.13 10:30:00,0,risk_reject,106.005,104.655,12,12,0.326,4.1357,0.0000,0.00,2.98,0.00,0
DS260914_JSB30_V3_TRAIN,USDJPYm,2020.03.13,2020.03.13 11:00:00,2020.03.13 11:00:00,0,risk_reject,106.005,104.655,12,12,0.325,4.1529,0.0000,0.00,2.98,0.00,0
DS260914_JSB30_V3_TRAIN,USDJPYm,2020.03.13,2020.03.13 11:30:00,2020.03.13 11:30:00,0,risk_reject,106.005,104.655,12,12,0.302,4.4713,0.0000,0.00,2.98,0.00,0
DS260914_JSB30_V3_TRAIN,USDJPYm,2020.03.16,2020.03.16 08:30:00,2020.03.16 08:30:00,0,risk_reject,107.564,106.303,12,12,0.360,3.5042,0.0000,0.00,2.98,0.00,0
DS260914_JSB30_V3_TRAIN,USDJPYm,2020.03.16,2020.03.16 09:00:00,2020.03.16 09:00:00,0,risk_reject,107.564,106.303,12,12,0.364,3.4684,0.0000,0.00,2.98,0.00,0
DS260914_JSB30_V3_TRAIN,USDJPYm,2020.03.16,2020.03.16 09:30:00,2020.03.16 09:30:00,0,risk_reject,107.564,106.303,12,12,0.360,3.5000,0.0000,0.00,2.98,0.00,0
DS260914_JSB30_V3_TRAIN,USDJPYm,2020.03.16,2020.03.16 10:00:00,2020.03.16 10:00:00,0,risk_reject,107.564,106.303,12,12,0.350,3.5985,0.0000,0.00,2.98,0.00,0
DS260914_JSB30_V3_TRAIN,USDJPYm,2020.03.16,2020.03.16 10:30:00,2020.03.16 10:30:00,0,risk_reject,107.564,106.303,12,12,0.354,3.5643,0.0000,0.00,2.98,0.00,0
DS260914_JSB30_V3_TRAIN,USDJPYm,2020.03.16,2020.03.16 11:00:00,2020.03.16 11:00:00,0,risk_reject,107.564,106.303,12,12,0.335,3.7642,0.0000,0.00,2.98,0.00,0
DS260914_JSB30_V3_TRAIN,USDJPYm,2020.03.16,2020.03.16 11:30:00,2020.03.16 11:30:00,0,risk_reject,107.564,106.303,12,12,0.325,3.8843,0.0000,0.00,2.98,0.00,0
DS260914_JSB30_V3_TRAIN,USDJPYm,2020.03.19,2020.03.19 11:30:00,2020.03.19 11:30:00,0,risk_reject,109.551,108.195,12,12,0.306,4.4293,0.0000,0.00,2.98,0.00,0
DS260914_JSB30_V3_TRAIN,USDJPYm,2022.03.28,2022.03.28 07:00:00,2022.03.28 07:00:00,0,risk_reject,123.254,122.138,12,12,0.212,5.2553,0.0000,0.00,1.44,0.00,0
DS260914_JSB30_V3_TRAIN,USDJPYm,2022.03.28,2022.03.28 07:30:00,2022.03.28 07:30:00,0,risk_reject,123.254,122.138,12,12,0.241,4.6390,0.0000,0.00,1.44,0.00,0
DS260914_JSB30_V3_TRAIN,USDJPYm,2022.03.28,2022.03.28 08:00:00,2022.03.28 08:00:00,0,risk_reject,123.254,122.138,12,12,0.210,5.3233,0.0000,0.00,1.44,0.00,0
DS260914_JSB30_V3_TRAIN,USDJPYm,2022.03.28,2022.03.28 08:30:00,2022.03.28 08:30:00,0,risk_reject,123.254,122.138,12,12,0.211,5.2855,0.0000,0.00,1.44,0.00,0
DS260914_JSB30_V3_TRAIN,USDJPYm,2022.03.28,2022.03.28 09:00:00,2022.03.28 09:00:00,0,risk_reject,123.254,122.138,12,12,0.270,4.1322,0.0000,0.00,1.44,0.00,0
DS260914_JSB30_V3_TRAIN,USDJPYm,2022.03.28,2022.03.28 09:30:00,2022.03.28 09:30:00,0,risk_reject,123.254,122.138,12,12,0.282,3.9584,0.0000,0.00,1.44,0.00,0
DS260914_JSB30_V3_TRAIN,USDJPYm,2022.03.28,2022.03.28 10:00:00,2022.03.28 10:00:00,0,risk_reject,123.254,122.138,12,12,0.312,3.5802,0.0000,0.00,1.44,0.00,0
DS260914_JSB30_V3_TRAIN,USDJPYm,2022.03.28,2022.03.28 10:30:00,2022.03.28 10:30:00,0,risk_reject,123.254,122.138,12,12,0.315,3.5380,0.0000,0.00,1.44,0.00,0
DS260914_JSB30_V3_TRAIN,USDJPYm,2022.03.28,2022.03.28 11:00:00,2022.03.28 11:00:00,0,risk_reject,123.254,122.138,12,12,0.355,3.1456,0.0000,0.00,1.44,0.00,0
DS260914_JSB30_V3_TRAIN,USDJPYm,2022.03.28,2022.03.28 11:30:00,2022.03.28 11:30:00,0,risk_reject,123.254,122.138,12,12,0.373,2.9954,0.0000,0.00,1.44,0.00,0
DS260914_JSB30_V3_TRAIN,USDJPYm,2022.03.31,2022.03.31 07:00:00,2022.03.31 07:00:00,0,risk_reject,122.452,121.900,12,12,0.201,2.7404,0.0000,0.00,1.44,0.00,0
DS260914_JSB30_V3_TRAIN,USDJPYm,2022.03.31,2022.03.31 07:30:00,2022.03.31 07:30:00,0,risk_reject,122.452,121.900,12,12,0.181,3.0497,0.0000,0.00,1.44,0.00,0
